,ATF7IP2,ATP10D,ATP6V1E2,BACH2,BBS10,BEND3,BRD7,BTLA,C10orf105,C11orf1,CA1,CCPG1,CD8A,CDK10,CLIC5,CREBZF,CYB5R1,DMRT1,DYRK4,EFHD1,EHF,EHMT1,EML5,FAM208A,FAM229B,GALT,GLI3,HES5,HIST1H4I,HLA-DQA2,HSPA4,HSPH1,IL17F,KDELR2,KLF13,KLHL29,KLRG1,KRTCAP2,LBHD1,LCMT2,LRP6,LRRC37A3,LYST,MAP3K9,MAPK8,MEFV,METAP1,MGA,MICA,MOSMO,MT3,NDST1,NNAT,OPTN,ORM2,P3H3,PEX10,PIP,POMK,POU2F3,RAB30,RAMP1,RASD2,RBMS1,RCBTB1,RPS6KA1,S100P,SAMHD1,SFMBT2,SFN,SFXN4,SH3KBP1,SIT1,SLC25A33,SLC25A53,SLC38A7,SPATA2,SUMF1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TTC39B,TWIST1,VAMP2,ZDHHC5,ZFP14,ZGLP1,ZNF10,ZNF235,ZNF285,ZNF473,ZNF534,ZNF583,ZNF687,ZNF880
EHF,0.9529771,0.95530313,0.9515344,0.9486187,0.9513015,0.9548812,0.95367527,0.95293844,0.95495844,0.95251954,0.950424,0.9528706,0.95038885,0.950969,0.9491087,0.95147604,0.95210624,0.9501538,0.9509743,0.95710516,1.0000013,0.95429856,0.9526242,0.9530917,0.9522379,0.9506989,0.9563704,0.9546783,0.9516974,0.9518091,0.9517008,0.9534242,0.9533416,0.95532763,0.9546356,0.9557084,0.95516825,0.9545881,0.95148045,0.9538552,0.95480776,0.9522283,0.95358735,0.9547817,0.9482676,0.95474344,0.9498829,0.9526061,0.9533473,0.94963,0.95214677,0.9522402,0.95205,0.9474445,0.9537998,0.9551591,0.9512943,0.95026535,0.9536259,0.95524895,0.9526224,0.9539229,0.95190364,0.95458335,0.95464295,0.95013326,0.9530685,0.95434946,0.9491038,0.9501571,0.950489,0.95444447,0.95381224,0.9505184,0.95252734,0.9543947,0.9578051,0.95255953,0.95187354,0.95293576,0.9534787,0.9519088,0.95223546,0.95321834,0.95837545,0.9465755,0.9511157,0.9529139,0.95149755,0.9528533,0.9510709,0.9537889,0.9529556,0.94768935,0.9529104,0.9480722,0.9551399,0.95084214,0.9517398,0.955722
EHMT1,0.9507085,0.9527823,0.9523693,0.95340765,0.9539094,0.9523362,0.9533603,0.9486258,0.9516384,0.9522402,0.9499805,0.9526267,0.9536105,0.9532631,0.9507831,0.95331115,0.9516685,0.95599204,0.95563,0.95499736,0.95429856,1.0000033,0.94913024,0.9537876,0.95002085,0.95471954,0.9502798,0.95093197,0.9517254,0.9506665,0.95032877,0.95401335,0.9496226,0.9506586,0.94945055,0.9497648,0.95432353,0.95348316,0.950668,0.9549793,0.9525666,0.952652,0.9512541,0.9534027,0.9502543,0.9527398,0.95460933,0.95568854,0.95467156,0.95207864,0.95134467,0.9513491,0.95450747,0.9500771,0.9506095,0.9527894,0.95090675,0.9505184,0.95087814,0.9525226,0.95126885,0.9543372,0.9507653,0.9551649,0.9521385,0.9543023,0.95446193,0.9509547,0.9538166,0.954656,0.9511744,0.9533426,0.9501367,0.954796,0.95384413,0.95216125,0.9535122,0.9509934,0.9538232,0.95357984,0.94951403,0.94721955,0.9516858,0.9530467,0.9539623,0.9543338,0.95302397,0.95268,0.95068103,0.9500923,0.9512013,0.9499015,0.9483636,0.94963795,0.95253766,0.95212257,0.9495594,0.9569526,0.953629,0.9533768
EML5,0.95290345,0.9536171,0.95166343,0.94934577,0.9515069,0.95267886,0.95173705,0.9578739,0.9504708,0.953251,0.95153433,0.9542779,0.9467793,0.95151466,0.94944715,0.95188504,0.95604056,0.94808775,0.9483954,0.9559617,0.9526242,0.94913024,1.0000038,0.9497533,0.956007,0.95093095,0.956256,0.9572342,0.9530096,0.95467985,0.95496213,0.9507142,0.95708793,0.9563364,0.9565426,0.9521379,0.9524087,0.95177716,0.9531187,0.94911194,0.95268166,0.95330286,0.95391667,0.9539569,0.9506469,0.9579943,0.94956714,0.9482792,0.94981337,0.95467716,0.95565766,0.9529114,0.94908524,0.95065665,0.9552009,0.9516598,0.9488092,0.95633996,0.95337814,0.9555013,0.9562886,0.9526126,0.9509045,0.95201653,0.95387614,0.9496855,0.95161045,0.9526191,0.9521822,0.9493746,0.94960254,0.94980776,0.9578332,0.95156395,0.9516,0.95443827,0.9549603,0.9541236,0.9522729,0.9492426,0.9560672,0.9549346,0.9527679,0.9508208,0.9540527,0.9500336,0.9534658,0.95462334,0.9544977,0.9537032,0.9551285,0.9580081,0.95622,0.954241,0.95447457,0.94992477,0.9549964,0.9503509,0.9496652,0.95335835
FAM208A,0.9560613,0.9528285,0.9567658,0.9542065,0.9548634,0.95217395,0.94922316,0.9517178,0.9512169,0.9579369,0.95329297,0.95249045,0.95359606,0.9559495,0.9512852,0.9543201,0.9507578,0.95869046,0.95270836,0.9552739,0.9530917,0.9537876,0.9497533,0.99998844,0.9549559,0.95620126,0.95287216,0.95118445,0.9504346,0.9541254,0.9496964,0.9515519,0.9480066,0.95411223,0.9476882,0.9475986,0.95346594,0.9511868,0.9497623,0.94828326,0.95134467,0.95030165,0.95091355,0.95396304,0.9517909,0.952814,0.955646,0.95404947,0.949301,0.95446855,0.9508389,0.9500642,0.95735246,0.9478002,0.9515455,0.94930065,0.9542873,0.9523474,0.9568616,0.95479107,0.95213616,0.95199203,0.95167184,0.95312613,0.9512261,0.954123,0.9556918,0.9515203,0.9517121,0.95746,0.95291245,0.95393765,0.9512606,0.9535121,0.9535798,0.95593435,0.95245594,0.9526678,0.95238376,0.9526409,0.95156944,0.94884765,0.95042783,0.95226014,0.9546478,0.95419633,0.9515578,0.9520311,0.9514984,0.949189,0.9535786,0.94778025,0.9500644,0.95379627,0.9519711,0.9548516,0.9483203,0.9513555,0.94885135,0.9546883
FAM229B,0.95516247,0.95481944,0.95468116,0.9502523,0.95282656,0.9570462,0.94878286,0.9555485,0.95329046,0.95460093,0.95217055,0.95257086,0.9494971,0.95360154,0.94970155,0.9515382,0.952367,0.95072126,0.9493048,0.95745164,0.9522379,0.95002085,0.956007,0.9549559,1.0000044,0.95093405,0.954304,0.9549958,0.9516366,0.95389557,0.95169,0.95195806,0.95234656,0.95389557,0.9572797,0.9498976,0.95316845,0.9510938,0.95119643,0.9467598,0.9543091,0.9489362,0.95139927,0.9540258,0.9516581,0.9552403,0.9521675,0.9503425,0.94927675,0.9547217,0.95186716,0.9501727,0.9508035,0.9511773,0.95285463,0.9486915,0.9498126,0.9557431,0.9557421,0.9550758,0.9524828,0.9507795,0.9516884,0.95114994,0.9523212,0.95089984,0.94974136,0.95345026,0.9510415,0.9512958,0.9496341,0.9552226,0.9549425,0.95252305,0.94873816,0.95439255,0.9521626,0.95390254,0.9527423,0.9505802,0.95335406,0.95293593,0.95375544,0.95044756,0.9542327,0.9493646,0.95238304,0.9543202,0.95348495,0.9490298,0.9538719,0.95288956,0.9529578,0.9543601,0.9534956,0.9541123,0.9528101,0.95048374,0.94883364,0.9527051
GALT,0.9512323,0.9540495,0.95038176,0.95342624,0.95077544,0.9528831,0.95338285,0.9490081,0.94979954,0.9549718,0.9510017,0.9540935,0.9543072,0.95149076,0.9507951,0.9530151,0.9514916,0.9550668,0.9505973,0.95081633,0.9506989,0.95471954,0.95093095,0.95620126,0.95093405,0.9999855,0.95105946,0.95111054,0.9520999,0.95156777,0.9505634,0.95229644,0.9517176,0.95445025,0.9503045,0.95232457,0.9502872,0.95468223,0.9536808,0.9529973,0.9512505,0.9530232,0.9497849,0.9526236,0.94915473,0.95297503,0.9506056,0.9540376,0.9539251,0.9550036,0.9534304,0.9502416,0.9498646,0.9523949,0.9506472,0.9528967,0.9518398,0.95249456,0.9546586,0.95405155,0.95334524,0.95715904,0.95290744,0.952823,0.95036453,0.949285,0.9570787,0.9512648,0.9516094,0.9528022,0.94953513,0.95095086,0.95096344,0.9505309,0.956624,0.95390105,0.95407677,0.9539684,0.9537205,0.95022607,0.9527483,0.9508196,0.94994265,0.95189106,0.9517627,0.9550383,0.9546633,0.95288014,0.95190394,0.9508403,0.95470554,0.95185626,0.9517081,0.95145833,0.9545426,0.9563663,0.9484397,0.9550966,0.95008373,0.95584536
GLI3,0.9530492,0.9559511,0.9499371,0.9506077,0.9514594,0.953907,0.9537234,0.9545871,0.9542915,0.9528406,0.95033824,0.95519245,0.95042235,0.95029,0.9485853,0.9497909,0.9541756,0.95066756,0.94953716,0.9533682,0.9563704,0.9502798,0.956256,0.95287216,0.954304,0.95105946,0.9999907,0.95296913,0.95379263,0.95200014,0.9542933,0.9551274,0.9523908,0.95522726,0.95536447,0.95504326,0.9498539,0.9539455,0.9528235,0.9520689,0.9530201,0.9552437,0.95277,0.9555204,0.9488527,0.9535241,0.9492954,0.95177025,0.95451796,0.95342594,0.9526557,0.9542902,0.94912815,0.9520228,0.9555714,0.9547526,0.95086086,0.9515553,0.9551041,0.95372856,0.952199,0.95334595,0.9522327,0.95287526,0.95582205,0.94840187,0.953379,0.9525176,0.9491637,0.9497018,0.9498826,0.95328957,0.9559349,0.94828874,0.9529408,0.953274,0.9567339,0.9528816,0.9526168,0.95258933,0.9565816,0.9524505,0.9527109,0.95140195,0.952686,0.9488179,0.9514872,0.9527875,0.95403457,0.9545688,0.95126575,0.95401436,0.95312,0.9492053,0.9532225,0.951327,0.95301616,0.9482073,0.95042944,0.9565678
HES5,0.9514519,0.9569435,0.95582217,0.950873,0.9511349,0.95330834,0.9498601,0.9550034,0.95411146,0.9554903,0.95288277,0.9544128,0.94880855,0.95393157,0.9493549,0.956223,0.95497775,0.94859695,0.9525797,0.9578989,0.9546783,0.95093197,0.9572342,0.95118445,0.9549958,0.95111054,0.95296913,0.9999963,0.9533439,0.9557277,0.9545278,0.94968724,0.954689,0.956898,0.95252275,0.9506635,0.9572723,0.95137244,0.95155424,0.951754,0.9561082,0.9515574,0.9544078,0.9528929,0.95027596,0.9585646,0.9516851,0.9502908,0.947833,0.9515747,0.95524263,0.95274127,0.95244306,0.95080805,0.95458734,0.9535958,0.94840395,0.95730937,0.95549417,0.95628893,0.9590591,0.9534371,0.95391226,0.95375526,0.955446,0.95159495,0.9515779,0.9516685,0.9545774,0.9512679,0.952043,0.956464,0.9562828,0.9542564,0.94918317,0.9578021,0.9521002,0.9522648,0.9528259,0.952987,0.95458627,0.9533923,0.95205784,0.9548458,0.9563524,0.95118034,0.9550962,0.95616907,0.95740575,0.95313305,0.9560947,0.9568967,0.96158457,0.956538,0.9544699,0.953663,0.9575318,0.95414895,0.9533177,0.95313835
HIST1H4I,0.95030284,0.95264643,0.95288604,0.9514453,0.94967556,0.9519606,0.95183235,0.9519762,0.95183116,0.95338875,0.950701,0.9541557,0.9512009,0.9517304,0.94984967,0.95331556,0.951408,0.9523618,0.95286536,0.9530123,0.9516974,0.9517254,0.9530096,0.9504346,0.9516366,0.9520999,0.95379263,0.9533439,0.9999945,0.9521431,0.95394844,0.9510458,0.95105875,0.95325947,0.9501925,0.9508822,0.9498114,0.9536209,0.9527452,0.9536641,0.9504289,0.9537245,0.95274705,0.954592,0.9499617,0.9521747,0.95021504,0.9526418,0.95161086,0.9508075,0.9519608,0.9547783,0.95088285,0.9522748,0.9552107,0.9534671,0.9507206,0.95072776,0.95271385,0.95074606,0.95509094,0.9538367,0.9540098,0.95318455,0.9537304,0.950793,0.9529987,0.9514323,0.9540208,0.9518739,0.95106393,0.953704,0.95406616,0.9518707,0.9507008,0.9529775,0.95142543,0.95175624,0.95306456,0.9533774,0.95304465,0.95129853,0.9491657,0.9527736,0.95027727,0.9533411,0.9540926,0.9550387,0.95384765,0.9552371,0.9530776,0.9509694,0.95355374,0.95428264,0.9540292,0.9542089,0.95288295,0.9527957,0.9526128,0.9516045
HLA-DQA2,0.95394874,0.9542897,0.95513994,0.94893295,0.951522,0.94890684,0.94861746,0.95240384,0.95175725,0.95616823,0.95327836,0.95382035,0.9498411,0.95605356,0.94959354,0.9562598,0.9529084,0.95373744,0.9515634,0.9565084,0.9518091,0.9506665,0.95467985,0.9541254,0.95389557,0.95156777,0.95200014,0.9557277,0.9521431,1.0000091,0.9540622,0.94804996,0.9501798,0.95400333,0.9474573,0.94728225,0.9534077,0.94937795,0.9507392,0.9501232,0.95041156,0.9522797,0.9526154,0.95366067,0.9515337,0.9544906,0.95161915,0.950906,0.94541216,0.9512179,0.95339364,0.9513157,0.9530788,0.9486822,0.95318264,0.94900733,0.9515787,0.9523715,0.9539453,0.95100087,0.95553,0.9536908,0.95328635,0.95665556,0.9514554,0.9527724,0.95324033,0.9503303,0.9524503,0.9560902,0.9524974,0.9545935,0.95384735,0.9554765,0.9511324,0.9573578,0.9514544,0.9523778,0.9526231,0.94907415,0.9539255,0.9508331,0.9476965,0.95099455,0.9530148,0.95284146,0.95327145,0.9541943,0.95396537,0.9521355,0.95187867,0.95004267,0.95450187,0.955221,0.9538702,0.95410895,0.95025903,0.95346427,0.949972,0.95357096
HSPA4,0.95220405,0.95485115,0.95210767,0.94896555,0.94938135,0.9510954,0.9517608,0.9541544,0.95143133,0.95436245,0.95152944,0.954883,0.94865686,0.9510275,0.94970113,0.95128983,0.954114,0.94947755,0.9502183,0.9530627,0.9517008,0.95032877,0.95496213,0.9496964,0.95169,0.9505634,0.9542933,0.9545278,0.95394844,0.9540622,0.99999696,0.9502078,0.9539479,0.9550954,0.951725,0.95186394,0.951223,0.9503046,0.9541802,0.95182,0.9510743,0.9537306,0.9518436,0.9542084,0.95020306,0.95523745,0.949631,0.9513664,0.9504355,0.9511581,0.95405453,0.95311874,0.9505469,0.9527936,0.95532864,0.95466965,0.9489664,0.95370364,0.95329785,0.952363,0.9563105,0.9531439,0.9532024,0.95337546,0.9552854,0.94949526,0.953017,0.95172846,0.95137596,0.95064664,0.9508636,0.9527674,0.9551852,0.9525105,0.9516997,0.95487356,0.95300204,0.95451516,0.95191467,0.9500226,0.95511204,0.9534184,0.95008415,0.9533008,0.95329386,0.95084894,0.95248103,0.95454824,0.9565561,0.955336,0.9538149,0.9534786,0.95533293,0.95314294,0.95476735,0.9526138,0.95428824,0.9522233,0.9520403,0.9537071
HSPH1,0.94858783,0.9525573,0.94733346,0.952617,0.94850165,0.9544689,0.95386857,0.95230657,0.952658,0.9500867,0.9435748,0.951543,0.9551547,0.9477069,0.9438646,0.94724613,0.9519773,0.95208794,0.954763,0.9513656,0.9534242,0.95401335,0.9507142,0.9515519,0.95195806,0.95229644,0.9551274,0.94968724,0.9510458,0.94804996,0.9502078,0.9999993,0.9515398,0.9496059,0.9560584,0.9581212,0.9472283,0.95572096,0.9519128,0.95438546,0.9513539,0.951265,0.9498662,0.94982636,0.94641113,0.95015776,0.95019674,0.9541849,0.9616765,0.9566672,0.9514305,0.95105153,0.94513196,0.9577637,0.95060337,0.9544487,0.94895065,0.9508495,0.9498057,0.95468366,0.94850385,0.95092547,0.95071185,0.9511325,0.9538921,0.942249,0.9525454,0.958547,0.9510108,0.9488792,0.9475886,0.95134825,0.95132476,0.9472133,0.9514956,0.947405,0.95423555,0.94983894,0.9565867,0.9640629,0.95126045,0.952235,0.9545553,0.9482953,0.9499538,0.9548675,0.9536922,0.95073456,0.950416,0.951165,0.95173144,0.9530813,0.9486892,0.9461648,0.9520922,0.9492587,0.9525129,0.949673,0.9519504,0.95336103
IL17F,0.9502415,0.95217425,0.95093733,0.9500577,0.94921577,0.9525333,0.95357656,0.9548173,0.95122904,0.9498937,0.95071834,0.95356005,0.94666946,0.9506469,0.94860244,0.94983464,0.95417815,0.9467133,0.9496585,0.952613,0.9533416,0.9496226,0.95708793,0.9480066,0.95234656,0.9517176,0.9523908,0.954689,0.95105875,0.9501798,0.9539479,0.9515398,1.0000044,0.95456845,0.9587947,0.95601887,0.9510855,0.9509214,0.955261,0.9480825,0.95091796,0.95204103,0.9525612,0.95114434,0.95030415,0.9577026,0.9471286,0.9510159,0.9538462,0.95388234,0.9553439,0.9531997,0.9485586,0.9535196,0.95273453,0.9515772,0.9467116,0.9605091,0.9525984,0.9586792,0.95380193,0.953457,0.9513086,0.95187485,0.9533532,0.94611853,0.9518983,0.95565,0.95051384,0.9483947,0.9473211,0.94864476,0.95521414,0.9496092,0.9546459,0.9511476,0.9547719,0.95487064,0.95131224,0.94999367,0.9540957,0.9564452,0.9543454,0.95151305,0.9538607,0.9503697,0.95200753,0.95591116,0.9531599,0.95265627,0.9559996,0.95864207,0.9559697,0.95036143,0.95239395,0.95146906,0.9564766,0.9507772,0.9500158,0.95541036
KDELR2,0.9530964,0.9543484,0.95310354,0.9481305,0.95009935,0.9536958,0.9522163,0.9548269,0.95484084,0.9558717,0.9518163,0.95402086,0.94865584,0.9532487,0.94883156,0.9549751,0.95453084,0.95019466,0.94966173,0.95642686,0.95532763,0.9506586,0.9563364,0.95411223,0.95389557,0.95445025,0.95522726,0.956898,0.95325947,0.95400333,0.9550954,0.9496059,0.95456845,0.9999955,0.95304537,0.95339227,0.95433825,0.95230937,0.95337176,0.95172215,0.9535738,0.9543749,0.95310503,0.95502687,0.95007783,0.9581665,0.9492194,0.95111006,0.95116216,0.95066553,0.955191,0.9525284,0.951548,0.9509455,0.9553522,0.956182,0.94947445,0.9523624,0.9559943,0.9569035,0.9571818,0.9556985,0.95205754,0.9542752,0.9550567,0.9489317,0.9533351,0.9519516,0.9505604,0.9501042,0.9492973,0.95421046,0.95609355,0.9520768,0.95302373,0.9556622,0.95759964,0.95453936,0.9539511,0.94964015,0.9535511,0.95312893,0.94906986,0.95380676,0.9544604,0.95015204,0.9562944,0.95331585,0.9568003,0.9540907,0.9553549,0.95465004,0.9556305,0.95349276,0.95516956,0.950123,0.95601463,0.9522738,0.95077837,0.95446205
KLF13,0.95104206,0.95138085,0.9511206,0.95090646,0.95228904,0.95758957,0.9543917,0.95767796,0.95391876,0.9468128,0.9502059,0.9505737,0.9508189,0.948982,0.9488977,0.9488163,0.952765,0.9465797,0.9488498,0.9526026,0.9546356,0.94945055,0.9565426,0.9476882,0.9572797,0.9503045,0.95536447,0.95252275,0.9501925,0.9474573,0.951725,0.9560584,0.9587947,0.95304537,0.9999928,0.9574292,0.9523061,0.95620203,0.95309216,0.9506853,0.9554552,0.9504396,0.95023113,0.9514141,0.9504203,0.9529159,0.948576,0.9485402,0.95745677,0.95294577,0.9517225,0.950163,0.9474999,0.95352817,0.950444,0.9531497,0.94991916,0.9561638,0.9518297,0.9572748,0.9493161,0.95144784,0.95234567,0.9496578,0.953123,0.9475566,0.9471563,0.95282036,0.9518541,0.94621086,0.94796395,0.9518434,0.9532187,0.949619,0.9505782,0.94933957,0.9557962,0.9522749,0.95131236,0.9537387,0.9545521,0.95471275,0.95877093,0.95155126,0.9535768,0.94687164,0.95221704,0.95324016,0.95216167,0.9509389,0.9530674,0.9570977,0.9527182,0.95057404,0.9504921,0.94630516,0.9548669,0.9485872,0.95170397,0.9526268
KLHL29,0.94879967,0.95176643,0.9443998,0.94950926,0.94560957,0.95524186,0.955922,0.953685,0.95306814,0.9489245,0.9455197,0.9508574,0.94959223,0.94411945,0.94495213,0.9444304,0.9524466,0.94755983,0.947176,0.9506156,0.9557084,0.9497648,0.9521379,0.9475986,0.9498976,0.95232457,0.95504326,0.9506635,0.9508822,0.94728225,0.95186394,0.9581212,0.95601887,0.95339227,0.9574292,0.9999941,0.94477034,0.95538074,0.95607895,0.95420796,0.95095503,0.9523196,0.9503804,0.95125157,0.9465094,0.95197725,0.9442926,0.9524007,0.9616797,0.95154643,0.9526273,0.95184064,0.9415399,0.95235974,0.95118433,0.95595944,0.94702315,0.9507958,0.9521787,0.95561016,0.9494921,0.95256066,0.94996315,0.9500094,0.9536246,0.9378731,0.95221096,0.95919585,0.9445658,0.9443496,0.94479847,0.9486042,0.95328176,0.940773,0.9548535,0.9486575,0.9569606,0.95265424,0.95205355,0.9531835,0.9513215,0.96165276,0.95342654,0.95057565,0.94983774,0.9480565,0.9518526,0.95173347,0.9507602,0.9522829,0.95320654,0.95605516,0.9505177,0.9469275,0.95255315,0.94735587,0.95496756,0.9477178,0.9511924,0.9535398
KLRG1,0.95309204,0.95213425,0.95913905,0.9494211,0.9592856,0.9534818,0.9485467,0.95047355,0.95179856,0.95025635,0.9584119,0.95089537,0.95129395,0.9596668,0.95496255,0.95860803,0.9513716,0.95278025,0.9538213,0.958545,0.95516825,0.95432353,0.9524087,0.95346594,0.95316845,0.9502872,0.9498539,0.9572723,0.9498114,0.9534077,0.951223,0.9472283,0.9510855,0.95433825,0.9523061,0.94477034,0.99999005,0.9503265,0.9455333,0.95071596,0.95883924,0.94943494,0.95209706,0.9526444,0.95456547,0.9555617,0.95629156,0.9490357,0.94453543,0.947562,0.95081526,0.95034003,0.9627793,0.947007,0.9523692,0.9514629,0.9519648,0.95549273,0.9523563,0.9541024,0.95395917,0.95112354,0.95202845,0.95495576,0.9496931,0.962279,0.9495445,0.9460878,0.95533365,0.9550699,0.9566773,0.95807844,0.9517357,0.9615967,0.94614345,0.9564438,0.95198536,0.9508139,0.9509291,0.9531523,0.95140404,0.9477426,0.95166975,0.95581734,0.96094847,0.9489635,0.951756,0.9519417,0.9544501,0.9501863,0.95102304,0.95386463,0.95481944,0.9552227,0.9486009,0.94923544,0.95408076,0.9578165,0.9535148,0.94899297
KRTCAP2,0.9499586,0.9538197,0.94802386,0.95454973,0.9517853,0.95546496,0.9534562,0.95376104,0.9550215,0.9512952,0.9485253,0.953111,0.9556112,0.9509465,0.9509204,0.95079213,0.9542258,0.95379,0.95377207,0.95312107,0.9545881,0.95348316,0.95177716,0.9511868,0.9510938,0.95468223,0.9539455,0.95137244,0.9536209,0.94937795,0.9503046,0.95572096,0.9509214,0.95230937,0.95620203,0.95538074,0.9503265,0.99999845,0.95432436,0.9576793,0.95309913,0.9515992,0.9517482,0.952507,0.94930834,0.95434463,0.95020896,0.9552548,0.9584813,0.9517949,0.9516993,0.9529231,0.9494757,0.9569177,0.95013595,0.9571845,0.9513898,0.94867957,0.9528323,0.9537021,0.95157677,0.95403916,0.95409167,0.95167077,0.95428735,0.94900155,0.9521551,0.9517671,0.9523933,0.9498873,0.95151764,0.9534228,0.9493009,0.9493444,0.95217884,0.95022696,0.95516187,0.9518894,0.9542146,0.9560372,0.9519342,0.95000255,0.9542554,0.9529602,0.95155525,0.94980145,0.95781296,0.9531876,0.9525883,0.9529573,0.9518095,0.9507676,0.95012164,0.9495973,0.9559822,0.95092654,0.9521712,0.95197785,0.9540265,0.955921
LBHD1,0.95088947,0.9540523,0.9471288,0.9525773,0.9481782,0.95274836,0.95449066,0.9552307,0.95193833,0.9524301,0.94913095,0.9520448,0.9504405,0.9470413,0.9498559,0.9471556,0.9546308,0.9479296,0.94782645,0.9499715,0.95148045,0.950668,0.9531187,0.9497623,0.95119643,0.9536808,0.9528235,0.95155424,0.9527452,0.9507392,0.9541802,0.9519128,0.955261,0.95337176,0.95309216,0.95607895,0.9455333,0.95432436,0.9999881,0.9530868,0.94864535,0.9527062,0.95266056,0.9528626,0.95001614,0.9540413,0.9468535,0.9530704,0.95692396,0.9531933,0.95252573,0.95380205,0.9457329,0.9539614,0.9510089,0.95386606,0.9506459,0.9503976,0.95560336,0.9553038,0.953463,0.9537328,0.951585,0.94917166,0.9551259,0.94526356,0.95309234,0.95495933,0.94929874,0.94863176,0.9471569,0.9498557,0.9530659,0.9466181,0.9571717,0.9493934,0.95344245,0.95486087,0.9507966,0.9513982,0.9516884,0.95410955,0.9516438,0.95147866,0.9486802,0.950008,0.95310265,0.95682514,0.9525839,0.95386106,0.95560265,0.9525579,0.9518604,0.94897825,0.9556721,0.9527254,0.95135725,0.9489642,0.9501904,0.955502
LCMT2,0.94992656,0.9542459,0.94900644,0.95417094,0.950825,0.955204,0.95463204,0.9484591,0.955163,0.95045567,0.9497073,0.9496416,0.95803636,0.9512443,0.9525031,0.95183116,0.95167583,0.9538494,0.9547536,0.95105916,0.9538552,0.9549793,0.94911194,0.94828326,0.9467598,0.9529973,0.9520689,0.951754,0.9536641,0.9501232,0.95182,0.95438546,0.9480825,0.95172215,0.9506853,0.95420796,0.95071596,0.9576793,0.9530868,0.99999315,0.9531155,0.9524977,0.95110655,0.95030284,0.94954807,0.9495406,0.9507196,0.95432085,0.95892483,0.94908506,0.9519391,0.95252293,0.95067316,0.95895976,0.94996333,0.9584715,0.95205194,0.9454838,0.94814634,0.9489986,0.9510443,0.9544592,0.9557627,0.95347387,0.9513701,0.95055646,0.9520371,0.94786656,0.9524901,0.95100164,0.95363545,0.9563159,0.94652647,0.95186317,0.9535252,0.9488624,0.9529377,0.948449,0.9563112,0.9576148,0.9495803,0.9480667,0.95303196,0.952643,0.9522556,0.95413244,0.9549754,0.9497349,0.95107067,0.95287937,0.95091194,0.9506328,0.94918424,0.9493995,0.95202494,0.9502076,0.95402354,0.9585215,0.95772785,0.94984573
LRP6,0.95165414,0.9538183,0.9547858,0.95074165,0.95772827,0.9562676,0.95287156,0.9518523,0.9530587,0.95414996,0.9528413,0.9521767,0.9514668,0.95112586,0.9506196,0.9550619,0.9520987,0.9511659,0.9536937,0.9535348,0.95480776,0.9525666,0.95268166,0.95134467,0.9543091,0.9512505,0.9530201,0.9561082,0.9504289,0.95041156,0.9510743,0.9513539,0.95091796,0.9535738,0.9554552,0.95095503,0.95883924,0.95309913,0.94864535,0.9531155,0.99999404,0.9493796,0.9531994,0.95162237,0.9505703,0.95498675,0.95140064,0.94848764,0.9482893,0.95006883,0.950157,0.9510286,0.9529817,0.9465236,0.95443135,0.9524031,0.9498569,0.95693195,0.95285904,0.95044696,0.9519767,0.9506849,0.9517951,0.95165664,0.95218617,0.95100695,0.94959426,0.9514952,0.9522159,0.95070016,0.95288396,0.9547331,0.95377773,0.9537984,0.94544387,0.9545209,0.9530963,0.9556517,0.95372266,0.9517593,0.95211166,0.95120513,0.9542068,0.953174,0.956783,0.94687885,0.9491553,0.9513803,0.9553946,0.95230824,0.95071876,0.95840675,0.9551163,0.95088446,0.9501321,0.9509804,0.95739585,0.9524634,0.95232916,0.95049244
LRRC37A3,0.95055175,0.9508201,0.949394,0.9501003,0.94817,0.9510183,0.952655,0.9517636,0.9503668,0.95223224,0.94920504,0.9545582,0.9500685,0.9500957,0.9492373,0.95148677,0.95275325,0.9512071,0.95111656,0.9511456,0.9522283,0.952652,0.95330286,0.95030165,0.9489362,0.9530232,0.9552437,0.9515574,0.9537245,0.9522797,0.9537306,0.951265,0.95204103,0.9543749,0.9504396,0.9523196,0.94943494,0.9515992,0.9527062,0.9524977,0.9493796,0.999997,0.9521522,0.95476687,0.9488904,0.9521342,0.94848263,0.9513924,0.95271635,0.95024693,0.95226365,0.95505357,0.9489245,0.95144284,0.9555001,0.95536184,0.94918555,0.95110327,0.9515427,0.95190495,0.9530481,0.95373297,0.9508519,0.9524018,0.9526149,0.94837207,0.95216626,0.9525339,0.94952387,0.9500893,0.9489847,0.949593,0.95365024,0.9495292,0.9536775,0.95058465,0.9549942,0.9516681,0.95140445,0.95015115,0.9521235,0.9523905,0.9498092,0.9524408,0.94983894,0.9506441,0.9507489,0.9521831,0.953666,0.9570432,0.95216703,0.9521431,0.9521487,0.9502737,0.9535138,0.95085406,0.952666,0.9515115,0.9504993,0.9520443
