,ATF7IP2,ATP10D,ATP6V1E2,BACH2,BBS10,BEND3,BRD7,BTLA,C10orf105,C11orf1,CA1,CCPG1,CD8A,CDK10,CLIC5,CREBZF,CYB5R1,DMRT1,DYRK4,EFHD1,EHF,EHMT1,EML5,FAM208A,FAM229B,GALT,GLI3,HES5,HIST1H4I,HLA-DQA2,HSPA4,HSPH1,IL17F,KDELR2,KLF13,KLHL29,KLRG1,KRTCAP2,LBHD1,LCMT2,LRP6,LRRC37A3,LYST,MAP3K9,MAPK8,MEFV,METAP1,MGA,MICA,MOSMO,MT3,NDST1,NNAT,OPTN,ORM2,P3H3,PEX10,PIP,POMK,POU2F3,RAB30,RAMP1,RASD2,RBMS1,RCBTB1,RPS6KA1,S100P,SAMHD1,SFMBT2,SFN,SFXN4,SH3KBP1,SIT1,SLC25A33,SLC25A53,SLC38A7,SPATA2,SUMF1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TTC39B,TWIST1,VAMP2,ZDHHC5,ZFP14,ZGLP1,ZNF10,ZNF235,ZNF285,ZNF473,ZNF534,ZNF583,ZNF687,ZNF880
LYST,0.9504992,0.9513364,0.95210505,0.95062745,0.951123,0.9517121,0.95016,0.9530477,0.9506684,0.95208216,0.950521,0.95259756,0.9497029,0.95157117,0.95009506,0.95289695,0.95354784,0.95048094,0.95176035,0.9529762,0.95358735,0.9512541,0.95391667,0.95091355,0.95139927,0.9497849,0.95277,0.9544078,0.95274705,0.9526154,0.9518436,0.9498662,0.9525612,0.95310503,0.95023113,0.9503804,0.95209706,0.9517482,0.95266056,0.95110655,0.9531994,0.9521522,0.99999434,0.9539026,0.95076853,0.9532816,0.9519116,0.95096,0.95011806,0.9505147,0.95248574,0.9514741,0.95228004,0.9497998,0.95250636,0.95202994,0.9506786,0.95083535,0.9528553,0.9512798,0.95340234,0.95153296,0.95149165,0.9522749,0.9537791,0.95177734,0.9530338,0.9524622,0.9506928,0.95131695,0.95138043,0.9513935,0.95284474,0.9518757,0.9499405,0.95355266,0.95320725,0.95083535,0.95152104,0.95104665,0.9518151,0.9512244,0.95174277,0.95135045,0.95230925,0.9503235,0.95162463,0.95257276,0.95273423,0.95210534,0.9512279,0.95193183,0.9528157,0.952442,0.9528176,0.9510319,0.9522553,0.9503694,0.9516237,0.95174176
MAP3K9,0.9527861,0.9536416,0.9504818,0.9490357,0.9499669,0.9518319,0.9513682,0.9543406,0.9510853,0.9555437,0.9505131,0.9547768,0.9496822,0.9505225,0.94832647,0.9517001,0.952961,0.950358,0.9479934,0.9545169,0.9547817,0.9534027,0.9539569,0.95396304,0.9540258,0.9526236,0.9555204,0.9528929,0.954592,0.95366067,0.9542084,0.94982636,0.95114434,0.95502687,0.9514141,0.95125157,0.9526444,0.952507,0.9528626,0.95030284,0.95162237,0.95476687,0.9539026,1.0000092,0.94979846,0.95477545,0.95042527,0.9513986,0.9504051,0.9510819,0.95420384,0.95378834,0.9497945,0.9494162,0.9548371,0.95285606,0.94956553,0.9500488,0.95532435,0.95310366,0.9528268,0.95406824,0.9517857,0.95374024,0.9540436,0.94842637,0.95371205,0.9533957,0.9493451,0.95167106,0.9499487,0.9539038,0.95533025,0.95105624,0.9541893,0.95499504,0.95376384,0.95335877,0.9497685,0.95010287,0.95319545,0.95235795,0.9492541,0.9521134,0.9536458,0.94868153,0.95191365,0.95347315,0.95468825,0.95529747,0.95275474,0.9515588,0.95163983,0.9512177,0.9543461,0.95280355,0.95089215,0.9498715,0.94856894,0.9545075
MAPK8,0.95211864,0.9496713,0.95502794,0.9512773,0.95465076,0.95089763,0.95019865,0.9516309,0.94987077,0.95010626,0.9570262,0.9480438,0.95207024,0.9557641,0.9579524,0.9535902,0.95174354,0.9509463,0.9503159,0.9510444,0.9482676,0.9502543,0.9506469,0.9517909,0.9516581,0.94915473,0.9488527,0.95027596,0.9499617,0.9515337,0.95020306,0.94641113,0.95030415,0.95007783,0.9504203,0.9465094,0.95456547,0.94930834,0.95001614,0.94954807,0.9505703,0.9488904,0.95076853,0.94979846,0.99999803,0.95057124,0.955216,0.95045537,0.9467154,0.9501836,0.95019007,0.9503632,0.95736665,0.9506285,0.95032966,0.95022374,0.95462495,0.95186716,0.950577,0.9498123,0.9501741,0.95030314,0.9503328,0.95040786,0.9493291,0.9592187,0.94892746,0.9448956,0.9531096,0.9540808,0.954569,0.95098484,0.9502897,0.95541805,0.9498625,0.95086807,0.9489677,0.9506045,0.9500528,0.9493119,0.95000356,0.948732,0.95152235,0.9515223,0.9524735,0.9513561,0.9497477,0.95155925,0.9513843,0.94920224,0.9511185,0.9492169,0.9517572,0.95460325,0.9496788,0.952268,0.95041907,0.9508074,0.9516059,0.9500809
MEFV,0.9527667,0.95498776,0.95444125,0.94881755,0.9514293,0.95511955,0.9504803,0.95536524,0.9527062,0.95357615,0.95245016,0.9544483,0.9494872,0.9541637,0.94926596,0.9542292,0.9554386,0.95043766,0.9493613,0.9570259,0.95474344,0.9527398,0.9579943,0.952814,0.9552403,0.95297503,0.9535241,0.9585646,0.9521747,0.9544906,0.95523745,0.95015776,0.9577026,0.9581665,0.9529159,0.95197725,0.9555617,0.95434463,0.9540413,0.9495406,0.95498675,0.9521342,0.9532816,0.95477545,0.95057124,1.0000075,0.951466,0.9528908,0.9496355,0.9517849,0.95519865,0.9523895,0.95081186,0.9497144,0.9560368,0.9530356,0.9496957,0.9586983,0.95641726,0.95842326,0.9561981,0.95524216,0.95177376,0.9558697,0.95393604,0.9492895,0.95406324,0.9534024,0.95139587,0.95077854,0.9499065,0.95311725,0.9577536,0.95207846,0.9518695,0.9564979,0.95540905,0.9552184,0.95273054,0.9523695,0.95551723,0.95332795,0.951085,0.95373917,0.9544146,0.9510019,0.95500726,0.9570915,0.9572284,0.9528722,0.95585835,0.9551525,0.9583262,0.95287186,0.9533166,0.9524445,0.9538028,0.95398635,0.9527481,0.9552932
METAP1,0.9521644,0.9510826,0.95896125,0.95700234,0.9589202,0.95171714,0.9490782,0.9496192,0.9512332,0.951929,0.95481557,0.9502022,0.95646596,0.95818436,0.95346355,0.95560306,0.95074236,0.9560247,0.9563823,0.95237696,0.9498829,0.95460933,0.94956714,0.955646,0.9521675,0.9506056,0.9492954,0.9516851,0.95021504,0.95161915,0.949631,0.95019674,0.9471286,0.9492194,0.948576,0.9442926,0.95629156,0.95020896,0.9468535,0.9507196,0.95140064,0.94848263,0.9519116,0.95042527,0.955216,0.951466,1.0000025,0.95204043,0.94825095,0.9514133,0.9503082,0.9491223,0.9602324,0.9511419,0.9501727,0.9500531,0.95517313,0.9521494,0.949986,0.95082366,0.9513749,0.95074993,0.95227873,0.95092386,0.9496398,0.9605194,0.95115364,0.94784373,0.95678794,0.95759916,0.95522916,0.9534248,0.950036,0.9591265,0.9484951,0.9533586,0.95046717,0.95031554,0.95263267,0.9541805,0.9506254,0.9441669,0.95350754,0.9509111,0.9546803,0.95465034,0.949957,0.95082027,0.95048964,0.94931936,0.95123404,0.94813573,0.9506765,0.953598,0.9507573,0.9533836,0.94845563,0.9545404,0.9556882,0.9510528
MGA,0.95161057,0.95315135,0.95078087,0.9531694,0.95101386,0.9503498,0.95277095,0.94892,0.9541341,0.9523854,0.9489969,0.9525475,0.95597863,0.9521002,0.95106304,0.9506317,0.9516128,0.95462084,0.95443034,0.95374584,0.9526061,0.95568854,0.9482792,0.95404947,0.9503425,0.9540376,0.95177025,0.9502908,0.9526418,0.950906,0.9513664,0.9541849,0.9510159,0.95111006,0.9485402,0.9524007,0.9490357,0.9552548,0.9530704,0.95432085,0.94848764,0.9513924,0.95096,0.9513986,0.95045537,0.9528908,0.95204043,0.99999326,0.95451796,0.95262635,0.95045376,0.95283914,0.95151716,0.9533467,0.9491964,0.95343953,0.95049167,0.94885343,0.9519474,0.9530962,0.9530179,0.9557659,0.95381457,0.95196563,0.9517719,0.95172715,0.9549151,0.951909,0.95149076,0.95349187,0.9519376,0.95118743,0.9502107,0.9518735,0.95386535,0.9501399,0.9523319,0.9512188,0.9553057,0.95455337,0.95239705,0.948218,0.95011103,0.9504121,0.950454,0.95609343,0.9544373,0.95337754,0.95211357,0.95025444,0.9544863,0.9488055,0.9485505,0.95002276,0.9539313,0.95492536,0.94900054,0.9514985,0.95350254,0.9554923
MICA,0.9479653,0.9517362,0.94613224,0.9564452,0.9476331,0.9566734,0.9573372,0.95096797,0.95113415,0.9469975,0.94575197,0.9503016,0.95495164,0.9476687,0.9492528,0.94396293,0.9530034,0.9522688,0.9519468,0.94739014,0.9533473,0.95467156,0.94981337,0.949301,0.94927675,0.9539251,0.95451796,0.947833,0.95161086,0.94541216,0.9504355,0.9616765,0.9538462,0.95116216,0.95745677,0.9616797,0.94453543,0.9584813,0.95692396,0.95892483,0.9482893,0.95271635,0.95011806,0.9504051,0.9467154,0.9496355,0.94825095,0.95451796,0.9999937,0.95453465,0.94974536,0.9514942,0.94562155,0.9593421,0.9490613,0.9560452,0.9501623,0.9484526,0.9508316,0.9549906,0.9478338,0.95560306,0.95073295,0.9496706,0.9545732,0.9433725,0.9519969,0.9565605,0.94917005,0.946947,0.9469243,0.94930375,0.94984144,0.9439818,0.9587134,0.945626,0.95492315,0.95269054,0.9546123,0.9575131,0.950006,0.9527984,0.9567957,0.9491887,0.9484273,0.95378894,0.955492,0.95097554,0.94900835,0.9508717,0.9546698,0.9505862,0.946142,0.9451341,0.9533355,0.9475224,0.9509407,0.9497128,0.95351994,0.9524852
MOSMO,0.9484391,0.9527391,0.95274574,0.9574889,0.95390964,0.9540243,0.9523928,0.95367444,0.94982296,0.95431393,0.950983,0.9533682,0.95389146,0.95246494,0.95130897,0.95058435,0.9537735,0.9533377,0.95265216,0.9489074,0.94963,0.95207864,0.95467716,0.95446855,0.9547217,0.9550036,0.95342594,0.9515747,0.9508075,0.9512179,0.9511581,0.9566672,0.95388234,0.95066553,0.95294577,0.95154643,0.947562,0.9517949,0.9531933,0.94908506,0.95006883,0.95024693,0.9505147,0.9510819,0.9501836,0.9517849,0.9514133,0.95262635,0.95453465,1.0000113,0.95421994,0.95076996,0.9500211,0.9563868,0.9532474,0.95033437,0.9517719,0.9565743,0.9517442,0.9555865,0.9515696,0.94939286,0.95128393,0.9484192,0.9550793,0.949389,0.9548977,0.95374924,0.95422786,0.95259905,0.9498558,0.9499926,0.9542141,0.951385,0.9552641,0.95020014,0.9522919,0.953966,0.9540547,0.95228565,0.9533556,0.95066255,0.95743805,0.9486927,0.95042884,0.9563868,0.95093226,0.95491666,0.9514383,0.94946444,0.9550613,0.9502775,0.95323193,0.95210254,0.9526926,0.95511323,0.9498887,0.9471781,0.94988954,0.95548517
MT3,0.95256394,0.9543045,0.9510391,0.94992673,0.950346,0.9515194,0.953094,0.9529188,0.95034003,0.95362824,0.9513716,0.9534297,0.9500046,0.9515164,0.9494796,0.9533308,0.9531314,0.95047694,0.9503157,0.9514448,0.95214677,0.95134467,0.95565766,0.9508389,0.95186716,0.9534304,0.9526557,0.95524263,0.9519608,0.95339364,0.95405453,0.9514305,0.9553439,0.955191,0.9517225,0.9526273,0.95081526,0.9516993,0.95252573,0.9519391,0.950157,0.95226365,0.95248574,0.95420384,0.95019007,0.95519865,0.9503082,0.95045376,0.94974536,0.95421994,0.9999912,0.95172536,0.95135224,0.9550253,0.9527353,0.95204633,0.9500572,0.9547982,0.95410514,0.95275366,0.9552753,0.95249283,0.953337,0.95305467,0.9528616,0.94894725,0.9547829,0.95233,0.952774,0.9521185,0.9499475,0.9510715,0.9542092,0.9517188,0.95337313,0.9527723,0.9530921,0.95450926,0.95284414,0.9516433,0.95096815,0.9517308,0.95014995,0.9516876,0.95139104,0.95287913,0.9542943,0.9540727,0.9550957,0.95333964,0.9554474,0.9538751,0.9544225,0.9535657,0.95459676,0.954262,0.9545851,0.951895,0.95070857,0.9543379
NDST1,0.9510194,0.95208585,0.9495322,0.9511404,0.95041543,0.9509954,0.9531804,0.95169526,0.9517886,0.9516105,0.9498882,0.9542246,0.95055354,0.9501592,0.9506565,0.95053166,0.95221204,0.9505415,0.9505638,0.95159775,0.9522402,0.9513491,0.9529114,0.9500642,0.9501727,0.9502416,0.9542902,0.95274127,0.9547783,0.9513157,0.95311874,0.95105153,0.9531997,0.9525284,0.950163,0.95184064,0.95034003,0.9529231,0.95380205,0.95252293,0.9510286,0.95505357,0.9514741,0.95378834,0.9503632,0.9523895,0.9491223,0.95283914,0.9514942,0.95076996,0.95172536,1.0000093,0.9498656,0.9515029,0.956336,0.9549316,0.94933915,0.9504319,0.9525124,0.9522515,0.95288736,0.9525025,0.9510182,0.95295024,0.9550911,0.9492643,0.95187247,0.952266,0.95033795,0.950962,0.9502305,0.95118016,0.95329225,0.95042086,0.95208466,0.95207745,0.9524103,0.9520076,0.9511789,0.95152944,0.9533132,0.9519475,0.9510561,0.95115644,0.95181805,0.94961274,0.9504569,0.95294917,0.9530554,0.9555904,0.9523284,0.952096,0.9513664,0.95028234,0.9534022,0.9519085,0.95259047,0.95087314,0.9515827,0.9535092
NNAT,0.95324826,0.9504516,0.9607117,0.9536428,0.9622509,0.9505677,0.949608,0.94898635,0.9514961,0.9526006,0.96157336,0.94968647,0.95521015,0.9629703,0.9594155,0.95831054,0.9504576,0.95542794,0.9555726,0.95369685,0.95205,0.95450747,0.94908524,0.95735246,0.9508035,0.9498646,0.94912815,0.95244306,0.95088285,0.9530788,0.9505469,0.94513196,0.9485586,0.951548,0.9474999,0.9415399,0.9627793,0.9494757,0.9457329,0.95067316,0.9529817,0.9489245,0.95228004,0.9497945,0.95736665,0.95081186,0.9602324,0.95151716,0.94562155,0.9500211,0.95135224,0.9498656,0.9999889,0.9496488,0.95087314,0.9513051,0.9561486,0.9511651,0.9521709,0.9508995,0.95260525,0.9518581,0.95340794,0.95407414,0.94887173,0.9699754,0.95107204,0.94159865,0.956166,0.9595647,0.9604171,0.9559361,0.9501101,0.9616995,0.9483718,0.95534676,0.94950986,0.9501449,0.9515581,0.95144016,0.9494916,0.9429467,0.94953394,0.9557482,0.9576801,0.95226717,0.9512055,0.95076364,0.95103806,0.94943714,0.9504525,0.95010555,0.95116806,0.9552725,0.9497439,0.9523827,0.9517241,0.95499307,0.9550629,0.9500093
OPTN,0.9506249,0.9517625,0.9514209,0.95699763,0.94990194,0.95496327,0.95375293,0.9516183,0.955528,0.9513437,0.9505727,0.9504979,0.95557547,0.95277846,0.9520178,0.95053005,0.95171154,0.9506652,0.9559457,0.9501822,0.9474445,0.9500771,0.95065665,0.9478002,0.9511773,0.9523949,0.9520228,0.95080805,0.9522748,0.9486822,0.9527936,0.9577637,0.9535196,0.9509455,0.95352817,0.95235974,0.947007,0.9569177,0.9539614,0.95895976,0.9465236,0.95144284,0.9497998,0.9494162,0.9506285,0.9497144,0.9511419,0.9533467,0.9593421,0.9563868,0.9550253,0.9515029,0.9496488,1.000013,0.9504736,0.95326364,0.951913,0.94985694,0.9518927,0.9518728,0.95297205,0.95250285,0.9548365,0.9497837,0.9528412,0.94954556,0.9531885,0.9506743,0.9551266,0.9518745,0.95252347,0.9528914,0.94887704,0.95141625,0.95382583,0.9486087,0.95068645,0.95182717,0.95752996,0.95595956,0.9502628,0.9505777,0.9525068,0.9500063,0.9474347,0.9573927,0.95625204,0.9541186,0.9533538,0.9516393,0.9551783,0.95149875,0.9506818,0.9521694,0.95552725,0.95334464,0.9532792,0.95208865,0.9563777,0.95104086
ORM2,0.95250905,0.9536085,0.9520172,0.9511349,0.95059633,0.9539063,0.9514149,0.954247,0.9523966,0.9557339,0.95270085,0.9549739,0.9492165,0.9524248,0.949622,0.9530086,0.9538038,0.9493503,0.9517311,0.95317984,0.9537998,0.9506095,0.9552009,0.9515455,0.95285463,0.9506472,0.9555714,0.95458734,0.9552107,0.95318264,0.95532864,0.95060337,0.95273453,0.9553522,0.950444,0.95118433,0.9523692,0.95013595,0.9510089,0.94996333,0.95443135,0.9555001,0.95250636,0.9548371,0.95032966,0.9560368,0.9501727,0.9491964,0.9490613,0.9532474,0.9527353,0.956336,0.95087314,0.9504736,1.0000128,0.9538233,0.95002824,0.9546276,0.95321804,0.9538669,0.9550972,0.9533185,0.95168334,0.95357734,0.9550881,0.9497746,0.95286924,0.9528092,0.95073605,0.9517692,0.94989645,0.95280373,0.95632434,0.9521678,0.95171374,0.9550852,0.9528926,0.9544145,0.9519285,0.9495085,0.9554227,0.9530983,0.9507574,0.95256877,0.9534833,0.9505315,0.951768,0.9541922,0.9562857,0.9562236,0.9524157,0.9534493,0.9562964,0.9515406,0.95319366,0.9534696,0.9545046,0.9504847,0.951659,0.95234776
P3H3,0.9502597,0.9531296,0.94864976,0.95072156,0.95042056,0.9546082,0.95462406,0.95269626,0.9545686,0.9522244,0.9501579,0.95249265,0.9537188,0.9498776,0.9502701,0.950294,0.9537558,0.95178616,0.9537524,0.9521125,0.9551591,0.9527894,0.9516598,0.94930065,0.9486915,0.9528967,0.9547526,0.9535958,0.9534671,0.94900733,0.95466965,0.9544487,0.9515772,0.956182,0.9531497,0.95595944,0.9514629,0.9571845,0.95386606,0.9584715,0.9524031,0.95536184,0.95202994,0.95285606,0.95022374,0.9530356,0.9500531,0.95343953,0.9560452,0.95033437,0.95204633,0.9549316,0.9513051,0.95326364,0.9538233,0.9999982,0.95061016,0.94862974,0.9531652,0.9536297,0.95325136,0.9552474,0.954302,0.95384276,0.9556925,0.9487487,0.95345193,0.95131516,0.95140547,0.9502411,0.9506364,0.9542148,0.9528676,0.95154124,0.9539087,0.9505219,0.957192,0.9525003,0.95467573,0.95518017,0.9506583,0.9512464,0.9517571,0.95509434,0.9536178,0.9496668,0.95497346,0.95275605,0.95431674,0.9556507,0.95244575,0.9533142,0.9536889,0.9480548,0.95455813,0.94965786,0.95687497,0.95358104,0.95369023,0.9528847
PEX10,0.9505325,0.9499597,0.9542795,0.95396924,0.9554729,0.9508775,0.9514573,0.94923425,0.9501806,0.9506942,0.95703536,0.94982827,0.95681006,0.95420676,0.96099985,0.9512821,0.9499124,0.9539436,0.95462626,0.9498349,0.9512943,0.95090675,0.9488092,0.9542873,0.9498126,0.9518398,0.95086086,0.94840395,0.9507206,0.9515787,0.9489664,0.94895065,0.9467116,0.94947445,0.94991916,0.94702315,0.9519648,0.9513898,0.9506459,0.95205194,0.9498569,0.94918555,0.9506786,0.94956553,0.95462495,0.9496957,0.95517313,0.95049167,0.9501623,0.9517719,0.9500572,0.94933915,0.9561486,0.951913,0.95002824,0.95061016,1.00001,0.94848704,0.95050377,0.94905293,0.9503772,0.95084655,0.95406985,0.9501166,0.949561,0.95723784,0.95144063,0.94560593,0.95349157,0.9546285,0.95649207,0.9534175,0.9486579,0.952293,0.95008534,0.9503519,0.94947386,0.9485545,0.95021737,0.95288587,0.9494308,0.94585973,0.9522008,0.9521852,0.9502833,0.9531072,0.950112,0.9506159,0.94941294,0.9493039,0.95053065,0.9479354,0.9484258,0.953107,0.9495799,0.9502859,0.9492792,0.9514626,0.9547219,0.95178264
PIP,0.9515414,0.95196056,0.95654124,0.9510781,0.95312643,0.9541124,0.9495808,0.9553724,0.95117974,0.952915,0.95509934,0.9557841,0.94922656,0.9547043,0.950873,0.9543783,0.95332515,0.9499379,0.9535473,0.95278585,0.95026535,0.9505184,0.95633996,0.9523474,0.9557431,0.95249456,0.9515553,0.95730937,0.95072776,0.9523715,0.95370364,0.9508495,0.9605091,0.9523624,0.9561638,0.9507958,0.95549273,0.94867957,0.9503976,0.9454838,0.95693195,0.95110327,0.95083535,0.9500488,0.95186716,0.9586983,0.9521494,0.94885343,0.9484526,0.9565743,0.9547982,0.9504319,0.9511651,0.94985694,0.9546276,0.94862974,0.94848704,0.9999941,0.95493853,0.9581761,0.9550126,0.95160383,0.95199054,0.9523439,0.95327103,0.950937,0.9542339,0.9519204,0.95500875,0.9529016,0.94963425,0.95109284,0.9567194,0.955202,0.95048296,0.9537977,0.9531588,0.95663,0.9535119,0.9518102,0.954814,0.95311034,0.9555273,0.95172936,0.95546806,0.9548272,0.95044863,0.9587086,0.9555854,0.9510498,0.9567317,0.95838785,0.9576151,0.9543917,0.95113146,0.9577741,0.955747,0.9556947,0.95195085,0.9533003
POMK,0.954681,0.9555772,0.9527691,0.9492943,0.95040536,0.95305985,0.9507539,0.953987,0.95233977,0.9561882,0.95184934,0.95283717,0.949179,0.9512496,0.94823515,0.9532866,0.95370466,0.9497264,0.9488158,0.9546469,0.9536259,0.95087814,0.95337814,0.9568616,0.9557421,0.9546586,0.9551041,0.95549417,0.95271385,0.9539453,0.95329785,0.9498057,0.9525984,0.9559943,0.9518297,0.9521787,0.9523563,0.9528323,0.95560336,0.94814634,0.95285904,0.9515427,0.9528553,0.95532435,0.950577,0.95641726,0.949986,0.9519474,0.9508316,0.9517442,0.95410514,0.9525124,0.9521709,0.9518927,0.95321804,0.9531652,0.95050377,0.95493853,1.0000074,0.9562152,0.9552465,0.9534514,0.9515442,0.95472205,0.9547024,0.94886994,0.9550667,0.9530417,0.94913876,0.95158875,0.9498466,0.953061,0.95434135,0.951404,0.95299053,0.9556465,0.9548554,0.95633405,0.9513298,0.95234823,0.9536621,0.954236,0.9497806,0.95579916,0.9531324,0.9501413,0.954791,0.95394194,0.9546037,0.95286256,0.9565463,0.9548571,0.95542157,0.9524524,0.9537637,0.9539946,0.95289975,0.94973814,0.9491676,0.95626
POU2F3,0.9524535,0.95280814,0.9539145,0.95217264,0.9503767,0.9577406,0.95477676,0.95541286,0.95390075,0.952016,0.9515014,0.95242304,0.95048344,0.9528285,0.9485506,0.95097154,0.95709777,0.95087063,0.9516149,0.95561475,0.95524895,0.9525226,0.9555013,0.95479107,0.9550758,0.95405155,0.95372856,0.95628893,0.95074606,0.95100087,0.952363,0.95468366,0.9586792,0.9569035,0.9572748,0.95561016,0.9541024,0.9537021,0.9553038,0.9489986,0.95044696,0.95190495,0.9512798,0.95310366,0.9498123,0.95842326,0.95082366,0.9530962,0.9549906,0.9555865,0.95275366,0.9522515,0.9508995,0.9518728,0.9538669,0.9536297,0.94905293,0.9581761,0.9562152,0.99999934,0.95376116,0.95431125,0.95026505,0.95298076,0.9544089,0.94831574,0.9528657,0.9547438,0.95163,0.9510912,0.9482623,0.95172423,0.95649844,0.95170647,0.9549328,0.95280737,0.9564749,0.9532678,0.952996,0.9532253,0.9532117,0.9536514,0.95366615,0.95343393,0.9572186,0.95222807,0.9542391,0.9554188,0.9541467,0.9521218,0.95651317,0.9565807,0.95494246,0.9501087,0.9544473,0.951579,0.9539743,0.95229524,0.9517919,0.9556199
RAB30,0.9525399,0.95434093,0.95501196,0.9505231,0.9508195,0.9521733,0.95020103,0.9535836,0.95434666,0.9551314,0.953266,0.9556333,0.9489292,0.95337373,0.9495887,0.95613563,0.9541087,0.95262384,0.95422626,0.9562373,0.9526224,0.95126885,0.9562886,0.95213616,0.9524828,0.95334524,0.952199,0.9590591,0.95509094,0.95553,0.9563105,0.94850385,0.95380193,0.9571818,0.9493161,0.9494921,0.95395917,0.95157677,0.953463,0.9510443,0.9519767,0.9530481,0.95340234,0.9528268,0.9501741,0.9561981,0.9513749,0.9530179,0.9478338,0.9515696,0.9552753,0.95288736,0.95260525,0.95297205,0.9550972,0.95325136,0.9503772,0.9550126,0.9552465,0.95376116,0.99999696,0.9556593,0.9558809,0.95402163,0.9538672,0.95124257,0.9558218,0.95259106,0.9544259,0.95411026,0.9515728,0.9553589,0.95559895,0.9556194,0.95214,0.9574822,0.953048,0.95401126,0.9560369,0.9511234,0.9549374,0.95276666,0.94829744,0.95417184,0.9538034,0.9533636,0.95440227,0.95657843,0.95743895,0.95304924,0.95571595,0.9544311,0.95748955,0.9558245,0.9557369,0.95521575,0.9552056,0.9564614,0.95297813,0.9542557
RAMP1,0.9521784,0.9541482,0.95140004,0.95066524,0.94881123,0.9521357,0.9536817,0.9498835,0.9539134,0.9538177,0.95152044,0.9550288,0.9521785,0.95235,0.94961584,0.95351887,0.95405567,0.9518888,0.95169234,0.9562564,0.9539229,0.9543372,0.9526126,0.95199203,0.9507795,0.95715904,0.95334595,0.9534371,0.9538367,0.9536908,0.9531439,0.95092547,0.953457,0.9556985,0.95144784,0.95256066,0.95112354,0.95403916,0.9537328,0.9544592,0.9506849,0.95373297,0.95153296,0.95406824,0.95030314,0.95524216,0.95074993,0.9557659,0.95560306,0.94939286,0.95249283,0.9525025,0.9518581,0.95250285,0.9533185,0.9552474,0.95084655,0.95160383,0.9534514,0.95431125,0.9556593,1.0000081,0.9551283,0.9568544,0.95159745,0.95037717,0.95428824,0.9515411,0.950688,0.95142114,0.9494962,0.95419353,0.95173764,0.9516216,0.95457673,0.954599,0.9554421,0.9518177,0.9547828,0.95103115,0.9540284,0.9509817,0.9489612,0.95413566,0.9522692,0.9522988,0.9556364,0.95330787,0.9540391,0.95208704,0.95427763,0.9529678,0.9535405,0.95132697,0.9549393,0.9523538,0.9522546,0.9570407,0.9529103,0.95492625
RASD2,0.9516815,0.95435846,0.9535892,0.95367897,0.9522785,0.95232403,0.95099634,0.9517876,0.95432043,0.9532727,0.9526504,0.9524872,0.9557854,0.953626,0.9530556,0.955568,0.9521982,0.9534241,0.95473206,0.95318794,0.95190364,0.9507653,0.9509045,0.95167184,0.9516884,0.95290744,0.9522327,0.95391226,0.9540098,0.95328635,0.9532024,0.95071185,0.9513086,0.95205754,0.95234567,0.94996315,0.95202845,0.95409167,0.951585,0.9557627,0.9517951,0.9508519,0.95149165,0.9517857,0.9503328,0.95177376,0.95227873,0.95381457,0.95073295,0.95128393,0.953337,0.9510182,0.95340794,0.9548365,0.95168334,0.954302,0.95406985,0.95199054,0.9515442,0.95026505,0.9558809,0.9551283,1.0000113,0.9535135,0.9518194,0.9532749,0.9532537,0.94898003,0.95498335,0.9545462,0.95431197,0.95506954,0.9506341,0.9534485,0.9513628,0.9532447,0.951635,0.9520856,0.9540956,0.9537887,0.952851,0.9495681,0.95123667,0.95381486,0.95258296,0.95482403,0.9541881,0.953015,0.9520681,0.95102906,0.9524076,0.9512849,0.9526772,0.95494723,0.9530474,0.9540644,0.9528611,0.9569208,0.95607543,0.9526004
RBMS1,0.953333,0.9534332,0.95246494,0.94693714,0.9496616,0.94982976,0.9497571,0.9493776,0.9520736,0.95156515,0.95173734,0.9538977,0.9509592,0.95304036,0.94914454,0.95302427,0.95156306,0.9541955,0.9535433,0.9585699,0.95458335,0.9551649,0.95201653,0.95312613,0.95114994,0.952823,0.95287526,0.95375526,0.95318455,0.95665556,0.95337546,0.9511325,0.95187485,0.9542752,0.9496578,0.9500094,0.95495576,0.95167077,0.94917166,0.95347387,0.95165664,0.9524018,0.9522749,0.95374024,0.95040786,0.9558697,0.95092386,0.95196563,0.9496706,0.9484192,0.95305467,0.95295024,0.95407414,0.9497837,0.95357734,0.95384276,0.9501166,0.9523439,0.95472205,0.95298076,0.95402163,0.9568544,0.9535135,1.00001,0.95175266,0.95195633,0.9547465,0.9505498,0.9510805,0.9532505,0.9519901,0.95643336,0.95084447,0.95396584,0.95269835,0.9566437,0.9535777,0.95127034,0.9535194,0.9525988,0.9523604,0.9519009,0.9495481,0.953595,0.9554083,0.9519106,0.9549621,0.9522598,0.95184666,0.9529741,0.95197636,0.95278996,0.9536947,0.9534501,0.9522543,0.9514586,0.9518714,0.9591658,0.9532373,0.9513249
