,ATF7IP2,ATP10D,ATP6V1E2,BACH2,BBS10,BEND3,BRD7,BTLA,C10orf105,C11orf1,CA1,CCPG1,CD8A,CDK10,CLIC5,CREBZF,CYB5R1,DMRT1,DYRK4,EFHD1,EHF,EHMT1,EML5,FAM208A,FAM229B,GALT,GLI3,HES5,HIST1H4I,HLA-DQA2,HSPA4,HSPH1,IL17F,KDELR2,KLF13,KLHL29,KLRG1,KRTCAP2,LBHD1,LCMT2,LRP6,LRRC37A3,LYST,MAP3K9,MAPK8,MEFV,METAP1,MGA,MICA,MOSMO,MT3,NDST1,NNAT,OPTN,ORM2,P3H3,PEX10,PIP,POMK,POU2F3,RAB30,RAMP1,RASD2,RBMS1,RCBTB1,RPS6KA1,S100P,SAMHD1,SFMBT2,SFN,SFXN4,SH3KBP1,SIT1,SLC25A33,SLC25A53,SLC38A7,SPATA2,SUMF1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TTC39B,TWIST1,VAMP2,ZDHHC5,ZFP14,ZGLP1,ZNF10,ZNF235,ZNF285,ZNF473,ZNF534,ZNF583,ZNF687,ZNF880
RCBTB1,0.95044816,0.95463294,0.95050585,0.9538107,0.95040846,0.9546802,0.9525171,0.9542812,0.9525873,0.95360106,0.94962984,0.9552506,0.9507781,0.950735,0.94978464,0.9508977,0.95355266,0.94956446,0.9513747,0.95131814,0.9546307,0.9521334,0.9539657,0.9512218,0.95231116,0.95036733,0.9558348,0.9554403,0.95372576,0.9514513,0.95526975,0.95389116,0.95343447,0.9550585,0.95311743,0.95362175,0.9496965,0.9542826,0.9551249,0.9513781,0.95217955,0.9526116,0.953781,0.95402765,0.94932646,0.9539229,0.9496349,0.9519636,0.95457256,0.95506155,0.9529629,0.9550748,0.948876,0.95283484,0.95507014,0.9556932,0.94954556,0.9532713,0.95468956,0.95449865,0.95394456,0.95177275,0.9518028,0.9517477,0.99998724,0.94865507,0.95520186,0.9538804,0.95261675,0.95076966,0.9493307,0.95192766,0.956035,0.9496671,0.95186967,0.95248336,0.9543517,0.9534129,0.9519961,0.95193493,0.9545709,0.9526716,0.9530597,0.9510731,0.9529808,0.9517273,0.95295346,0.9559439,0.95530283,0.9560423,0.95335126,0.95391035,0.95367855,0.9499421,0.95386636,0.95120156,0.95410657,0.948213,0.9524852,0.9545011
RPS6KA1,0.9529461,0.94975954,0.96115917,0.954919,0.9636809,0.949341,0.9486159,0.94903845,0.9500675,0.95060444,0.9641298,0.9498099,0.95534533,0.96366465,0.96526396,0.959098,0.95021635,0.9555289,0.9565038,0.9532137,0.9501355,0.9543124,0.9496937,0.95412517,0.9509047,0.94919336,0.94831735,0.95160383,0.95068824,0.9526691,0.9495974,0.94226104,0.9461176,0.94894814,0.94767225,0.9379934,0.9622982,0.9490113,0.94527674,0.95046955,0.9510149,0.9483831,0.95179456,0.948425,0.959231,0.9492907,0.9605305,0.95174396,0.9433859,0.94938624,0.94905907,0.9492629,0.9699955,0.9495539,0.9497717,0.94876415,0.9572219,0.9509517,0.9488715,0.9483252,0.9513431,0.9502683,0.9532733,0.9519662,0.94865507,1.0000044,0.94964516,0.93727,0.95908993,0.959109,0.9633204,0.9541166,0.948401,0.9641022,0.9449467,0.953807,0.9473943,0.9484523,0.9517546,0.9512384,0.9499191,0.93931216,0.95046234,0.95449424,0.95495147,0.9530248,0.9504608,0.95082736,0.9498957,0.94874567,0.9490562,0.94788456,0.9503033,0.9575967,0.9485904,0.95121604,0.9487264,0.95652145,0.9567132,0.9497193
S100P,0.9517587,0.9574517,0.9514332,0.95260453,0.95080596,0.9513792,0.9513789,0.95179707,0.95277643,0.95567703,0.95018804,0.95564705,0.95267326,0.9527574,0.94941896,0.9538474,0.9522597,0.9561,0.9539665,0.95277727,0.95325685,0.95447075,0.9517118,0.9555888,0.9497446,0.9569852,0.95329195,0.9515859,0.95308554,0.9531369,0.9532136,0.9525579,0.9519912,0.95344496,0.94726944,0.95233285,0.94956094,0.95225817,0.95319915,0.95194817,0.94960093,0.9522722,0.95333123,0.9538997,0.94893765,0.95434546,0.9511621,0.9549308,0.95201004,0.95489395,0.95509785,0.95206076,0.95097506,0.95319575,0.95296013,0.95346653,0.95132446,0.9542475,0.955255,0.952968,0.956018,0.9541803,0.9532509,0.9548488,0.95520186,0.94964516,1.0000001,0.95301425,0.9537183,0.9547372,0.9506208,0.95241386,0.9552326,0.9515777,0.9562665,0.9541698,0.9528989,0.95444584,0.9550465,0.9525877,0.95455354,0.9520028,0.9489195,0.95154715,0.95088625,0.9568499,0.95301837,0.9533343,0.95328784,0.9530257,0.95404434,0.9506276,0.95157135,0.95091826,0.95531696,0.9563203,0.95039374,0.9511847,0.95153797,0.9555906
SAMHD1,0.9508838,0.9533673,0.9476911,0.9494748,0.9441505,0.9533046,0.9513423,0.95452493,0.95197284,0.9518866,0.9432722,0.95473576,0.9461688,0.9457524,0.9411083,0.94809467,0.9524914,0.94961715,0.9481775,0.95150405,0.95435166,0.9509627,0.9526269,0.9516419,0.95345324,0.9512796,0.95264065,0.95167655,0.9514527,0.9504523,0.9516399,0.95865536,0.95565045,0.95196724,0.9527233,0.9590983,0.94600815,0.9517761,0.95497316,0.9479815,0.9515031,0.952544,0.9523789,0.9532919,0.94490474,0.95340323,0.9477562,0.9519248,0.9565747,0.95374507,0.952249,0.95226324,0.9416148,0.95068175,0.9528052,0.95132995,0.9457153,0.9519346,0.95304275,0.9547524,0.9524976,0.95165014,0.94897676,0.950558,0.9538804,0.93727,0.95301425,0.9999949,0.94770294,0.947646,0.943361,0.9499436,0.9549899,0.94499147,0.95486736,0.95174277,0.9556062,0.9542549,0.9516549,0.94993865,0.95264494,0.9603582,0.95246243,0.94880974,0.95082617,0.94977194,0.9518269,0.9539432,0.95206267,0.95224905,0.95368314,0.9533233,0.951238,0.9481478,0.9536986,0.95125854,0.9533708,0.94731677,0.94775355,0.95356154
SFMBT2,0.9500962,0.9509268,0.9567836,0.9590158,0.9568561,0.9523663,0.9507138,0.95129496,0.95414037,0.95112115,0.95555025,0.9531798,0.9557939,0.9583814,0.95516264,0.95703274,0.95148855,0.9548507,0.9607986,0.9526786,0.94909835,0.9538183,0.9521828,0.95171463,0.9510379,0.9516186,0.9491832,0.95457804,0.9540229,0.9524533,0.95136786,0.9510166,0.9505059,0.95056885,0.9518552,0.9445689,0.95534307,0.9523956,0.94930524,0.9525044,0.95221597,0.94952714,0.95070195,0.94933635,0.95311284,0.95138955,0.95678914,0.95149946,0.9491772,0.9542173,0.9527752,0.9503289,0.9561763,0.95512664,0.95072526,0.95141333,0.95348275,0.9550154,0.949133,0.9516317,0.9544147,0.95068175,0.954973,0.9510823,0.95261675,0.95908993,0.9537183,0.94770294,0.99999535,0.95816875,0.956229,0.9544984,0.9498021,0.9587842,0.95009863,0.9506299,0.9488861,0.9516394,0.9564756,0.9555918,0.9512865,0.9465946,0.95295227,0.951935,0.95184475,0.9577844,0.9539135,0.9526913,0.95440394,0.9512302,0.95247865,0.95242953,0.952034,0.9556695,0.9519752,0.9541548,0.952196,0.9560056,0.95653576,0.9509125
SFN,0.9519203,0.95224,0.9583283,0.9544889,0.9547122,0.9497896,0.9500015,0.9498857,0.95194566,0.9551054,0.9555106,0.9526822,0.95489883,0.9583305,0.9533965,0.9565379,0.9519434,0.95747495,0.95815635,0.9527558,0.95015836,0.9546651,0.94938195,0.9573565,0.951299,0.952709,0.9496155,0.9512759,0.95176893,0.9559866,0.9507484,0.9488917,0.94839346,0.9501196,0.9463247,0.9444708,0.95508707,0.9498965,0.94864416,0.9509129,0.95070684,0.9500994,0.9513328,0.95166886,0.95409185,0.95077896,0.9576087,0.95350754,0.9469599,0.9525952,0.9522307,0.9509592,0.9594682,0.95188206,0.9517649,0.9502551,0.954513,0.95291495,0.9515897,0.9510995,0.9542115,0.95131195,0.9545431,0.95325947,0.95076966,0.959109,0.9547372,0.947646,0.95816875,1.0000116,0.955768,0.95294243,0.9509945,0.9592023,0.95189595,0.95443416,0.94893795,0.9520083,0.9533587,0.9531416,0.9513845,0.94665784,0.9492054,0.95116043,0.95274025,0.95711565,0.95058346,0.95382124,0.95134395,0.9492507,0.9536955,0.94816893,0.95107013,0.9551032,0.9518168,0.95741326,0.9485641,0.955785,0.9522287,0.9543829
SFXN4,0.9515236,0.9533846,0.95546395,0.9547362,0.9575448,0.9505433,0.9506779,0.94871956,0.9539077,0.9515731,0.9596308,0.95071465,0.9550611,0.9575777,0.9615517,0.95565957,0.95095265,0.95376205,0.95849085,0.9520001,0.95049655,0.95118874,0.9496161,0.9529277,0.94964355,0.94955975,0.9499173,0.9520567,0.95107824,0.95251334,0.950969,0.94760746,0.9473266,0.9493183,0.94797766,0.9448145,0.95669913,0.95153266,0.94717646,0.9535711,0.95289654,0.9490009,0.9514024,0.94995236,0.9545853,0.94991285,0.9552431,0.95195884,0.9469437,0.9498584,0.95006174,0.9502338,0.9605539,0.9525369,0.9498987,0.9506569,0.9564963,0.94965404,0.94985354,0.9482771,0.951572,0.9495023,0.9543145,0.9520043,0.9493307,0.9633204,0.9506208,0.943361,0.956229,0.955768,1.0000093,0.9539794,0.9482028,0.9566978,0.9473311,0.9529955,0.9483943,0.94892037,0.95369524,0.9539012,0.9508649,0.9449586,0.95173776,0.95363533,0.9536781,0.95327616,0.9515104,0.94972026,0.95057225,0.9505571,0.9497674,0.9506151,0.9509165,0.956237,0.9497794,0.9524294,0.950431,0.9551872,0.9561448,0.9493854
SH3KBP1,0.9540263,0.95534325,0.95516354,0.950289,0.9536173,0.9545691,0.9505653,0.95255625,0.9566058,0.95605296,0.95335126,0.95085824,0.9547884,0.9552436,0.9512935,0.9552595,0.9517097,0.9520149,0.95455754,0.9585717,0.9544426,0.9533481,0.9498123,0.9539436,0.95522237,0.9509632,0.9533119,0.95646846,0.9537101,0.9546007,0.9527639,0.95135796,0.94854724,0.9542226,0.9518485,0.9486117,0.9580917,0.95342857,0.94986606,0.9563333,0.95473707,0.9496002,0.95140654,0.95389795,0.9509922,0.9531148,0.95343006,0.9512931,0.9493146,0.94998604,0.9510774,0.9511746,0.9559499,0.9528954,0.9527966,0.954226,0.95341235,0.9511041,0.9530587,0.95172995,0.9553526,0.95419097,0.9550633,0.9564386,0.95192766,0.9541166,0.95241386,0.9499436,0.9544984,0.95294243,0.9539794,0.9999932,0.9512912,0.95577693,0.94902724,0.95619226,0.9523394,0.95161915,0.95688784,0.95537627,0.9513855,0.9500864,0.94965845,0.9548724,0.95665586,0.95009464,0.9567512,0.9523179,0.95544076,0.9520384,0.95162344,0.95185775,0.95424044,0.9537765,0.9520762,0.9527665,0.9551276,0.9551119,0.9560467,0.95238006
SIT1,0.95109683,0.95362055,0.95203686,0.94848704,0.9507762,0.95502746,0.9510917,0.9567563,0.9511506,0.9550048,0.95143723,0.95591354,0.94821465,0.95102584,0.9491889,0.9517828,0.954052,0.9495742,0.9509245,0.9539051,0.9538115,0.9501436,0.9578384,0.9512681,0.95494354,0.9510695,0.95595604,0.95638394,0.9540732,0.95385545,0.9551845,0.9513361,0.955211,0.95610666,0.9532251,0.95329124,0.95175064,0.9493082,0.95307726,0.9465432,0.953783,0.9536581,0.9528587,0.95532566,0.9502986,0.9577517,0.95004296,0.95013005,0.9498533,0.95420814,0.95421755,0.95328784,0.9501258,0.948883,0.9563179,0.9528807,0.94865376,0.95673084,0.95433986,0.9565049,0.95569044,0.95164263,0.9506295,0.95075744,0.956035,0.948401,0.9552326,0.9549899,0.9498021,0.9509945,0.9482028,0.9512912,0.99999976,0.9512772,0.9538276,0.9554353,0.9555919,0.95648694,0.9509033,0.9483632,0.95638746,0.9540086,0.950474,0.95044875,0.95370936,0.9503931,0.9520522,0.95708644,0.9554301,0.95492053,0.9552218,0.95646715,0.9567725,0.95125973,0.9550236,0.95219684,0.95418155,0.94805866,0.950298,0.95508826
SLC25A33,0.95295215,0.9521007,0.96140057,0.95178366,0.95714784,0.95196027,0.94791204,0.95114243,0.9524804,0.9525193,0.95667076,0.952446,0.9536976,0.96094674,0.9546068,0.9600037,0.95129305,0.9542477,0.9581361,0.9545407,0.95052725,0.95481133,0.9515785,0.95352846,0.95253336,0.9505558,0.94832414,0.9542718,0.95188624,0.95549387,0.95261824,0.9472335,0.94961566,0.9520993,0.9496339,0.94078946,0.96161944,0.94936085,0.946639,0.95189273,0.9538127,0.9495466,0.9518989,0.951061,0.95543504,0.9520864,0.95914185,0.95189637,0.9440032,0.9513886,0.95173216,0.9504255,0.96172315,0.9514306,0.9521706,0.95156294,0.9522982,0.9552227,0.9514121,0.9517224,0.95562065,0.95162916,0.95345277,0.95398146,0.9496671,0.9641022,0.9515777,0.94499147,0.9587842,0.9592023,0.9566978,0.95577693,0.9512772,1.0000086,0.94881934,0.9566737,0.9501653,0.9515848,0.95324916,0.9518514,0.9506167,0.9447825,0.9495366,0.9535986,0.9567251,0.95354307,0.9531351,0.9531965,0.9536703,0.95044494,0.9515871,0.95328736,0.9547838,0.95683795,0.95016986,0.9529751,0.9526334,0.95898366,0.954941,0.9504961
SLC25A53,0.95168984,0.95249176,0.9467571,0.95134574,0.948868,0.95206803,0.95388794,0.9521063,0.9523447,0.95279586,0.949271,0.9518528,0.9512732,0.95022875,0.9491377,0.9498407,0.95126635,0.95191854,0.95026773,0.9477725,0.95253277,0.95385677,0.95161164,0.95359254,0.9487456,0.9567328,0.9529655,0.9491953,0.9507134,0.95114577,0.9517079,0.9515127,0.954649,0.9530432,0.9505906,0.9548683,0.94616497,0.9521919,0.9571884,0.9534491,0.9454557,0.95369124,0.9499607,0.95419073,0.9498772,0.95187426,0.9485081,0.9538846,0.95873034,0.95526385,0.95339096,0.9520862,0.94839364,0.9538373,0.9517136,0.9539273,0.95008683,0.95050114,0.9529953,0.95494473,0.95214546,0.95458084,0.951364,0.9527109,0.95186967,0.9449467,0.9562665,0.95486736,0.95009863,0.95189595,0.9473311,0.94902724,0.9538276,0.94881934,0.9999998,0.95164967,0.95357573,0.9570809,0.9526325,0.9511259,0.950211,0.9529925,0.95052046,0.9511333,0.9502314,0.9529083,0.95112437,0.95283854,0.95024985,0.9513527,0.9572025,0.9503153,0.94869334,0.94832265,0.9548021,0.95443195,0.9511064,0.9483418,0.94791293,0.9561262
SLC38A7,0.9555326,0.9552217,0.95572746,0.9490228,0.9526669,0.9517997,0.9493733,0.9524783,0.95418864,0.95686495,0.95452523,0.95428693,0.949835,0.9547703,0.9492703,0.95762444,0.95315903,0.9524029,0.9518425,0.9589273,0.95438766,0.9521616,0.9544375,0.95593566,0.95438766,0.9539098,0.9532929,0.9578017,0.9529779,0.9573597,0.9548633,0.94741,0.951233,0.95566934,0.9493396,0.9486597,0.9564514,0.95022833,0.9493985,0.94887626,0.9545195,0.9505868,0.95356005,0.95498395,0.9508702,0.95648944,0.953359,0.95005375,0.9456318,0.9501884,0.95287734,0.9520668,0.95535547,0.94860834,0.9550728,0.9505287,0.9503416,0.95380324,0.95563877,0.9529015,0.9574692,0.9545914,0.9532337,0.9566432,0.95248336,0.953807,0.9541698,0.95174277,0.9506299,0.95443416,0.9529955,0.95619226,0.9554353,0.9566737,0.95164967,0.9999968,0.9549235,0.9541961,0.9518327,0.94972897,0.9546653,0.9520049,0.9473296,0.9543239,0.9587198,0.9496338,0.9538044,0.9554143,0.95334464,0.95221543,0.95266616,0.95358664,0.9556901,0.95506793,0.95397127,0.954201,0.95236015,0.9551929,0.95088196,0.9543239
SPATA2,0.9519601,0.9540293,0.9494368,0.9486174,0.9507935,0.9537302,0.9534846,0.95429385,0.9549861,0.95167404,0.9496864,0.95483416,0.9507355,0.9511114,0.9476963,0.9501525,0.9531943,0.95196736,0.95109177,0.95499337,0.9578954,0.95340997,0.9550539,0.95256376,0.9521573,0.9540845,0.95685345,0.95219433,0.95153254,0.95156264,0.95289886,0.95423937,0.9548572,0.957606,0.9556945,0.9568576,0.95199287,0.9551623,0.9533466,0.952953,0.95309466,0.95499504,0.9532145,0.95375234,0.9489694,0.9554005,0.9503675,0.95243233,0.95492756,0.95227915,0.9529965,0.9523989,0.9496263,0.95068526,0.9528795,0.95719767,0.94957113,0.9531643,0.95474476,0.9565687,0.95294,0.9554436,0.95162326,0.95367086,0.9543517,0.9473943,0.9528989,0.9556062,0.9488861,0.94893795,0.9483943,0.9523394,0.9555919,0.9501653,0.95357573,0.9549235,0.999987,0.9533659,0.95462257,0.9519262,0.9544021,0.9540421,0.950127,0.95249504,0.9523607,0.9492957,0.9548886,0.9535424,0.9531799,0.95371264,0.95310295,0.95663965,0.95409846,0.94950765,0.95452446,0.9481955,0.9549409,0.9524298,0.95063853,0.9568737
SUMF1,0.952798,0.9526238,0.95141053,0.95169514,0.9519427,0.95466185,0.95160496,0.9545862,0.95093846,0.9561352,0.95150423,0.95425576,0.9490896,0.95100605,0.9498347,0.9535628,0.9525303,0.9490764,0.9503634,0.9511696,0.9525507,0.9509918,0.95412076,0.9527758,0.9538953,0.9540706,0.9529967,0.9522626,0.95186335,0.95248675,0.954413,0.9498419,0.95476615,0.9545444,0.9521701,0.952547,0.9508203,0.95188797,0.95486397,0.9485565,0.9556488,0.9516677,0.9508408,0.95334524,0.9506047,0.9552087,0.9503138,0.95131713,0.95269394,0.9539515,0.954313,0.95199424,0.95026237,0.951824,0.95439965,0.95250434,0.9486518,0.9566341,0.95632464,0.9531725,0.9539041,0.951913,0.9520719,0.95126826,0.9534129,0.9484523,0.95444584,0.9542549,0.9516394,0.9520083,0.94892037,0.95161915,0.95648694,0.9515848,0.9570809,0.9541961,0.9533659,0.99999624,0.95345026,0.94827646,0.9510529,0.95502055,0.95130646,0.9518975,0.9537832,0.95036834,0.9513509,0.9561514,0.9552709,0.9527228,0.95475185,0.9540223,0.95397395,0.9515596,0.9549498,0.9537541,0.95411557,0.94813335,0.9503753,0.95383793
THYN1,0.9528378,0.9538,0.9527542,0.9547306,0.95248,0.95337915,0.9516694,0.950585,0.95817477,0.955001,0.9518046,0.953861,0.95497906,0.9548148,0.95122373,0.9544695,0.9510906,0.954646,0.95814264,0.95440394,0.95197725,0.9538298,0.95227855,0.95228076,0.9527434,0.953623,0.952526,0.9528316,0.95295966,0.9525195,0.9520167,0.9565972,0.9513091,0.95396423,0.95142215,0.95217234,0.9510478,0.95422125,0.9508077,0.9562187,0.95372784,0.9514124,0.9515351,0.9497638,0.95006114,0.95272887,0.9526391,0.955319,0.95462334,0.95404875,0.9529568,0.9511739,0.95156664,0.9575352,0.95192224,0.954688,0.9501013,0.9535234,0.9513284,0.95300233,0.9561384,0.95467496,0.9540906,0.95363295,0.9519961,0.9517546,0.9550465,0.9516549,0.9564756,0.9533587,0.95369524,0.95688784,0.9509033,0.95324916,0.9526325,0.9518327,0.95462257,0.95345026,0.99998826,0.9577771,0.9537798,0.9495026,0.9508767,0.9516256,0.9521537,0.95585275,0.9564123,0.95269084,0.95471036,0.9514245,0.9558153,0.95390326,0.9537244,0.95438874,0.95520663,0.95358896,0.95404506,0.953859,0.95552474,0.95416236
TMEM229B,0.9492019,0.95285237,0.95231533,0.95448315,0.9524965,0.95389795,0.9519618,0.95097685,0.954476,0.9512478,0.9512281,0.9494284,0.95864403,0.9529394,0.95000476,0.952826,0.9506859,0.95454514,0.9573208,0.9521031,0.9529347,0.95358586,0.94924843,0.95264786,0.9505811,0.95023656,0.9526104,0.9529925,0.95338345,0.9490814,0.9500221,0.9640722,0.9499905,0.94965297,0.9537444,0.9531921,0.95316625,0.9560434,0.95140934,0.9576309,0.9517642,0.9501589,0.95106,0.950098,0.9493201,0.9523674,0.9541862,0.9545661,0.9575237,0.9522793,0.9517554,0.95152444,0.951455,0.9559645,0.94950265,0.9551922,0.95288146,0.95182174,0.95234656,0.9532311,0.95111966,0.9510294,0.953783,0.9526048,0.95193493,0.9512384,0.9525877,0.94993865,0.9555918,0.9531416,0.9539012,0.95537627,0.9483632,0.9518514,0.9511259,0.94972897,0.9519262,0.94827646,0.9577771,1.0000033,0.9496132,0.9486275,0.95304924,0.952322,0.95198756,0.955175,0.95648956,0.95124984,0.9515928,0.9509302,0.95313966,0.9501462,0.95124054,0.9509179,0.95051795,0.9521876,0.95238274,0.95495903,0.95675117,0.951887
TMEM25,0.9526984,0.9537302,0.95306027,0.9509409,0.95116293,0.9514182,0.95078284,0.9531532,0.95329684,0.9524514,0.95106846,0.9551705,0.94969666,0.9503341,0.94975924,0.95215774,0.9530429,0.95122176,0.9517852,0.9554143,0.95346737,0.9495102,0.95606256,0.9514532,0.953345,0.9525431,0.9564828,0.95458174,0.95292825,0.9538093,0.9552016,0.9512602,0.95417726,0.9535541,0.95465416,0.95143116,0.9514082,0.95193094,0.95168895,0.94947886,0.95210624,0.9521213,0.95181835,0.9531808,0.95000136,0.9555056,0.9506217,0.9524002,0.95000637,0.95333946,0.951175,0.9532985,0.9493819,0.95025766,0.9554064,0.95066047,0.9493016,0.9548153,0.95365024,0.95330215,0.95502704,0.95390767,0.95283604,0.9524507,0.9545709,0.9499191,0.95455354,0.95264494,0.9512865,0.9513845,0.9508649,0.9513855,0.95638746,0.9506167,0.950211,0.9546653,0.9544021,0.9510529,0.9537798,0.9496132,0.999987,0.95303214,0.952607,0.9518989,0.952411,0.9513674,0.9514609,0.9557216,0.95512754,0.95350933,0.95325166,0.9544698,0.9545517,0.9540834,0.95410377,0.95286,0.95177156,0.951797,0.95073545,0.95468163
TP53,0.95147,0.9524318,0.94771516,0.94719315,0.9436958,0.9517205,0.95203525,0.9532989,0.9515902,0.9520096,0.94889873,0.9521909,0.94197345,0.94522226,0.94355214,0.9494846,0.95285505,0.9463436,0.946307,0.95103025,0.95190424,0.94722223,0.9549356,0.9488507,0.95293313,0.9508123,0.95245266,0.95339435,0.95130026,0.95083606,0.9534286,0.95224226,0.9564382,0.95313793,0.9547157,0.9616596,0.9477538,0.9500056,0.9541168,0.9480646,0.95120645,0.952394,0.95123386,0.9523492,0.94873655,0.95332277,0.9441703,0.9482278,0.9528059,0.9506527,0.9517501,0.95193833,0.9429587,0.95057935,0.95308805,0.9512549,0.94585055,0.9531181,0.9542306,0.9536537,0.952774,0.95097595,0.94955933,0.95190346,0.9526716,0.93931216,0.9520028,0.9603582,0.9465946,0.94665784,0.9449586,0.9500864,0.9540086,0.9447825,0.9529925,0.9520049,0.9540421,0.95502055,0.9495026,0.9486275,0.95303214,0.9999913,0.9505207,0.9509498,0.9510981,0.9487106,0.9509579,0.95188266,0.9518037,0.95307225,0.953035,0.9583637,0.9537107,0.94971013,0.95137745,0.9507775,0.95369667,0.9483467,0.9467895,0.95185965
TRIT1,0.95007455,0.950772,0.9516593,0.95764077,0.95487756,0.9566148,0.95273185,0.95373636,0.9500687,0.94744354,0.9513631,0.9492811,0.9533539,0.9514013,0.9544772,0.94962245,0.9543978,0.95153445,0.9528319,0.94866276,0.9522345,0.95169246,0.95277274,0.9504351,0.9537566,0.94995695,0.95273596,0.95206344,0.9491723,0.9477041,0.9500804,0.9545657,0.95434225,0.94908315,0.9587762,0.95333636,0.95168424,0.9542624,0.9516547,0.9530518,0.9542114,0.9498175,0.9517564,0.9492495,0.9515308,0.95108336,0.95351374,0.95012426,0.9568064,0.9574314,0.95015514,0.9510514,0.94954896,0.95251197,0.9507512,0.95176965,0.9521968,0.9555383,0.9497793,0.9536723,0.94829005,0.9489598,0.9512317,0.9495548,0.9530597,0.95046234,0.9489195,0.95246243,0.95295227,0.9492054,0.95173776,0.94965845,0.950474,0.9495366,0.95052046,0.9473296,0.950127,0.95130646,0.9508767,0.95304924,0.952607,0.9505207,1.000007,0.95054543,0.9527652,0.95244086,0.95033514,0.9517386,0.9500126,0.95033723,0.9503855,0.95187235,0.949996,0.9503405,0.94915295,0.9513918,0.95185244,0.9505962,0.9547164,0.9497682
TRMT10A,0.9541005,0.9523307,0.9530686,0.95060605,0.95156157,0.9517432,0.9517199,0.95073247,0.9525169,0.9525393,0.9542959,0.9508965,0.9529572,0.9532254,0.9544841,0.9534393,0.95346713,0.95059335,0.95148647,0.95470333,0.9532991,0.9530413,0.9509083,0.9522556,0.95043737,0.9518933,0.9515086,0.95483965,0.952864,0.9508971,0.95328605,0.94829464,0.9514981,0.9538077,0.9515453,0.9505723,0.9558199,0.95295537,0.95138454,0.9525547,0.95316726,0.9525333,0.9513525,0.9520971,0.9515189,0.95381963,0.9509058,0.95041394,0.9491886,0.9486756,0.95177567,0.9511398,0.9557512,0.9499998,0.95245534,0.9550009,0.9521692,0.9517297,0.9556922,0.9535217,0.95424795,0.95412225,0.95379794,0.9537769,0.9510731,0.95449424,0.95154715,0.94880974,0.951935,0.95116043,0.95363533,0.9548724,0.95044875,0.9535986,0.9511333,0.9543239,0.95249504,0.9518975,0.9516256,0.952322,0.9518989,0.9509498,0.95054543,0.9999894,0.9551893,0.9494668,0.9546374,0.95230615,0.95293736,0.9518337,0.9511303,0.9542997,0.9533328,0.95271516,0.9501667,0.9508604,0.95278513,0.95470154,0.95397335,0.95298827
TRPM2,0.95344913,0.95458484,0.9563404,0.94934833,0.95365804,0.9561196,0.9510849,0.95396346,0.95392984,0.95464677,0.9532812,0.9524534,0.9519534,0.9540983,0.95010126,0.95561886,0.95224994,0.9512387,0.9523882,0.95567214,0.9583679,0.9539624,0.954052,0.9546493,0.9542279,0.9517712,0.952705,0.9563517,0.95027757,0.9530168,0.95328367,0.94995856,0.953851,0.95446765,0.95357615,0.94983983,0.96095556,0.95155644,0.9486854,0.95226943,0.95678127,0.94984096,0.95231664,0.95363486,0.95247555,0.9544063,0.95468056,0.9504616,0.9484328,0.95041704,0.9513898,0.95180726,0.9576885,0.9474344,0.953471,0.9536241,0.95027304,0.95547354,0.9531249,0.9572185,0.9537902,0.9522616,0.9525715,0.955408,0.9529808,0.95495147,0.95088625,0.95082617,0.95184475,0.95274025,0.9536781,0.95665586,0.95370936,0.9567251,0.9502314,0.9587198,0.9523607,0.9537832,0.9521537,0.95198756,0.952411,0.9510981,0.9527652,0.9551893,0.9999968,0.9479453,0.9516802,0.95310533,0.9531896,0.9508748,0.95239484,0.95424426,0.95453227,0.95193917,0.9515074,0.95123065,0.9559569,0.95435697,0.9537828,0.9525868
TRPV2,0.9504031,0.9502323,0.95507056,0.9581098,0.9530135,0.94984645,0.9499588,0.9492603,0.9521594,0.9506857,0.95202523,0.9536069,0.957449,0.9545624,0.9520464,0.9535386,0.9505797,0.95882696,0.96040905,0.94984776,0.94657564,0.954342,0.95003986,0.9540926,0.94936717,0.9549437,0.9487296,0.95118713,0.95323616,0.9527378,0.9509504,0.9548794,0.9503672,0.9501661,0.94698364,0.9481766,0.94897914,0.94980973,0.9500199,0.9540424,0.9468847,0.9506531,0.9503387,0.9486781,0.95136595,0.95100135,0.9546588,0.95610803,0.9538011,0.95638245,0.9529918,0.94960904,0.95217025,0.9573034,0.9505264,0.9496801,0.9529911,0.9548403,0.95014083,0.95223564,0.9534645,0.95219034,0.9548201,0.9519178,0.9517273,0.9530248,0.9568499,0.94977194,0.9577844,0.95711565,0.95327616,0.95009464,0.9503931,0.95354307,0.9529083,0.9496338,0.9492957,0.95036834,0.95585275,0.955175,0.9513674,0.9487106,0.95244086,0.9494668,0.9479453,1.0000123,0.95458126,0.952676,0.95164007,0.949476,0.95473677,0.94774735,0.95074594,0.95415354,0.95107055,0.9572176,0.9486934,0.95511776,0.9542715,0.9531763
