,AK3,ATF7IP2,ATP10D,ATP6V1E2,ATXN7L3,BACH2,BBS10,BEND3,BHLHE40,BTLA,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,EHF,EHMT1,ELOF1,FAM208A,FAM229B,HDHD3,HES5,HIST1H4I,HOXA1,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLRG1,KRTCAP2,LCMT2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,MAP7D1,MAPK8,MBOAT2,MCTS1,MED19,MGA,MICA,MOSMO,MT3,NDST1,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RFX5,RPL26L1,RPS6KA1,S100P,SAMHD1,SENP5,SFXN4,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SPATA2,SYNE1,TESPA1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,YWHAG,ZDHHC5,ZFHX4,ZFP14,ZNF10,ZNF138,ZNF235,ZNF473,ZNF483,ZNF534,ZNF687,ZNF880
RCBTB1,0.952287,0.94967026,0.9539453,0.95522195,0.9492071,0.95314926,0.9523606,0.957606,0.9519321,0.95406425,0.950687,0.9534274,0.95212686,0.9533543,0.94998074,0.9509232,0.95082676,0.9514797,0.94965255,0.9465739,0.95574313,0.9546671,0.95365,0.9465043,0.9488675,0.94942594,0.9501786,0.9499782,0.9552784,0.94995785,0.9512149,0.9544505,0.95436436,0.95626205,0.94859415,0.957026,0.9536103,0.94743055,0.95507574,0.9454559,0.949462,0.9497113,0.94937557,0.94854355,0.95209485,0.95587116,0.951873,0.9526881,0.95631945,0.94948316,0.95134056,0.9510641,0.95314765,0.9523053,0.9516159,0.9497049,0.95433074,0.9499125,0.94774556,0.9585709,0.95655763,0.9510755,0.94943154,0.9513902,1.0000068,0.95305336,0.9510851,0.9501964,0.95140624,0.95191324,0.9462217,0.94939137,0.9521583,0.94675004,0.9572678,0.9566163,0.9510569,0.9510105,0.94914407,0.94787914,0.94994015,0.95142776,0.95149076,0.9491497,0.9562332,0.9494242,0.95136935,0.951157,0.9537854,0.95038986,0.95362854,0.9508864,0.9525554,0.9488648,0.95017874,0.9533189,0.95175666,0.95486426,0.9561857,0.9533035
RFX5,0.9513776,0.94844395,0.9497201,0.9516382,0.9485876,0.95171124,0.95205736,0.9488322,0.9461819,0.9475872,0.95155686,0.9505286,0.9511347,0.95128405,0.94934386,0.94940436,0.9521537,0.9503486,0.9524723,0.9508176,0.9504227,0.95131916,0.9524032,0.94983137,0.9489216,0.9485686,0.9503531,0.9510283,0.95201313,0.95296866,0.951419,0.9499552,0.94887227,0.9504408,0.94931126,0.94665486,0.9496184,0.9536805,0.9483403,0.94927573,0.9516474,0.9526894,0.95141226,0.9493155,0.95273775,0.9505434,0.9527316,0.9470884,0.950469,0.95218533,0.9488938,0.9476929,0.9524214,0.94937587,0.95339304,0.9509084,0.95435774,0.95070314,0.9491298,0.95131695,0.94881517,0.9510586,0.94836265,0.9485866,0.95305336,1.0000025,0.9519773,0.9525697,0.94889873,0.9518057,0.9517187,0.95210624,0.9498228,0.9495396,0.94818735,0.9515911,0.9536566,0.95017,0.9498155,0.9501991,0.94909805,0.9485242,0.9527787,0.9494424,0.9525963,0.94974524,0.95132124,0.952055,0.9489629,0.95238996,0.95287293,0.947188,0.95581824,0.948601,0.950238,0.95219225,0.9514323,0.95233625,0.9508773,0.9478088
RPL26L1,0.94991845,0.95007336,0.9533843,0.954969,0.9519838,0.952914,0.9518788,0.9517161,0.9451933,0.94951063,0.95246404,0.9480953,0.9498687,0.9527848,0.9464301,0.95389605,0.954131,0.9484272,0.94737864,0.9473145,0.952064,0.9515407,0.95246273,0.94804645,0.95437616,0.9525056,0.9500931,0.95514256,0.9551995,0.94936156,0.9553362,0.9491699,0.94928813,0.95000744,0.9518237,0.9501031,0.94758403,0.9528405,0.94854647,0.9497603,0.94979846,0.9479247,0.95121855,0.95429736,0.94929,0.9533052,0.94877905,0.94762146,0.9500275,0.9560596,0.9484589,0.9465721,0.949184,0.95022655,0.94859165,0.95548326,0.9509945,0.9494979,0.9501555,0.949787,0.95049745,0.9517591,0.94508976,0.9512547,0.9510851,0.9519773,0.99999535,0.9567671,0.9517343,0.94809544,0.95031005,0.955604,0.9556075,0.95220566,0.949138,0.95086235,0.95705295,0.948547,0.9563109,0.95609105,0.9503635,0.9546165,0.94836223,0.9474533,0.9499543,0.95060986,0.9547171,0.9523614,0.9526188,0.9500555,0.9502548,0.9482771,0.95221114,0.9516686,0.95003957,0.9509503,0.95244014,0.9548421,0.9519523,0.94849
RPS6KA1,0.95104635,0.9520815,0.9516024,0.9569546,0.9524377,0.95233333,0.948444,0.9500499,0.94414663,0.9505886,0.9512973,0.9474259,0.94934267,0.95199233,0.94749576,0.95666224,0.95712614,0.94922775,0.94787395,0.9489467,0.9519534,0.9500236,0.95057935,0.9484137,0.95290494,0.9539909,0.95112526,0.9552274,0.95542,0.94877905,0.9552832,0.9524166,0.95041776,0.95142436,0.9511819,0.9484339,0.94636273,0.9535769,0.94589186,0.9490949,0.9488628,0.9459779,0.9531235,0.9545225,0.9500625,0.95383686,0.9478087,0.94497955,0.95180875,0.9569238,0.9467879,0.9468038,0.9482826,0.9512993,0.94953567,0.9550586,0.94815755,0.94571453,0.9525394,0.9515862,0.94893974,0.9545309,0.9438651,0.95194703,0.9501964,0.9525697,0.9567671,0.999998,0.95086306,0.9483635,0.94948757,0.9565648,0.95708716,0.9527222,0.94845957,0.9504747,0.9577554,0.94824654,0.9560982,0.95708126,0.950065,0.95695424,0.948465,0.9475197,0.9515233,0.94878894,0.95075625,0.95566034,0.9514042,0.9500425,0.948861,0.9500826,0.95204985,0.9493378,0.95196605,0.9502572,0.95145905,0.94949365,0.9529493,0.94929093
S100P,0.9526339,0.9507215,0.95487773,0.95226634,0.9513688,0.95091647,0.95311844,0.94654095,0.94659525,0.9486961,0.9567694,0.95292854,0.9544224,0.9543129,0.9507234,0.95499283,0.9515054,0.9517855,0.9510647,0.9534554,0.95276815,0.95008796,0.95069885,0.95261174,0.95480853,0.9571039,0.95279926,0.95351505,0.95366144,0.95017064,0.9554198,0.94818336,0.95011914,0.94748545,0.95641583,0.9489629,0.9469974,0.954484,0.94938695,0.9484819,0.95152706,0.9493866,0.9533906,0.9508879,0.95013493,0.9504603,0.95045614,0.9457702,0.9473178,0.9547175,0.9524428,0.9456001,0.9529284,0.9509639,0.952368,0.95560545,0.95224893,0.95199823,0.95539796,0.9531504,0.94923997,0.95671344,0.94911337,0.9525683,0.95140624,0.94889873,0.9517343,0.95086306,1.0000091,0.9505807,0.9519623,0.95202196,0.9570543,0.9548135,0.9462766,0.9500352,0.953741,0.9519198,0.95234334,0.9546195,0.9546085,0.95173347,0.95199376,0.95126736,0.94763005,0.95170736,0.95708215,0.9568545,0.9514401,0.95071197,0.9497493,0.9532638,0.9526412,0.95317924,0.9547672,0.9526977,0.9524492,0.95055544,0.9485281,0.95299256
SAMHD1,0.9523927,0.9481531,0.9519013,0.94953746,0.9480956,0.9528093,0.9534647,0.9499786,0.95088834,0.9499886,0.95226634,0.9535399,0.95573175,0.9521682,0.9528628,0.94943285,0.94922644,0.95526844,0.9523245,0.9524773,0.9517791,0.95090073,0.9527474,0.9538628,0.94657505,0.9487682,0.9549517,0.94847345,0.9503339,0.9518663,0.9510366,0.9496235,0.9493771,0.9493365,0.95031524,0.9491627,0.95233816,0.9509773,0.9532452,0.9511441,0.95436305,0.9530443,0.9512923,0.94848526,0.95187324,0.95088935,0.95247644,0.9521264,0.9477903,0.9498236,0.95326364,0.95175093,0.9538825,0.9511163,0.9534039,0.9477959,0.9531503,0.9526284,0.9526367,0.9515412,0.95133317,0.95282245,0.95227635,0.95192826,0.95191324,0.9518057,0.94809544,0.9483635,0.9505807,0.9999922,0.9516628,0.95059234,0.94885206,0.9528006,0.94867766,0.95058846,0.9506554,0.9548098,0.9490298,0.9484587,0.95190346,0.9474602,0.95354795,0.9541303,0.9539936,0.9511057,0.9521455,0.95036006,0.95005476,0.9517123,0.9531987,0.9514544,0.95339614,0.94839877,0.95232344,0.95453763,0.95145893,0.9517138,0.9486512,0.95303464
SENP5,0.95451754,0.9474953,0.9495277,0.94926524,0.9516679,0.9535729,0.95484614,0.9375118,0.9452752,0.938073,0.95355314,0.95241004,0.9527836,0.95307016,0.9521295,0.94990194,0.95275146,0.9500432,0.9500421,0.95684993,0.948403,0.94379807,0.950107,0.9588303,0.95089155,0.953792,0.9520378,0.95215786,0.94745994,0.9494126,0.9541997,0.9480243,0.94031405,0.93882114,0.95264,0.94151604,0.94596004,0.95360434,0.94646454,0.950951,0.95750135,0.94987226,0.9487475,0.9528209,0.9486389,0.945311,0.94896764,0.94597137,0.93956816,0.95863926,0.9502411,0.9484477,0.9495147,0.94632715,0.9503818,0.95007014,0.95048124,0.9483362,0.9573768,0.9465967,0.9434043,0.9514964,0.9517504,0.9514201,0.9462217,0.9517187,0.95031005,0.94948757,0.9519623,0.9516628,1.0000043,0.9501239,0.95021415,0.9580012,0.9378928,0.9478255,0.948968,0.95119065,0.9530883,0.95498455,0.95378596,0.94841903,0.94911885,0.9515609,0.9437062,0.95148706,0.9538008,0.95462596,0.9453909,0.9497972,0.9482128,0.94747365,0.95224607,0.9507797,0.9505934,0.95053995,0.95009553,0.948444,0.9423417,0.95159376
SFXN4,0.95101637,0.9490057,0.9558998,0.9523485,0.95339507,0.9524033,0.94920534,0.9484902,0.94256276,0.94788444,0.95283026,0.9495643,0.9525423,0.9515947,0.9468271,0.9550155,0.95260644,0.9511886,0.9483104,0.9512241,0.94979584,0.9495272,0.95212984,0.9520992,0.9553751,0.95329493,0.9511341,0.9526569,0.9539989,0.9500098,0.9527688,0.94869107,0.9504602,0.9493208,0.95344025,0.9470168,0.94575393,0.954931,0.9488293,0.95057803,0.95155954,0.94843364,0.95456326,0.9511522,0.95019627,0.9518578,0.94924027,0.9460714,0.9476754,0.95416045,0.94889736,0.94568413,0.95007277,0.94907767,0.95012605,0.9545096,0.9499865,0.95025605,0.9539215,0.9504707,0.9488334,0.9553922,0.94652283,0.9528444,0.94939137,0.95210624,0.955604,0.9565648,0.95202196,0.95059234,0.9501239,0.99998885,0.95499814,0.9530003,0.94662356,0.9486557,0.95713776,0.9487005,0.9524784,0.9533018,0.95076764,0.9528764,0.95046455,0.94850034,0.94923186,0.9512893,0.95502025,0.95419204,0.9523149,0.95042855,0.9486155,0.948918,0.95309937,0.95187885,0.9513625,0.9511662,0.9533515,0.9513674,0.9502485,0.9494773
SH2D2A,0.9590396,0.95199984,0.95372665,0.9576353,0.95293283,0.9537439,0.9547079,0.952147,0.94396675,0.95339215,0.9541403,0.95432705,0.95194393,0.95506185,0.94892347,0.95723647,0.9584806,0.9487317,0.94739336,0.9492613,0.9548357,0.9516407,0.94831747,0.9465614,0.95582396,0.9637959,0.9551622,0.95751494,0.95418847,0.94786125,0.957341,0.95120883,0.95260197,0.9533814,0.9516143,0.9506181,0.9444012,0.94926894,0.94750136,0.9437535,0.9494934,0.9463631,0.951226,0.9531454,0.9505749,0.95424265,0.9479257,0.94714206,0.9559839,0.96173656,0.94863456,0.94584733,0.9559448,0.9535004,0.94867647,0.9555823,0.95396525,0.94457656,0.9540434,0.95803833,0.9503871,0.95243245,0.9430147,0.9525083,0.9521583,0.9498228,0.9556075,0.95708716,0.9570543,0.94885206,0.95021415,0.95499814,1.0000112,0.95071495,0.9504435,0.9547019,0.95825356,0.9493879,0.9581231,0.9606795,0.95302355,0.95687383,0.9519943,0.94509697,0.95155513,0.9467333,0.9514355,0.96122086,0.95245206,0.94842577,0.94854075,0.9519358,0.95115167,0.95354366,0.95269775,0.9534242,0.95042783,0.9502092,0.9526751,0.9518368
SH3KBP1,0.9452012,0.9480554,0.9515511,0.94868314,0.9501334,0.9528416,0.95607364,0.94161224,0.9469842,0.943872,0.9582434,0.94951475,0.95702744,0.9584633,0.9537131,0.95373523,0.94989717,0.955356,0.95033383,0.95506704,0.9517315,0.9461548,0.95122087,0.96048117,0.9508837,0.9507751,0.95874125,0.95077544,0.95106596,0.9509948,0.9522709,0.9455537,0.94488174,0.9424155,0.95833963,0.9453157,0.9470701,0.96254337,0.94826376,0.9558631,0.9564153,0.9506943,0.9521214,0.95067984,0.9492599,0.9493304,0.94921404,0.9486185,0.9406741,0.9511609,0.9536958,0.94901055,0.9533848,0.95114505,0.95230526,0.95294434,0.9489254,0.9545287,0.9583053,0.9478601,0.9450534,0.9606812,0.95277727,0.9569316,0.94675004,0.9495396,0.95220566,0.9527222,0.9548135,0.9528006,0.9580012,0.9530003,0.95071495,0.9999938,0.93849146,0.9455421,0.9517857,0.9527676,0.9509183,0.9520049,0.9626745,0.9511345,0.95107466,0.9524969,0.9453681,0.95467985,0.9575375,0.9539388,0.950541,0.95107794,0.94920427,0.9538428,0.9546419,0.9513737,0.957436,0.9523569,0.94979286,0.95297873,0.9453165,0.95649785
SIKE1,0.9497347,0.95175976,0.9512403,0.9548053,0.9502869,0.9532714,0.9483414,0.962624,0.9602286,0.9623904,0.94314355,0.94975674,0.94560033,0.94905376,0.9474294,0.9493725,0.9519842,0.9501553,0.94870967,0.9421123,0.9517555,0.95598453,0.9517437,0.9409599,0.947284,0.9467049,0.9468077,0.94727725,0.95407844,0.95033276,0.95003885,0.9599243,0.95930743,0.96460176,0.943515,0.96195745,0.9570161,0.93953776,0.9555477,0.94701815,0.94194925,0.948637,0.9484527,0.9503975,0.9518114,0.955613,0.9506753,0.957875,0.96441644,0.9477353,0.94919205,0.9570055,0.95360106,0.9546254,0.9472606,0.9454441,0.95041865,0.94922906,0.943972,0.955946,0.9576439,0.94352543,0.94682586,0.9480337,0.9572678,0.94818735,0.949138,0.94845957,0.9462766,0.94867766,0.9378928,0.94662356,0.9504435,0.93849146,0.9999954,0.95443636,0.9478081,0.9484467,0.94856876,0.946694,0.94576305,0.95641303,0.94867486,0.94633836,0.9619699,0.9462545,0.9442924,0.94535923,0.952725,0.94814277,0.9531482,0.94971377,0.9470564,0.9488614,0.945765,0.9502628,0.94903564,0.9518541,0.9603689,0.94937986
SIT1,0.9538771,0.9505472,0.95213485,0.9548085,0.94836867,0.9499015,0.9517098,0.95833826,0.9517978,0.95530474,0.9510703,0.9522864,0.95026356,0.95180047,0.9501418,0.95047456,0.950035,0.94922024,0.95000434,0.945122,0.9544653,0.95309573,0.95251954,0.94505745,0.9497177,0.9505697,0.9504162,0.9504406,0.9538809,0.9501667,0.9497067,0.95403504,0.9560897,0.95819575,0.94997007,0.95373917,0.9535899,0.94769967,0.9511815,0.94624466,0.95043856,0.94881624,0.95031583,0.9496677,0.95281076,0.95367116,0.9512372,0.95165706,0.9571872,0.95131975,0.95043564,0.94808257,0.9532264,0.95511204,0.9500119,0.95168275,0.9549688,0.9489991,0.9465662,0.95763403,0.9562429,0.950678,0.94620657,0.95062846,0.9566163,0.9515911,0.95086235,0.9504747,0.9500352,0.95058846,0.9478255,0.9486557,0.9547019,0.9455421,0.95443636,1.0000039,0.9531639,0.9510282,0.948071,0.9484531,0.9484097,0.95254016,0.95326865,0.9500728,0.9553069,0.94747084,0.9517088,0.9518901,0.9499097,0.95031554,0.9527685,0.9512812,0.95259887,0.94977075,0.9504805,0.95297337,0.95167005,0.9547666,0.9571923,0.9501812
SLC25A33,0.9521894,0.9506525,0.9547159,0.95508873,0.9516345,0.95083225,0.95005435,0.9520281,0.94284487,0.95157886,0.9538777,0.9490304,0.9514728,0.95392567,0.94865286,0.9546563,0.9515908,0.9490106,0.9497426,0.94776607,0.9551861,0.95121086,0.9526192,0.9483624,0.95458114,0.9561402,0.9528304,0.95508754,0.95730805,0.9495139,0.95326006,0.94872016,0.9523649,0.9535552,0.9545861,0.9473897,0.9479507,0.95539725,0.94812614,0.9475914,0.95147043,0.9482387,0.9524617,0.95146143,0.9500289,0.9552294,0.9493456,0.94728136,0.951828,0.9554228,0.9484957,0.94287133,0.95192516,0.95114005,0.94969016,0.95708764,0.9532545,0.94944936,0.9506593,0.95650434,0.9521774,0.9549094,0.945651,0.95255554,0.9510569,0.9536566,0.95705295,0.9577554,0.953741,0.9506554,0.948968,0.95713776,0.95825356,0.9517857,0.9478081,0.9531639,0.999993,0.95033455,0.95316434,0.95466894,0.9505952,0.95333695,0.9518639,0.9488403,0.9498429,0.95073426,0.9552648,0.95505124,0.9512491,0.9510652,0.94856393,0.9512299,0.9556395,0.95314413,0.9519476,0.9515674,0.95309615,0.9545479,0.9541745,0.9495368
SPATA2,0.94898903,0.95115185,0.95045185,0.9520886,0.94650143,0.9467654,0.9516588,0.9492747,0.9497825,0.9497337,0.954711,0.9538142,0.95270014,0.95292014,0.9551663,0.95132643,0.9458447,0.9550529,0.95298356,0.95356774,0.95322883,0.94826436,0.95400554,0.95142174,0.9467074,0.94970953,0.952361,0.9511325,0.9495971,0.9528911,0.9482926,0.9472192,0.95157564,0.94884706,0.9556183,0.9492193,0.9517931,0.9541123,0.9531132,0.9497113,0.95097125,0.95191085,0.9516141,0.9484208,0.9517779,0.9490763,0.95138675,0.9514074,0.9479125,0.94836295,0.95391667,0.949272,0.9496249,0.9524558,0.95319027,0.9512597,0.9535037,0.9544167,0.951377,0.9530059,0.9550138,0.9546523,0.95587695,0.9553325,0.9510105,0.95017,0.948547,0.94824654,0.9519198,0.9548098,0.95119065,0.9487005,0.9493879,0.9527676,0.9484467,0.9510282,0.95033455,1.0000043,0.94772625,0.948777,0.9531722,0.9468796,0.9553369,0.95222646,0.94850713,0.95371294,0.9533614,0.950005,0.94960403,0.953316,0.952618,0.95445204,0.9536298,0.94991183,0.95350724,0.9526577,0.94829476,0.95122385,0.9495283,0.9560126
SYNE1,0.95486,0.9508922,0.95110875,0.9512005,0.9559582,0.9566876,0.9512315,0.9483737,0.94617957,0.9489285,0.94837236,0.95147246,0.9503486,0.9520387,0.94951963,0.95407134,0.96159863,0.94803405,0.94837135,0.952333,0.95031583,0.9502175,0.94764876,0.94973683,0.9552482,0.9594178,0.950225,0.9553048,0.9501466,0.94864523,0.958029,0.95058805,0.946748,0.9487931,0.94892204,0.9494544,0.94320804,0.94885993,0.94807905,0.9495663,0.94772005,0.9476127,0.9490441,0.9584482,0.94758284,0.95074654,0.9475857,0.9460181,0.9494364,0.9621861,0.9489672,0.95176566,0.9515901,0.9494519,0.9485935,0.9518602,0.94802034,0.94622934,0.9551954,0.9471441,0.9471334,0.9485565,0.9443623,0.94877964,0.94914407,0.9498155,0.9563109,0.9560982,0.95234334,0.9490298,0.9530883,0.9524784,0.9581231,0.9509183,0.94856876,0.948071,0.95316434,0.94772625,0.99999946,0.9636694,0.95027304,0.9527564,0.9472537,0.9436666,0.95060736,0.94895655,0.950354,0.95496356,0.95095456,0.94830644,0.9482902,0.9453666,0.94799095,0.9520675,0.9495971,0.95049185,0.9512937,0.94734854,0.94758654,0.9509043
TESPA1,0.9531616,0.95010275,0.9537331,0.9509312,0.9549958,0.9527611,0.95478415,0.9477002,0.9431728,0.9470461,0.9499556,0.949883,0.9503112,0.9507577,0.94800913,0.9555773,0.9602135,0.94890726,0.94753706,0.95156336,0.95027196,0.9481459,0.9480653,0.94949186,0.95938456,0.96364033,0.9497563,0.963153,0.951608,0.9475939,0.96357465,0.9488399,0.9471732,0.9480087,0.95072496,0.9479432,0.94137406,0.9515191,0.94697267,0.94782114,0.9507971,0.9437424,0.94978076,0.9625255,0.94912034,0.949802,0.9471802,0.9427699,0.9505013,0.97375923,0.9495973,0.9457078,0.95116615,0.94710225,0.9478545,0.9590247,0.9497672,0.94664437,0.95181054,0.9493681,0.946913,0.95021456,0.94010234,0.9491432,0.94787914,0.9501991,0.95609105,0.95708126,0.9546195,0.9484587,0.95498455,0.9533018,0.9606795,0.9520049,0.946694,0.9484531,0.95466894,0.948777,0.9636694,1.000007,0.94980836,0.95389986,0.947879,0.9414447,0.9474361,0.94737047,0.95164007,0.9544273,0.950352,0.9478809,0.9469183,0.94716614,0.94976175,0.9546249,0.94844824,0.9489222,0.9519417,0.9485609,0.94688106,0.949595
THYN1,0.9487672,0.95018387,0.9497683,0.9518339,0.95037663,0.9552273,0.95800334,0.9443587,0.9528745,0.94704175,0.95640385,0.95196545,0.9579548,0.9577578,0.9571173,0.95433444,0.951191,0.95619893,0.94934565,0.95662653,0.95173186,0.94638956,0.94946593,0.95634884,0.94896036,0.9508016,0.9592528,0.9505101,0.95135593,0.95121074,0.9520567,0.95083004,0.94914347,0.9483887,0.9581575,0.9501807,0.95170486,0.9572331,0.95064074,0.95296156,0.9542099,0.95093,0.9509948,0.9488788,0.9499669,0.95117503,0.94949794,0.9512057,0.9471188,0.95058113,0.956141,0.95322764,0.9558629,0.95346355,0.95071375,0.9504292,0.94961303,0.9542312,0.9556486,0.95341754,0.9502341,0.958771,0.95436877,0.95519376,0.94994015,0.94909805,0.9503635,0.950065,0.9546085,0.95190346,0.95378596,0.95076764,0.95302355,0.9626745,0.94576305,0.9484097,0.9505952,0.9531722,0.95027304,0.94980836,0.9999964,0.95208925,0.9534933,0.9524943,0.9518747,0.9534487,0.9517659,0.9572833,0.9497014,0.94905823,0.95180726,0.95712364,0.9528539,0.95075876,0.9565454,0.95382285,0.94900453,0.95268977,0.94774884,0.955763
TMEM229B,0.95222235,0.94953126,0.9517097,0.95628697,0.9558322,0.95617026,0.9515293,0.9536773,0.9516685,0.95339274,0.9499972,0.949584,0.94745785,0.95603716,0.9483436,0.95510805,0.96029365,0.9492812,0.9470802,0.94637054,0.95240885,0.9510573,0.95022947,0.94799066,0.95267016,0.95220923,0.9493247,0.95260286,0.95500803,0.95030737,0.9551547,0.96357125,0.9517096,0.95610297,0.94809955,0.9528667,0.9493104,0.94815254,0.9495897,0.94904256,0.9445679,0.94711953,0.95269024,0.95501214,0.9490611,0.95512265,0.94890225,0.95065606,0.95496625,0.9553726,0.9498216,0.9527364,0.95285374,0.95307946,0.94775194,0.9518681,0.9498924,0.94782364,0.95132715,0.9532935,0.9512212,0.9495755,0.9452464,0.9515127,0.95142776,0.9485242,0.9546165,0.95695424,0.95173347,0.9474602,0.94841903,0.9528764,0.95687383,0.9511345,0.95641303,0.95254016,0.95333695,0.9468796,0.9527564,0.95389986,0.95208925,1.0000076,0.9479495,0.9437652,0.95301867,0.95133543,0.94994056,0.9551084,0.9501062,0.9486955,0.95006096,0.9514184,0.9501168,0.9535837,0.94844466,0.9513523,0.95107114,0.95284224,0.95456946,0.95003855
TMEM25,0.951177,0.9517298,0.9502796,0.95240337,0.94651175,0.9451247,0.95259225,0.948894,0.9482313,0.9508257,0.95681566,0.95347357,0.9543067,0.95098424,0.9511,0.9511719,0.9465399,0.95344347,0.9541004,0.95161134,0.95426846,0.950321,0.9526631,0.94868904,0.9480542,0.9514165,0.95316,0.9503246,0.95142245,0.95408636,0.94767684,0.94857043,0.95293367,0.9513213,0.9545956,0.9494505,0.9530022,0.95352036,0.9515971,0.9447068,0.9513564,0.95335376,0.9539167,0.947405,0.95387167,0.95002294,0.9542463,0.94892436,0.95108885,0.94846624,0.95258856,0.94458276,0.9519868,0.95393705,0.9541737,0.9519433,0.9554964,0.9515418,0.95019835,0.95668036,0.9542902,0.9551391,0.95172536,0.95448303,0.95149076,0.9527787,0.94836223,0.948465,0.95199376,0.95354795,0.94911885,0.95046455,0.9519943,0.95107466,0.94867486,0.95326865,0.9518639,0.9553369,0.9472537,0.947879,0.9534933,0.9479495,1.000005,0.9521443,0.9481385,0.95084476,0.95365965,0.9513509,0.9505096,0.9523521,0.9520868,0.9545302,0.9555615,0.95010597,0.9542749,0.9532547,0.94866705,0.95223004,0.9507617,0.9529598
TP53,0.949207,0.9501944,0.9510633,0.94908714,0.9434258,0.9482033,0.9502571,0.9471224,0.94990075,0.9465082,0.9524412,0.95093894,0.95421433,0.9499674,0.9533031,0.94878656,0.94097674,0.9523376,0.952639,0.95197034,0.9504405,0.94948554,0.95094025,0.95158577,0.94631076,0.9453999,0.95840865,0.9453084,0.9495114,0.95154667,0.946898,0.9481356,0.95025855,0.94774693,0.95337987,0.9477396,0.95617306,0.954399,0.95015335,0.95087296,0.9603284,0.9520881,0.9495353,0.94230443,0.95086664,0.94899666,0.9509789,0.9525765,0.9439032,0.9426837,0.95090735,0.94830173,0.94992495,0.9507291,0.9516661,0.947685,0.95033264,0.9513784,0.9504317,0.95091736,0.9512113,0.952515,0.9577083,0.952439,0.9491497,0.9494424,0.9474533,0.9475197,0.95126736,0.9541303,0.9515609,0.94850034,0.94509697,0.9524969,0.94633836,0.9500728,0.9488403,0.95222646,0.9436666,0.9414447,0.9524943,0.9437652,0.9521443,0.9999989,0.9496841,0.95142496,0.95180315,0.94950056,0.9473941,0.95185757,0.9507129,0.9519979,0.9521527,0.94405174,0.95355487,0.9503784,0.9494925,0.95243484,0.94753945,0.9514104
TRIT1,0.9566905,0.9479044,0.95154405,0.9536651,0.9529013,0.9644561,0.9551712,0.95869094,0.961518,0.95870024,0.9425932,0.9502905,0.9509612,0.956554,0.95459163,0.94976723,0.9568381,0.9527485,0.9480332,0.9467604,0.9523401,0.9558817,0.9505414,0.9520924,0.94775283,0.94758224,0.9536797,0.94644713,0.95146966,0.9489465,0.9562859,0.9596592,0.956297,0.96218204,0.94261074,0.95655894,0.9587065,0.9444629,0.9564156,0.9533634,0.9491354,0.94980395,0.9488081,0.95103383,0.95044035,0.957664,0.95063996,0.96007323,0.9597515,0.94940954,0.9509078,0.9630095,0.9595027,0.9545355,0.9495817,0.9448963,0.95054674,0.9506602,0.94655895,0.9558425,0.9552339,0.94660854,0.94974965,0.94824594,0.9562332,0.9525963,0.9499543,0.9515233,0.94763005,0.9539936,0.9437062,0.94923186,0.95155513,0.9453681,0.9619699,0.9553069,0.9498429,0.94850713,0.95060736,0.9474361,0.9518747,0.95301867,0.9481385,0.9496841,0.99998754,0.9455726,0.94666845,0.95136887,0.95204586,0.94806683,0.95565575,0.94946486,0.94978917,0.94801724,0.94512874,0.95687956,0.9492123,0.9538821,0.9570403,0.9507886
TRMT10A,0.9469641,0.95154655,0.94752973,0.94899243,0.94948584,0.9475071,0.94738173,0.9457906,0.9489662,0.947099,0.9553793,0.95063233,0.95199203,0.9520143,0.9543845,0.9505644,0.9485959,0.9536965,0.951923,0.95398176,0.9516194,0.9466892,0.95139,0.95364714,0.9485982,0.94973254,0.9496141,0.95019436,0.9483844,0.9525903,0.94878733,0.94804627,0.9499288,0.94602406,0.9552174,0.94738793,0.9492462,0.9540587,0.9509409,0.9538277,0.94976044,0.95358515,0.9511047,0.9492425,0.9492247,0.9475624,0.9496201,0.95141506,0.9454048,0.94740206,0.95102674,0.95231646,0.9461133,0.951172,0.9511201,0.9520006,0.94858855,0.9561261,0.9540564,0.94740486,0.95095676,0.9530378,0.9539012,0.9558517,0.9494242,0.94974524,0.95060986,0.94878894,0.95170736,0.9511057,0.95148706,0.9512893,0.9467333,0.95467985,0.9462545,0.94747084,0.95073426,0.95371294,0.94895655,0.94737047,0.9534487,0.95133543,0.95084476,0.95142496,0.9455726,0.99999535,0.9560663,0.9504834,0.9501918,0.9510963,0.95135236,0.95085645,0.95108944,0.95150566,0.95007885,0.9491551,0.9488754,0.9497623,0.9465887,0.95310163
