,AK3,ATF7IP2,ATP10D,ATXN7L3,BBS10,BEND3,BHLHE40,BNIP3L,BTLA,C11orf1,C12orf76,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,DTX1,EHF,EHMT1,ELOF1,FAHD1,FAM208A,FAM229B,FSD1,GLI3,HDHD3,HIST1H4I,HSPA4,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLHL17,KLRG1,KRTCAP2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,LZTS1,MAP3K9,MAP7D1,MAP7D3,MAPK8,MBOAT2,MGA,MOSMO,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RETN,RFX5,RNH1,RPL26L1,RPS6KA1,RYK,S100P,SAMHD1,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SLC25A4,SOX15,SPATA2,SUMF1,SYNE1,TCEAL1,TESPA1,THYN1,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TWIST1,ZDHHC5,ZFP14,ZGLP1,ZNF138,ZNF687,ZNF880
RAMP1,0.94402623,0.9508444,0.9461503,0.9479045,0.9467875,0.943789,0.9523734,0.9480061,0.9443062,0.949305,0.94946724,0.9493158,0.9521374,0.9528408,0.9527798,0.9545613,0.94922054,0.940907,0.9550094,0.95301694,0.9575555,0.95006573,0.94329643,0.9428892,0.95129853,0.95574325,0.9451941,0.94971186,0.94950587,0.9505729,0.9433062,0.94973457,0.9488728,0.9507811,0.95205796,0.94318277,0.9522133,0.943701,0.9521198,0.9440763,0.94640255,0.94731003,0.9524156,0.95267236,0.94861,0.9540999,0.9480847,0.9455671,0.94782096,0.95203805,0.95596015,0.9433331,0.9551731,0.94789964,0.9516322,0.95675266,0.9465884,0.9461757,0.94616234,0.9555677,0.9522391,0.94643486,0.9526985,0.94794285,1.0000097,0.9569687,0.94584024,0.9533583,0.94659626,0.960014,0.9443943,0.94325244,0.94845605,0.952672,0.9525138,0.9455769,0.9519306,0.9473599,0.94929504,0.9446595,0.9408149,0.9488941,0.9615175,0.9509082,0.9482447,0.9470046,0.94431543,0.9539022,0.95301425,0.943713,0.9581979,0.953477,0.9474845,0.9458046,0.94691133,0.95333695,0.95275587,0.9481616,0.94095147,0.95607495
RASD2,0.94408244,0.9524647,0.95125115,0.9489639,0.9501195,0.94935274,0.950774,0.95062447,0.9489529,0.95205367,0.95001554,0.95287174,0.9520458,0.954374,0.95424795,0.9528967,0.95081717,0.94456583,0.9553176,0.95068085,0.9522554,0.9534903,0.946001,0.94652647,0.95433444,0.9500874,0.9487436,0.95184195,0.9497553,0.9527757,0.94895554,0.9526058,0.9520163,0.9521539,0.95433044,0.94443065,0.9538005,0.9482507,0.95281804,0.9475678,0.9502726,0.9513532,0.95283276,0.95129824,0.9511584,0.9519166,0.9497276,0.94730806,0.9505132,0.9511617,0.9535606,0.9467309,0.95181847,0.95027393,0.95284784,0.9548956,0.94844645,0.9480733,0.9512719,0.95320374,0.9523149,0.9492318,0.9526416,0.9530697,0.9569687,0.9999909,0.9497204,0.9494746,0.9469621,0.9578742,0.9491468,0.94468725,0.9495022,0.9531392,0.9528718,0.94983184,0.9548259,0.94756514,0.9518441,0.9487212,0.94813037,0.95286334,0.9581964,0.95354277,0.948177,0.9454339,0.94940555,0.95379883,0.9521563,0.9461317,0.95654285,0.95348084,0.9509018,0.9492871,0.95022273,0.9540167,0.95232785,0.95029354,0.9456301,0.95609677
RCBTB1,0.94981956,0.9493719,0.9509894,0.95033675,0.9515689,0.9529113,0.9495754,0.9515602,0.9498235,0.94945586,0.9520156,0.95127475,0.9502164,0.9505424,0.94883174,0.94877696,0.95164645,0.9521851,0.95008147,0.94913787,0.9486643,0.9513442,0.9535596,0.95214564,0.9512214,0.9492264,0.95101935,0.94927055,0.94976866,0.9483445,0.95183176,0.94972235,0.9505986,0.94962037,0.9494233,0.9519244,0.951028,0.95360076,0.9482696,0.95007366,0.9501416,0.95007235,0.9495444,0.95107496,0.9494642,0.9472092,0.9521848,0.9506861,0.9506829,0.94792616,0.9477857,0.95220745,0.9486189,0.95137715,0.9484756,0.94662297,0.95230734,0.9516665,0.95318276,0.9501277,0.9493836,0.95046604,0.95122284,0.9523238,0.94584024,0.9497204,1.0000011,0.9485839,0.951057,0.94759434,0.9515164,0.9491967,0.9506458,0.9526137,0.9490743,0.9499541,0.95012146,0.9517875,0.95140135,0.9513892,0.95247334,0.949739,0.9475985,0.9500158,0.9507175,0.9529109,0.951673,0.9492582,0.9452944,0.95111656,0.94861025,0.9515883,0.9497797,0.9523557,0.9494617,0.94951004,0.94861907,0.9514859,0.95130664,0.9490089
RETN,0.94433904,0.9501038,0.9491712,0.9538903,0.9484852,0.952198,0.9635169,0.95334363,0.9501867,0.94736767,0.9511391,0.945372,0.9478293,0.9474133,0.9497158,0.9547602,0.94861156,0.9549175,0.9549696,0.947078,0.95219195,0.9467119,0.9494627,0.9469979,0.94901806,0.9519902,0.94706625,0.9441463,0.9466078,0.95302075,0.9465649,0.9479304,0.9410738,0.9490009,0.94619083,0.9534445,0.9513397,0.95248294,0.9458165,0.95574015,0.95477253,0.9458483,0.9461491,0.95722616,0.9465753,0.9495653,0.9473399,0.9511899,0.9484257,0.9528845,0.9467638,0.954673,0.95318776,0.95056367,0.95973057,0.94976145,0.9532259,0.94402486,0.943353,0.95652467,0.9493067,0.9463783,0.9516867,0.9468945,0.9533583,0.9494746,0.9485839,0.999987,0.94592,0.9432594,0.94712466,0.9475509,0.9486093,0.94583964,0.949552,0.94502705,0.9507474,0.9582172,0.94857454,0.94558674,0.9440647,0.9466334,0.9487812,0.95075464,0.9513453,0.94743776,0.9420673,0.9554796,0.95021045,0.9617056,0.951142,0.9481797,0.9468229,0.95386183,0.9484649,0.9491519,0.9450287,0.95041394,0.9501382,0.9497575
RFX5,0.9529858,0.94402903,0.9484016,0.9499065,0.95037633,0.9466884,0.9463901,0.94756866,0.9463689,0.9446773,0.9511454,0.94949794,0.948318,0.9520669,0.95344186,0.9470051,0.94815046,0.9488906,0.9499174,0.9510416,0.95012146,0.9485072,0.94989103,0.94604075,0.9532158,0.9483733,0.9478466,0.9469158,0.94740164,0.95098364,0.9449221,0.94998205,0.9521262,0.9503603,0.9514254,0.9517972,0.9508695,0.94770825,0.94884515,0.948371,0.9527309,0.9513172,0.95407265,0.9501816,0.9553671,0.9479859,0.9514184,0.946692,0.9509668,0.9442295,0.9496779,0.94800895,0.952596,0.9528335,0.94927824,0.95110774,0.9516497,0.9467547,0.9538489,0.9502897,0.9488329,0.9508762,0.95082843,0.9492963,0.94659626,0.9469621,0.951057,0.94592,0.9999944,0.9464793,0.9464285,0.9545771,0.95012367,0.94644624,0.9520447,0.94904375,0.9498084,0.94869477,0.95158774,0.9506506,0.952049,0.94819987,0.94654715,0.9510834,0.94533336,0.9523383,0.947234,0.9495012,0.95038426,0.95156616,0.94805026,0.9493587,0.9490298,0.95237255,0.9510341,0.9456153,0.95166147,0.946988,0.94751084,0.9475004
RNH1,0.948691,0.95086545,0.94863236,0.9501621,0.9528668,0.9498689,0.94776946,0.9475219,0.9487448,0.9533672,0.9505615,0.95621485,0.9557238,0.9566809,0.95961714,0.95409083,0.9536408,0.93806094,0.9542897,0.95227593,0.9526504,0.95584536,0.94339615,0.94689554,0.95177984,0.952002,0.94968975,0.9540671,0.95576084,0.9531599,0.9471994,0.951861,0.9577786,0.9484498,0.95538545,0.9396086,0.953049,0.9472801,0.9591305,0.9427146,0.9463657,0.95131975,0.9562417,0.949365,0.9536837,0.95064294,0.9493166,0.9437998,0.95012987,0.95316863,0.9538609,0.9447281,0.95355135,0.9489887,0.94770044,0.9579207,0.9514602,0.95189655,0.9534299,0.9514242,0.95177674,0.95626837,0.95502406,0.95141506,0.960014,0.9578742,0.94759434,0.9432594,0.9464793,0.9999884,0.9472232,0.93973446,0.94828767,0.96054786,0.95756286,0.95405084,0.95180327,0.9447645,0.9526515,0.94901973,0.9487654,0.9522609,0.96386284,0.9549002,0.94705194,0.9489103,0.95210063,0.95355,0.9539291,0.93787867,0.9565066,0.9594692,0.95704615,0.94610876,0.94791937,0.9600651,0.95833135,0.94956285,0.94266933,0.960167
RPL26L1,0.9496068,0.9535403,0.9508639,0.95205456,0.95052516,0.9548071,0.9451379,0.9513267,0.95375425,0.9511165,0.9475889,0.9498327,0.9474892,0.9469973,0.9466445,0.94733286,0.951583,0.9520575,0.94788444,0.94603586,0.94728863,0.95000494,0.9529333,0.9557965,0.9498673,0.9478109,0.9535856,0.9524471,0.9503375,0.9470043,0.95536053,0.9505434,0.9513417,0.9501463,0.9492432,0.9502431,0.9479788,0.9531352,0.9530781,0.94942504,0.94971114,0.9502653,0.9516202,0.9469561,0.9485481,0.9474427,0.9540591,0.95428187,0.94986004,0.9487579,0.9456049,0.95329756,0.9430079,0.94979185,0.9475828,0.94673824,0.9494711,0.95562047,0.9525036,0.94716465,0.9463815,0.95043504,0.94955844,0.95274544,0.9443943,0.9491468,0.9515164,0.94712466,0.9464285,0.9472232,1.0000011,0.95476943,0.9511286,0.94764453,0.94717574,0.9502707,0.95163065,0.94925386,0.9477833,0.95577115,0.95666367,0.9499424,0.9474724,0.9500245,0.9515439,0.9492065,0.9544284,0.9480537,0.94481707,0.9508217,0.9486818,0.951277,0.9502569,0.95110726,0.9507083,0.9481965,0.9490643,0.9504242,0.955921,0.9485229
RPS6KA1,0.95508325,0.9503571,0.95148396,0.95071983,0.9489821,0.9501445,0.9435464,0.9500809,0.94975966,0.94819593,0.94878906,0.94926536,0.9444938,0.94894534,0.94795585,0.94393086,0.9519947,0.9546155,0.94735044,0.94719017,0.9496843,0.9489291,0.950762,0.95032465,0.9499368,0.9469525,0.9504264,0.9502864,0.9470561,0.94961375,0.9536893,0.9468498,0.949363,0.9507054,0.947805,0.95599174,0.94767785,0.9500773,0.9508225,0.94920975,0.9513353,0.9532025,0.952901,0.9472794,0.9499393,0.94484574,0.9525715,0.9485058,0.9493216,0.94174695,0.94367063,0.9513072,0.94480807,0.949554,0.9454272,0.94634753,0.95205915,0.9500063,0.9496962,0.9457842,0.95078814,0.94929,0.9456685,0.95376354,0.94325244,0.94468725,0.9491967,0.9475509,0.9545771,0.93973446,0.95476943,0.99999624,0.9523538,0.944625,0.9473364,0.9521451,0.9522398,0.9496304,0.94911635,0.9548045,0.9539304,0.9486629,0.94125015,0.9496176,0.95044804,0.95225793,0.95087713,0.95191485,0.94868076,0.9539715,0.94305253,0.94652176,0.95040464,0.9529809,0.9513482,0.9464894,0.9486939,0.9464261,0.9556306,0.9459022
RYK,0.9534566,0.9526985,0.9494952,0.95134944,0.95036656,0.9483602,0.9480909,0.94995713,0.9497173,0.9541547,0.95068824,0.9514027,0.9525759,0.9515562,0.9490153,0.95163167,0.95263153,0.95243055,0.9492678,0.9499672,0.95255315,0.95294094,0.94892824,0.9514003,0.9490442,0.9479249,0.9505396,0.9527713,0.95201343,0.95008695,0.95149744,0.9492551,0.95104975,0.94998944,0.94948167,0.94848377,0.9502407,0.94879025,0.9515438,0.9494074,0.94808006,0.948895,0.9504221,0.94804466,0.9476358,0.9489661,0.9498258,0.9472215,0.9504416,0.9488392,0.9478277,0.95012,0.94757926,0.9490672,0.9479474,0.94930476,0.9514584,0.9498902,0.95145816,0.9487405,0.9534596,0.9491189,0.94938165,0.95131373,0.94845605,0.9495022,0.9506458,0.9486093,0.95012367,0.94828767,0.9511286,0.9523538,1.0000092,0.95243233,0.94900733,0.9529853,0.95000744,0.94884694,0.94990295,0.9500057,0.9491797,0.95207083,0.94773626,0.9522835,0.95449644,0.9505427,0.9521377,0.9510803,0.9505032,0.95086205,0.9473817,0.9486839,0.9539426,0.95012206,0.9491074,0.95166546,0.94839925,0.9483512,0.9499721,0.95286465
S100P,0.9513911,0.94904166,0.9519227,0.95213324,0.95855194,0.9501914,0.9495609,0.9517504,0.94992304,0.9577333,0.9556354,0.9557836,0.9558521,0.9580619,0.9579815,0.95241994,0.9554437,0.94636154,0.9516165,0.95020777,0.95298344,0.95684886,0.9483579,0.95117307,0.949177,0.95280534,0.9521374,0.9564158,0.9564887,0.95112586,0.9490708,0.95023185,0.95702577,0.9488392,0.9520693,0.94624436,0.95251876,0.949435,0.95480114,0.9488748,0.9474238,0.952241,0.95338917,0.949244,0.95146596,0.9488027,0.95005584,0.9477799,0.95125246,0.9511781,0.95068884,0.95056766,0.9534114,0.9486098,0.9463071,0.9551214,0.95433867,0.951892,0.95382833,0.9521804,0.95566314,0.9615404,0.95416063,0.9536694,0.952672,0.9531392,0.9526137,0.94583964,0.94644624,0.96054786,0.94764453,0.944625,0.95243233,0.9999885,0.9529786,0.9598039,0.95341444,0.9484819,0.95212317,0.9504969,0.9490833,0.9546445,0.9536365,0.9558637,0.95117617,0.95141655,0.9578665,0.9557542,0.950968,0.9443789,0.9503124,0.9550194,0.9626818,0.9485852,0.9491211,0.9602874,0.9521052,0.9507219,0.9474615,0.9619109
SAMHD1,0.950023,0.94770986,0.9509533,0.95114076,0.9522535,0.9486745,0.9520665,0.9487448,0.9487317,0.9489488,0.95094025,0.9530547,0.95279586,0.95733094,0.9551007,0.950825,0.9506276,0.9459948,0.9560862,0.9511684,0.9510119,0.9526045,0.94741386,0.9435748,0.9505885,0.950447,0.9499782,0.9520214,0.9490467,0.9553443,0.944952,0.948467,0.9542683,0.9498837,0.9523004,0.9438539,0.9534983,0.95058393,0.95550567,0.94774,0.9518643,0.9512676,0.95435965,0.95257163,0.9549458,0.94876015,0.9497488,0.94385254,0.951651,0.9498019,0.9514429,0.9485669,0.9548389,0.9515145,0.9510361,0.9551432,0.9526279,0.94620603,0.9513686,0.9532142,0.95091945,0.953203,0.95447356,0.9509556,0.9525138,0.9528718,0.9490743,0.949552,0.9520447,0.95756286,0.94717574,0.9473364,0.94900733,0.9529786,0.9999891,0.9502347,0.9502491,0.9490726,0.9526402,0.9475384,0.94821954,0.9498968,0.95491254,0.95491827,0.94776356,0.9488745,0.9487251,0.95115054,0.95925575,0.94977695,0.95129424,0.9537157,0.9530381,0.9510255,0.95021284,0.9535827,0.95511955,0.9473047,0.94496363,0.9566864
SH2D2A,0.95838785,0.9498405,0.9515467,0.9510774,0.9574639,0.95097715,0.9481055,0.9513399,0.9520552,0.9591177,0.9540944,0.95528024,0.9582394,0.955068,0.9555498,0.9516134,0.95444953,0.9527958,0.9473517,0.94800186,0.95086676,0.9574751,0.9493308,0.951433,0.9473722,0.947835,0.95206356,0.95753294,0.95790863,0.95445913,0.9512019,0.94952685,0.9555263,0.947647,0.9503257,0.9492871,0.9495309,0.94923353,0.9536851,0.94928503,0.94863516,0.9527409,0.9517107,0.9475419,0.9518299,0.9482405,0.94857615,0.94779634,0.9502326,0.9502405,0.9501536,0.9505104,0.9509383,0.9478309,0.9478575,0.9527927,0.9570553,0.9503755,0.9535308,0.94547373,0.9560873,0.9628806,0.9495294,0.9523628,0.9455769,0.94983184,0.9499541,0.94502705,0.94904375,0.95405084,0.9502707,0.9521451,0.9529853,0.9598039,0.9502347,1.0000055,0.9516766,0.9465753,0.95109576,0.9520926,0.9505503,0.9511344,0.9500654,0.9578533,0.95264,0.9516258,0.9566342,0.9573264,0.9514288,0.9477714,0.94403,0.9511654,0.9629539,0.9520844,0.9484674,0.9574042,0.95124793,0.95079255,0.9504284,0.95613027
SH3KBP1,0.9441006,0.9507768,0.95354486,0.95141053,0.95217085,0.9516079,0.94900167,0.95317376,0.9501548,0.95160365,0.9499272,0.9527593,0.9479795,0.9517905,0.9559202,0.9493212,0.9543105,0.948741,0.95264405,0.94982004,0.949301,0.95298445,0.94779706,0.95035774,0.9541461,0.9509773,0.9499529,0.9538563,0.9468467,0.9543444,0.9507156,0.95170814,0.95156837,0.95168966,0.9517945,0.94989055,0.9515837,0.9489957,0.95459884,0.94929993,0.95174634,0.95345104,0.9549185,0.95103294,0.9519891,0.9483812,0.9534362,0.94903743,0.9499769,0.9454442,0.9492787,0.9501824,0.9467131,0.95044094,0.95120084,0.95246327,0.9498722,0.95009875,0.95151985,0.9518076,0.95291215,0.9515528,0.95180506,0.954328,0.9519306,0.9548259,0.95012146,0.9507474,0.9498084,0.95180327,0.95163065,0.9522398,0.95000744,0.95341444,0.9502491,0.9516766,0.9999909,0.94727385,0.9521159,0.9521949,0.9501469,0.95244056,0.95262235,0.95186067,0.9497031,0.94704616,0.9491842,0.957939,0.9513037,0.94823384,0.95194876,0.95340234,0.9516218,0.9519469,0.951656,0.9529125,0.9509053,0.9519048,0.9493308,0.95309806
SIKE1,0.9446325,0.94789535,0.9498671,0.9525005,0.95322615,0.95413786,0.95846844,0.9524631,0.9525804,0.9483676,0.95503193,0.948442,0.9473641,0.9469677,0.9494059,0.9516258,0.95031244,0.954802,0.9515588,0.9462916,0.946654,0.9467082,0.95066154,0.9506718,0.95009255,0.9477487,0.94811153,0.9455379,0.9478477,0.9505805,0.9511871,0.94926965,0.9433866,0.94802094,0.9454485,0.9579661,0.9516245,0.9571264,0.9464917,0.9581223,0.954734,0.94663495,0.9445676,0.9563693,0.9493139,0.9475055,0.9481271,0.9532081,0.9495458,0.94897807,0.9458384,0.9553541,0.95147127,0.9508121,0.95691586,0.94729936,0.95518374,0.9457803,0.9468733,0.9518411,0.94827753,0.95173544,0.951802,0.94770366,0.9473599,0.94756514,0.9517875,0.9582172,0.94869477,0.9447645,0.94925386,0.9496304,0.94884694,0.9484819,0.9490726,0.9465753,0.94727385,0.99999666,0.9497236,0.9473642,0.95297545,0.9460616,0.94685036,0.9490558,0.949176,0.9510342,0.9494021,0.95240694,0.9474888,0.9611691,0.94824976,0.9478948,0.9485415,0.9527445,0.9493973,0.9475902,0.94556445,0.95163316,0.9530338,0.9468986
SIT1,0.9481925,0.9482727,0.9508218,0.9497945,0.9498734,0.95109487,0.949993,0.95076054,0.94983983,0.949423,0.94966114,0.95397,0.95082474,0.9525126,0.95182914,0.95131934,0.95165795,0.9492704,0.9514118,0.9524832,0.94851685,0.95365167,0.94929135,0.94867396,0.9529733,0.94812787,0.94843304,0.9503973,0.94979703,0.9505033,0.94849485,0.9512146,0.9529701,0.9530567,0.9556936,0.9479555,0.954277,0.9501518,0.9511916,0.9485859,0.9527476,0.9531095,0.9507697,0.95042574,0.95137477,0.95119476,0.9515879,0.9479989,0.95274985,0.94732445,0.953131,0.94906676,0.9505851,0.952245,0.95041233,0.9509084,0.95066386,0.9489938,0.95423734,0.95151454,0.95097363,0.95221627,0.9516665,0.95205134,0.94929504,0.9518441,0.95140135,0.94857454,0.95158774,0.9526515,0.9477833,0.94911635,0.94990295,0.95212317,0.9526402,0.95109576,0.9521159,0.9497236,1.0000045,0.94987965,0.952246,0.9529217,0.9520773,0.95276594,0.9478835,0.94902736,0.94849604,0.95129114,0.95049965,0.9485193,0.9501273,0.951063,0.95192504,0.9519296,0.95160764,0.9523445,0.951835,0.9509155,0.9494399,0.9508358
SLC25A33,0.95145684,0.949324,0.95153916,0.9526605,0.9519173,0.95643914,0.94549656,0.95203626,0.9527141,0.9509622,0.9497821,0.9520181,0.9494462,0.94883037,0.9522042,0.94874066,0.95244336,0.95181054,0.9479552,0.946099,0.94566095,0.95185596,0.94911313,0.9528179,0.9502507,0.95011616,0.95408136,0.95190084,0.95153403,0.94910055,0.9543307,0.9498626,0.9536253,0.947902,0.9506998,0.95335376,0.9503983,0.9531177,0.9533627,0.9484952,0.9510888,0.9517313,0.952799,0.94821095,0.9508813,0.9474317,0.9515005,0.9497436,0.9504418,0.94686925,0.9461855,0.95282996,0.9480357,0.9508181,0.9461337,0.948343,0.9523622,0.9554511,0.95356876,0.948058,0.94711983,0.95542145,0.9513449,0.9529336,0.9446595,0.9487212,0.9513892,0.94558674,0.9506506,0.94901973,0.95577115,0.9548045,0.9500057,0.9504969,0.9475384,0.9520926,0.9521949,0.9473642,0.94987965,1.0000002,0.95810187,0.9519612,0.94904584,0.95060194,0.9512341,0.95253474,0.9565364,0.9477774,0.9451969,0.9500247,0.9493853,0.9521703,0.95242953,0.952423,0.9497421,0.9501997,0.9505644,0.9504377,0.9540204,0.9490148
SLC25A4,0.94758147,0.94616216,0.950922,0.9530114,0.9563838,0.9592256,0.9438239,0.95036584,0.9533921,0.94884,0.95106155,0.95348954,0.94735944,0.9474459,0.9517639,0.94740695,0.9520007,0.9529549,0.94658464,0.9461996,0.9418341,0.94881606,0.95048565,0.95536196,0.9527276,0.94708276,0.95403314,0.9519424,0.94941384,0.94942665,0.9551146,0.94956124,0.952759,0.9489002,0.9494913,0.95458823,0.95309746,0.95589876,0.9502001,0.9513899,0.9537927,0.9534869,0.95201236,0.9466381,0.9518501,0.9463817,0.9510776,0.9524692,0.9499327,0.9459403,0.94369507,0.955124,0.9473787,0.95141727,0.94755065,0.9478244,0.9528283,0.95459694,0.95500576,0.94728464,0.9430898,0.9590588,0.95384437,0.9528704,0.9408149,0.94813037,0.95247334,0.9440647,0.952049,0.9487654,0.95666367,0.9539304,0.9491797,0.9490833,0.94821954,0.9505503,0.9501469,0.95297545,0.952246,0.95810187,1.0000049,0.95001566,0.94753814,0.9477307,0.94759977,0.95227087,0.95834404,0.9477314,0.9440448,0.95334196,0.948287,0.9530357,0.95200896,0.95140463,0.9512753,0.94784987,0.95030767,0.9511623,0.95538557,0.9466646
SOX15,0.94826245,0.95125914,0.95150477,0.94815904,0.95043063,0.95122784,0.94598776,0.95006186,0.95039296,0.9538536,0.9507826,0.95476484,0.949637,0.95199955,0.95001745,0.9499283,0.9522023,0.9460056,0.95042634,0.95100576,0.9505342,0.9542644,0.9483313,0.94988596,0.9514515,0.94665056,0.9497214,0.9521015,0.9500203,0.9510961,0.95149827,0.9533379,0.95241326,0.95187235,0.9530168,0.9461366,0.9512658,0.94938904,0.95354396,0.95022315,0.94875705,0.9528676,0.95120716,0.94956994,0.950064,0.950858,0.9513614,0.948428,0.9516441,0.9487374,0.9531593,0.9497669,0.9468451,0.95114195,0.9486773,0.95098853,0.94862264,0.95135796,0.9537574,0.94969624,0.95087934,0.9504943,0.9509691,0.95114326,0.9488941,0.95286334,0.949739,0.9466334,0.94819987,0.9522609,0.9499424,0.9486629,0.95207083,0.9546445,0.9498968,0.9511344,0.95244056,0.9460616,0.9529217,0.9519612,0.95001566,0.9999959,0.9513266,0.9504674,0.9510106,0.9473876,0.9517846,0.94975823,0.9501933,0.94642115,0.95144475,0.95042175,0.95205486,0.94836974,0.9502618,0.95412487,0.94999343,0.94897646,0.9485084,0.9524593
SPATA2,0.9435607,0.9501095,0.9467927,0.94994485,0.9504616,0.94778466,0.9489791,0.94836575,0.9470266,0.9498726,0.95000505,0.9524064,0.9513632,0.9538881,0.9539349,0.9522757,0.9507682,0.9389585,0.95695275,0.9526739,0.95321685,0.9529488,0.94569373,0.9457287,0.9523889,0.95277303,0.94952375,0.95305645,0.95116115,0.95203274,0.9444996,0.9533195,0.9529754,0.9499122,0.9545978,0.9403871,0.9541074,0.94706535,0.9565606,0.94356793,0.94966084,0.9509931,0.95557415,0.9506723,0.95139766,0.9533826,0.9497716,0.9455335,0.9498388,0.9532186,0.95513076,0.94499147,0.9560869,0.9500426,0.9517972,0.95570743,0.94794923,0.9484708,0.95050585,0.9535903,0.9509113,0.9515139,0.95469594,0.9507761,0.9615175,0.9581964,0.9475985,0.9487812,0.94654715,0.96386284,0.9474724,0.94125015,0.94773626,0.9536365,0.95491254,0.9500654,0.95262235,0.94685036,0.9520773,0.94904584,0.94753814,0.9513266,0.9999978,0.9546833,0.9476475,0.94688666,0.9496903,0.94967914,0.9534437,0.9426473,0.9566817,0.9570833,0.9500005,0.94661057,0.9488015,0.95546764,0.9551411,0.9496756,0.9441807,0.9577787
SUMF1,0.9537584,0.95227927,0.94796836,0.95417094,0.9516413,0.95035416,0.95088816,0.94941545,0.9489692,0.9541924,0.95432687,0.9525535,0.9560457,0.95472133,0.953922,0.95296824,0.95291215,0.948705,0.9538828,0.9486034,0.95484287,0.9566587,0.95063907,0.9489324,0.9501809,0.9516972,0.950714,0.9536757,0.9558417,0.9521417,0.94936424,0.95053774,0.9550464,0.9491381,0.9519235,0.9474207,0.9528114,0.9515765,0.9547311,0.94651026,0.951742,0.94873506,0.9555514,0.95248103,0.95106655,0.9507716,0.95003575,0.94863844,0.95124924,0.9504858,0.9500518,0.94979566,0.9557961,0.9485401,0.9505611,0.9529249,0.95508164,0.9487224,0.95218074,0.9535875,0.95504713,0.9557334,0.95151085,0.9507534,0.9509082,0.95354277,0.9500158,0.95075464,0.9510834,0.9549002,0.9500245,0.9496176,0.9522835,0.9558637,0.95491827,0.9578533,0.95186067,0.9490558,0.95276594,0.95060194,0.9477307,0.9504674,0.9546833,0.999987,0.9528718,0.9526635,0.95226824,0.95355487,0.9507764,0.9508941,0.9482778,0.9522686,0.95653564,0.9505647,0.94730127,0.95362175,0.94943917,0.9495168,0.94895357,0.9565943
SYNE1,0.9533794,0.9538171,0.9493791,0.94997793,0.9509521,0.9498883,0.9511365,0.9513163,0.95188755,0.953962,0.9504962,0.94969845,0.951493,0.95069456,0.94610184,0.9511174,0.9529929,0.9527622,0.95004565,0.9484745,0.95283115,0.952345,0.9507587,0.9527759,0.9471239,0.95027465,0.9503602,0.9521909,0.95480776,0.9483497,0.9549158,0.94852984,0.94919515,0.9487327,0.9480643,0.95172846,0.9489298,0.9521133,0.9504195,0.9491107,0.94684875,0.94773,0.9496952,0.9498749,0.9449399,0.94891495,0.9495266,0.9531974,0.9503818,0.94957906,0.9482163,0.953696,0.94880635,0.9481314,0.94766974,0.94803834,0.9523632,0.9518041,0.94896954,0.9493745,0.95412886,0.9496527,0.9471157,0.95015913,0.9482447,0.948177,0.9507175,0.9513453,0.94533336,0.94705194,0.9515439,0.95044804,0.95449644,0.95117617,0.94776356,0.95264,0.9497031,0.949176,0.9478835,0.9512341,0.94759977,0.9510106,0.9476475,0.9528718,0.99999017,0.9514195,0.9515826,0.95128065,0.9455973,0.95067656,0.9478447,0.9477343,0.95210546,0.95071244,0.94878244,0.9503937,0.9451641,0.9511367,0.95076776,0.9526502
TCEAL1,0.95676893,0.946066,0.9468317,0.95311296,0.9578481,0.95380425,0.9506184,0.9510259,0.9480182,0.95076,0.9559798,0.9492821,0.95281595,0.95368713,0.9522901,0.95254534,0.95366156,0.95543957,0.9502864,0.9481761,0.95220256,0.9496332,0.94977015,0.95241475,0.94762796,0.9550565,0.9512122,0.9483234,0.9582354,0.947992,0.9487055,0.9463355,0.95162356,0.94775903,0.94761056,0.9574863,0.94998926,0.9557679,0.9452786,0.94530976,0.9479911,0.94699895,0.95109427,0.9489609,0.9485272,0.946066,0.94819504,0.9528499,0.95004517,0.94847596,0.9454987,0.9554192,0.9559288,0.9481932,0.9446211,0.9516282,0.9599035,0.9533302,0.9516767,0.9492318,0.9515605,0.9573364,0.9487895,0.9491685,0.9470046,0.9454339,0.9529109,0.94743776,0.9523383,0.9489103,0.9492065,0.95225793,0.9505427,0.95141655,0.9488745,0.9516258,0.94704616,0.9510342,0.94902736,0.95253474,0.95227087,0.9473876,0.94688666,0.9526635,0.9514195,0.99999857,0.95641226,0.95439863,0.94174844,0.95330894,0.94384027,0.94909245,0.9557709,0.9505416,0.94611806,0.95118654,0.94447196,0.95157176,0.9508529,0.95245504
