,AK3,ATF7IP2,ATP10D,ATP6V1E2,ATXN7L3,BACH2,BBS10,BEND3,BHLHE40,BTLA,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,EHF,EHMT1,ELOF1,FAM208A,FAM229B,HDHD3,HES5,HIST1H4I,HOXA1,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLRG1,KRTCAP2,LCMT2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,MAP7D1,MAPK8,MBOAT2,MCTS1,MED19,MGA,MICA,MOSMO,MT3,NDST1,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RFX5,RPL26L1,RPS6KA1,S100P,SAMHD1,SENP5,SFXN4,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SPATA2,SYNE1,TESPA1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,YWHAG,ZDHHC5,ZFHX4,ZFP14,ZNF10,ZNF138,ZNF235,ZNF473,ZNF483,ZNF534,ZNF687,ZNF880
LRTOMT,0.948963,0.94997346,0.95231223,0.9517841,0.9505242,0.949963,0.9489122,0.9497518,0.9471695,0.9488494,0.9535652,0.9486792,0.95096517,0.94971955,0.94801235,0.9519917,0.9499161,0.952827,0.9527591,0.9507828,0.9496182,0.9497903,0.95209736,0.95059514,0.9501741,0.95130926,0.94851696,0.95176417,0.95332783,0.9520261,0.94985735,0.9484955,0.95036614,0.9496952,0.95264304,0.94864273,0.9491168,0.9518893,0.9504989,0.94988763,0.9495247,0.9527223,0.999995,0.9500921,0.9528048,0.9508767,0.95210385,0.94825894,0.94913876,0.9503435,0.9501953,0.9474702,0.94880384,0.94878924,0.9524,0.95263517,0.9524739,0.9527045,0.9503685,0.950312,0.94970536,0.9539721,0.9499407,0.9525447,0.949377,0.951505,0.95121944,0.953122,0.95339006,0.95129716,0.9487513,0.95457137,0.95121616,0.9521228,0.9484542,0.9503168,0.95247066,0.95161194,0.9491529,0.94978213,0.9510001,0.9526886,0.9538192,0.94953775,0.9488162,0.9511126,0.9538789,0.95124424,0.95067257,0.95318675,0.9520156,0.95112145,0.9543008,0.95207065,0.95217097,0.95149237,0.9505141,0.9506566,0.9515207,0.9518409
LY96,0.9504852,0.9502253,0.95069534,0.95184755,0.9557014,0.9527508,0.95104843,0.94951314,0.9491765,0.9500068,0.94782466,0.9487351,0.9484793,0.95022124,0.94789904,0.9557548,0.9578504,0.9499045,0.9478562,0.94880265,0.95062566,0.9490008,0.94985795,0.9508468,0.95379555,0.9555433,0.947877,0.9567586,0.9500909,0.94810873,0.9585696,0.9506385,0.9484349,0.94994277,0.9482653,0.95013976,0.94772017,0.9502473,0.94847417,0.9499681,0.9460577,0.94744265,0.9500921,1.0000026,0.9485038,0.95226765,0.9479598,0.9485435,0.95192295,0.95952964,0.94891036,0.95171565,0.9505059,0.9495273,0.94779396,0.9535165,0.9480515,0.9483485,0.94923395,0.9488271,0.9488272,0.9483749,0.9443927,0.9483131,0.94842994,0.9493154,0.95418596,0.9544082,0.9507754,0.9484951,0.95282704,0.951164,0.95302254,0.950684,0.9504022,0.9496713,0.9514738,0.9484215,0.95833504,0.9625291,0.9488862,0.95489883,0.94740695,0.94230825,0.9510454,0.9492537,0.950146,0.95224386,0.94999397,0.94726264,0.94719005,0.94763076,0.94776607,0.9546408,0.9464993,0.9479423,0.95012516,0.9500959,0.94835204,0.94811463
LYST,0.94982845,0.9498452,0.9498209,0.9501045,0.9473661,0.947996,0.950553,0.9511954,0.94912493,0.95129585,0.95236063,0.95007896,0.95146155,0.9516442,0.9482147,0.94944954,0.9473707,0.95211524,0.95289767,0.9485258,0.951107,0.95133805,0.95189315,0.9482408,0.94816065,0.9493938,0.95044315,0.9510619,0.951823,0.9521979,0.94836926,0.948735,0.95169055,0.9520382,0.9505647,0.9510725,0.9501698,0.95157504,0.9507421,0.9489858,0.95033336,0.95177174,0.9528048,0.9485038,1.0000118,0.9492138,0.95381784,0.9509317,0.95160776,0.9495279,0.95110524,0.9478382,0.94980586,0.9510658,0.9519171,0.9509799,0.95453924,0.95106983,0.9484967,0.95242345,0.950869,0.9518089,0.94953436,0.9516005,0.95210725,0.9527458,0.94930255,0.95007193,0.9501459,0.9518899,0.9486544,0.95021653,0.9506894,0.9492735,0.9518242,0.95282286,0.9500493,0.95178694,0.9477052,0.9491329,0.94998384,0.94907117,0.953882,0.9508805,0.95046014,0.9492445,0.9512978,0.9490524,0.95089865,0.9527594,0.9525122,0.95144665,0.95252514,0.9486646,0.9521175,0.95186955,0.9501964,0.9520033,0.95077264,0.95077276
MAP7D1,0.9527674,0.95043534,0.9533846,0.95524025,0.9505566,0.9568228,0.9530525,0.95762646,0.9520352,0.957138,0.9481378,0.9496665,0.9511301,0.95288926,0.9486751,0.953503,0.95368445,0.9515557,0.9485804,0.9469208,0.95272946,0.95380837,0.95031404,0.9482815,0.9518835,0.95119655,0.95198,0.9493419,0.95580417,0.94893616,0.95441985,0.954618,0.95629334,0.96069276,0.94950545,0.95649946,0.9534372,0.94913214,0.95337856,0.9481847,0.94912004,0.9486494,0.9508767,0.95226765,0.9492138,1.0000118,0.9504422,0.9540328,0.95739913,0.9510581,0.95189774,0.9518172,0.95572996,0.95455503,0.95009357,0.9496487,0.9507754,0.94810414,0.9477062,0.9574547,0.95522946,0.95152885,0.9457506,0.94857085,0.95576656,0.950552,0.9532013,0.9537303,0.95035547,0.95101833,0.9452189,0.9518787,0.95423955,0.9493433,0.95562696,0.9536843,0.95525086,0.9490856,0.95074874,0.9496968,0.95119184,0.95501715,0.9500336,0.94901013,0.957685,0.947582,0.9486842,0.9528766,0.953937,0.9493319,0.95341456,0.9538415,0.95110875,0.9510277,0.9493855,0.954549,0.9509689,0.9545668,0.9561932,0.9514898
MAPK8,0.9484502,0.9492766,0.94948554,0.9491324,0.9483226,0.948459,0.94971347,0.9494556,0.9491863,0.94950396,0.95272964,0.9514101,0.9511255,0.94911,0.9494899,0.9479371,0.9474913,0.95201147,0.95445186,0.9482242,0.95111,0.9509042,0.95300764,0.94942063,0.947623,0.94820416,0.95104903,0.94821703,0.9501094,0.9542811,0.94898075,0.9495915,0.9497897,0.9497301,0.95087844,0.949102,0.9520403,0.9496822,0.9520277,0.95090365,0.95061886,0.95293915,0.95210385,0.9479598,0.95381784,0.9504422,1.0000002,0.9512826,0.94890046,0.9477136,0.9508561,0.94910854,0.95094347,0.95085096,0.95402527,0.9481075,0.9541901,0.952392,0.9484828,0.949825,0.9494958,0.94973797,0.9500282,0.9507628,0.9519682,0.9527191,0.9488745,0.9479016,0.950552,0.95237637,0.9489769,0.94923675,0.94801027,0.94922054,0.95066303,0.95122427,0.94934136,0.95147765,0.94767815,0.9472748,0.9495051,0.94899505,0.9541401,0.95098937,0.9506371,0.94962245,0.9511206,0.94913983,0.9494896,0.95430803,0.95283824,0.94987184,0.9533273,0.94844675,0.9513201,0.9525495,0.95053905,0.95161957,0.95013916,0.95064574
MBOAT2,0.9459879,0.9497013,0.950541,0.9506774,0.9496833,0.9534303,0.9491142,0.95460373,0.96211696,0.9571362,0.9463771,0.949416,0.94926506,0.95374244,0.95345837,0.9474618,0.9487215,0.95280266,0.95061904,0.9469787,0.95054936,0.9510413,0.9524443,0.9482311,0.94447124,0.943257,0.9523116,0.941952,0.9492304,0.9518688,0.9498479,0.9527203,0.95432556,0.9565207,0.9479285,0.95920753,0.96202165,0.9450973,0.9562427,0.9549962,0.9480524,0.95297986,0.94825894,0.9485435,0.9509317,0.9540328,0.9512826,1.0000104,0.9539966,0.94154876,0.9524996,0.9616675,0.9540529,0.9535414,0.9502591,0.9439487,0.9498261,0.9551667,0.94821554,0.95150095,0.95445544,0.9477983,0.95392203,0.9513549,0.9525839,0.947093,0.94751674,0.944872,0.94566566,0.95235205,0.9458835,0.9460878,0.9470267,0.9486278,0.957885,0.9516661,0.9472985,0.9514134,0.94601685,0.94266534,0.95121837,0.9505504,0.9490347,0.9525863,0.9600902,0.9514307,0.9469199,0.945622,0.949117,0.95023245,0.95339656,0.9527739,0.9471909,0.9491782,0.94753236,0.95125353,0.94955164,0.95567095,0.9535292,0.9516319
MCTS1,0.9529255,0.9524723,0.94959277,0.95636344,0.9501982,0.95049435,0.95176363,0.96602815,0.9545171,0.96235514,0.94699585,0.94973147,0.9474069,0.94856215,0.9473383,0.9518151,0.9521047,0.94963896,0.9479852,0.94480485,0.9523207,0.9562806,0.95085263,0.9419793,0.9498155,0.9511708,0.949016,0.9501333,0.9544682,0.9488966,0.94975495,0.9540477,0.9597735,0.9678903,0.94629526,0.9587666,0.95453435,0.9450371,0.95371014,0.94397914,0.9425942,0.94748425,0.94913876,0.95192295,0.95160776,0.95739913,0.94890046,0.9539966,1.0000064,0.9513759,0.94856507,0.9509119,0.9532533,0.9534996,0.94831127,0.95048356,0.9513997,0.9481616,0.94211036,0.9600886,0.9577668,0.94591933,0.9437125,0.94721925,0.95632213,0.9504691,0.9499152,0.9516937,0.94720495,0.94791114,0.93957525,0.9476878,0.95597076,0.94067943,0.9644211,0.9571913,0.9518404,0.947914,0.9493205,0.95038843,0.9471264,0.95485204,0.9510911,0.9438,0.95976293,0.9453101,0.9467264,0.94809985,0.95307624,0.9475069,0.9521805,0.9521701,0.9497776,0.9507042,0.9464917,0.94969344,0.950981,0.9515204,0.95961547,0.9484188
MED19,0.95753413,0.95105684,0.9532121,0.95346284,0.9572527,0.9570484,0.9552653,0.9484849,0.9432782,0.9481455,0.9509318,0.9514813,0.9507381,0.9524195,0.9465177,0.9557507,0.9606667,0.94829965,0.9481498,0.9516015,0.9519454,0.94888675,0.94908315,0.95005244,0.9576032,0.96215034,0.95030487,0.96158844,0.9537934,0.9476268,0.9619864,0.9515433,0.9462272,0.9494086,0.9498756,0.947447,0.9414351,0.95138735,0.9469881,0.94617784,0.95023894,0.9448345,0.9503435,0.95952964,0.9495279,0.9510581,0.9477136,0.94154876,0.9513759,1.0000026,0.9492478,0.9461143,0.9526593,0.94861364,0.9476866,0.95781636,0.95010144,0.94508225,0.95243734,0.9514962,0.94813764,0.9507442,0.94112223,0.94925374,0.9494853,0.95218265,0.9560618,0.95692307,0.95471823,0.9497197,0.9586428,0.9541694,0.96172744,0.9511636,0.94773746,0.9513212,0.95543206,0.9483619,0.9620855,0.97376,0.95058674,0.95537204,0.9484658,0.94268745,0.94941896,0.9474115,0.9521122,0.9572498,0.9500531,0.9477433,0.9477403,0.946929,0.9509324,0.95371056,0.9484556,0.9502549,0.95286924,0.9489819,0.948876,0.95040226
MGA,0.9506238,0.94812435,0.9502694,0.9488668,0.9502139,0.95319587,0.9530709,0.94838285,0.9539732,0.94932145,0.95169175,0.9536628,0.95368165,0.95639527,0.95582175,0.948998,0.95003825,0.95354563,0.95132303,0.9526887,0.949546,0.95146334,0.9503156,0.9539587,0.94875616,0.95053583,0.9511581,0.9501656,0.94891065,0.950469,0.9515465,0.95102674,0.9510989,0.94927645,0.951791,0.9503845,0.95095176,0.9497633,0.95289314,0.9517476,0.9509612,0.9524316,0.9501953,0.94891036,0.95110524,0.95189774,0.9508561,0.9524996,0.94856507,0.9492478,1.0000006,0.95331824,0.95190334,0.9518287,0.9517672,0.94822925,0.94993293,0.95406044,0.95251757,0.9523102,0.952408,0.95231545,0.9530282,0.9536876,0.95134896,0.94889843,0.9484672,0.9467928,0.9524495,0.9532769,0.95025295,0.94891375,0.9486321,0.95370543,0.9492012,0.9504443,0.94851285,0.9539223,0.9489738,0.9496059,0.9561538,0.9498272,0.95259535,0.9509182,0.95092356,0.95104283,0.95037866,0.9548588,0.9510839,0.9489149,0.95130247,0.9551995,0.9523672,0.95134723,0.9511894,0.9557979,0.94967294,0.95074904,0.9492011,0.9561785
MICA,0.9508221,0.94846964,0.9466043,0.9487146,0.9565693,0.9636016,0.9459488,0.95102435,0.9647762,0.9506789,0.93822515,0.95127475,0.9475807,0.9563329,0.95800745,0.9482079,0.95645434,0.9542297,0.94931906,0.9519936,0.94702286,0.9518011,0.9481329,0.9568107,0.9458268,0.9467521,0.9476938,0.9448409,0.9428073,0.951486,0.9548281,0.9580972,0.94918233,0.9518117,0.94264007,0.9545076,0.9548432,0.9404642,0.9555794,0.9623822,0.9458024,0.9534019,0.9474702,0.95171565,0.9478382,0.9518172,0.94910854,0.9616675,0.9509119,0.9461143,0.95331824,0.9999981,0.95185626,0.95176053,0.9488562,0.9427235,0.9450568,0.9543734,0.9511852,0.9435445,0.95092684,0.9443979,0.9555425,0.94866693,0.95106256,0.94768745,0.94657075,0.9467991,0.94559747,0.9517534,0.9484496,0.9456907,0.9457301,0.9490102,0.95700353,0.9480808,0.94287854,0.94926757,0.9518695,0.9457067,0.95323014,0.9527326,0.9445797,0.9483019,0.9630136,0.9523218,0.9444353,0.9515164,0.9484584,0.94775045,0.954436,0.94814104,0.9412446,0.9480626,0.94304425,0.9511814,0.9470183,0.9468827,0.949859,0.9544651
MOSMO,0.9558263,0.94834626,0.95314246,0.9512191,0.9521012,0.9619435,0.96016395,0.9515301,0.95583403,0.9538569,0.9510784,0.9556695,0.95396304,0.9574037,0.9522394,0.9526187,0.9554194,0.9541206,0.9491067,0.95068604,0.9529617,0.95143205,0.94940454,0.95302325,0.95101047,0.9539646,0.9560437,0.947391,0.95168555,0.9499133,0.9542916,0.954172,0.95388174,0.95663464,0.9485889,0.9523298,0.9515869,0.9486558,0.9523571,0.94743264,0.9507485,0.9491578,0.94880384,0.9505059,0.94980586,0.95572996,0.95094347,0.9540529,0.9532533,0.9526593,0.95190334,0.95185626,1.0000025,0.95389503,0.95100254,0.94886243,0.952733,0.95011437,0.9528517,0.95739144,0.9487639,0.951835,0.94750607,0.9486631,0.9531575,0.9524276,0.9491943,0.9482897,0.95293725,0.9538971,0.94952786,0.95009047,0.9559437,0.9533959,0.9536113,0.95323646,0.95194346,0.94963264,0.9514949,0.95117617,0.95587707,0.9528614,0.95199513,0.9499369,0.9595195,0.94613147,0.9507544,0.95647043,0.95253545,0.94834715,0.95191884,0.95281035,0.95230335,0.9513462,0.9522694,0.95538497,0.9519265,0.9541643,0.95100045,0.9542861
MT3,0.9498574,0.9528633,0.9501233,0.9531277,0.9480221,0.9492512,0.95305544,0.95440936,0.9554632,0.95556164,0.952694,0.95182794,0.9522375,0.95174056,0.9541278,0.9518711,0.94998765,0.95300174,0.9501548,0.9489413,0.9540074,0.95111364,0.9514305,0.9488667,0.94855005,0.9489876,0.9547434,0.9481016,0.9520472,0.9515509,0.9506106,0.95523524,0.95610917,0.9553081,0.95196456,0.9526229,0.95478785,0.94998467,0.9518982,0.9499833,0.9494883,0.95097756,0.94878924,0.9495273,0.9510658,0.95455503,0.95085096,0.9535414,0.9534996,0.94861364,0.9518287,0.95176053,0.95389503,1.0000138,0.9502861,0.948742,0.950765,0.95217407,0.949646,0.9571787,0.95434123,0.9531093,0.9507353,0.9531893,0.952316,0.94938254,0.9502373,0.9513068,0.9509732,0.9511309,0.94634116,0.94909614,0.95350015,0.95115685,0.9546359,0.9551221,0.95115924,0.9524631,0.94935834,0.947113,0.9534781,0.95308757,0.95394546,0.9507411,0.95455307,0.95118976,0.95095754,0.95151925,0.9521306,0.95011616,0.9539188,0.9560104,0.9521031,0.9498404,0.9531969,0.9544653,0.9501419,0.9551646,0.95250875,0.9540045
NDST1,0.94915926,0.9496457,0.9509643,0.94966286,0.9475029,0.94957036,0.95017815,0.9484675,0.94994825,0.9475745,0.95250475,0.950912,0.95342416,0.94903165,0.9505651,0.94980437,0.9471595,0.95318246,0.9541083,0.9511565,0.9492628,0.9514528,0.9517821,0.9515029,0.94749385,0.94902104,0.95191014,0.94866407,0.95055497,0.95355815,0.94967955,0.94730204,0.9499897,0.948566,0.95043737,0.94903374,0.9513243,0.95151824,0.952542,0.9503287,0.95131195,0.953779,0.9524,0.94779396,0.9519171,0.95009357,0.95402527,0.9502591,0.94831127,0.9476866,0.9517672,0.9488562,0.95100254,0.9502861,0.9999897,0.9492183,0.95278937,0.95267874,0.9496599,0.949322,0.9491049,0.95250624,0.9507188,0.95181245,0.9516165,0.9533892,0.9485922,0.94953316,0.95236677,0.9534081,0.9503845,0.95013416,0.9486657,0.9523067,0.94726163,0.95001245,0.9496987,0.95308924,0.9484899,0.9478555,0.95071834,0.9477497,0.95417196,0.9516682,0.9495894,0.9511279,0.9539038,0.94890475,0.9508861,0.95460707,0.953303,0.9521424,0.95505494,0.94935685,0.9514827,0.95381844,0.9505084,0.9512351,0.9484696,0.95268524
NNAT,0.9493787,0.9525163,0.9528803,0.95265085,0.95080364,0.94487613,0.95040977,0.951033,0.9427261,0.94931585,0.9552821,0.94916725,0.9500719,0.9508828,0.94787383,0.9559213,0.95038646,0.94886935,0.9493748,0.9490138,0.95490694,0.94947416,0.95120674,0.948601,0.9552606,0.95843136,0.9491815,0.9606792,0.9564216,0.94922775,0.9543269,0.9451203,0.95070505,0.949069,0.9546832,0.94806194,0.9459504,0.9560928,0.9472639,0.9469173,0.9492308,0.9475863,0.95263517,0.9535165,0.9509799,0.9496487,0.9481075,0.9439487,0.95048356,0.95781636,0.94822925,0.9427235,0.94886243,0.948742,0.9492183,1.0000014,0.95136106,0.95175654,0.9506775,0.95307267,0.9533626,0.95447445,0.9463454,0.9522576,0.9495995,0.95091534,0.9553788,0.95505375,0.9555009,0.94792247,0.9500838,0.9545284,0.9554664,0.9529564,0.94545615,0.95169353,0.95710665,0.95126796,0.9518595,0.9591479,0.9504449,0.9517608,0.9519522,0.9475827,0.94491506,0.95201856,0.9559788,0.9524048,0.95248705,0.950572,0.94786775,0.95135903,0.95256865,0.9540298,0.9501783,0.94761205,0.9514647,0.95275265,0.95090127,0.95002896
ORM2,0.95076543,0.9502317,0.9517754,0.9525864,0.947055,0.9464879,0.95318943,0.9530023,0.9470358,0.95156014,0.95441025,0.9519675,0.95171565,0.9511159,0.9494961,0.950854,0.9481678,0.9510716,0.9518686,0.94839174,0.9541708,0.950032,0.95510465,0.9470424,0.95023614,0.9515041,0.952095,0.95238364,0.95234996,0.95354664,0.9501339,0.9500786,0.9532205,0.95204896,0.95145136,0.94985664,0.95041203,0.95168763,0.9505788,0.94439304,0.95218915,0.95213014,0.9524739,0.9480515,0.95453924,0.9507754,0.9541901,0.9498261,0.9513997,0.95010144,0.94993293,0.9450568,0.952733,0.950765,0.95278937,0.95136106,0.99999726,0.951071,0.9482045,0.95671964,0.9523314,0.9517779,0.948852,0.95046765,0.9542179,0.9541664,0.9508815,0.94804126,0.95213604,0.95327085,0.95048743,0.94999886,0.9539536,0.9489298,0.9504234,0.9549736,0.9532673,0.9536023,0.94790435,0.9496538,0.94962054,0.9497774,0.95549905,0.9503374,0.95055854,0.94859993,0.95320845,0.95165503,0.9501233,0.9529894,0.953026,0.9517578,0.9554869,0.9506692,0.9521493,0.95289093,0.95050776,0.9537145,0.9520179,0.95165503
P3H3,0.94423974,0.94986254,0.9503363,0.947557,0.9483198,0.94795793,0.94953805,0.9492671,0.9534668,0.94922346,0.95392996,0.9498563,0.9529567,0.9523032,0.9552675,0.9502455,0.9461392,0.955994,0.9525807,0.95290285,0.9514348,0.9499471,0.953907,0.95539904,0.9465076,0.94712186,0.9505562,0.9499832,0.94964415,0.9525756,0.94870347,0.948156,0.9518435,0.9494441,0.9533613,0.9489918,0.9543297,0.95398897,0.9547618,0.9549484,0.9515135,0.9537537,0.9527045,0.9483485,0.95106983,0.94810414,0.952392,0.9551667,0.9481616,0.94508225,0.95406044,0.9543734,0.95011437,0.95217407,0.95267874,0.95175654,0.951071,1.000013,0.9488699,0.9495515,0.9520963,0.95408905,0.95507884,0.9530027,0.95003283,0.95070726,0.94961655,0.9458295,0.9521142,0.9525347,0.94845015,0.9502718,0.9446839,0.9545382,0.9492377,0.9489,0.9494655,0.95452374,0.94645375,0.9467642,0.9543486,0.94793916,0.9515484,0.95138884,0.9507743,0.9561416,0.95530134,0.9477279,0.9501543,0.95129836,0.95128185,0.9534915,0.95085585,0.95128816,0.9511177,0.9508493,0.9504374,0.95490026,0.9500133,0.9556665
PEX10,0.9538403,0.9487887,0.9512543,0.9509407,0.9529659,0.95601976,0.95182854,0.93970126,0.9478239,0.94460493,0.9527137,0.9563152,0.9554852,0.95777583,0.95568866,0.9522196,0.95624983,0.9509264,0.9498497,0.9587281,0.95068485,0.9489765,0.9486995,0.95838606,0.9500052,0.9546947,0.95404303,0.94943976,0.94793594,0.9511318,0.9536732,0.95158476,0.9438428,0.9407026,0.95332646,0.9425979,0.9452829,0.9504877,0.94659275,0.95183617,0.95092577,0.95094365,0.9503685,0.94923395,0.9484967,0.9477062,0.9484828,0.94821554,0.94211036,0.95243734,0.95251757,0.9511852,0.9528517,0.949646,0.9496599,0.9506775,0.9482045,0.9488699,1.0000043,0.94295657,0.9418662,0.95388824,0.95243514,0.95405555,0.947747,0.94912666,0.95015603,0.952537,0.95539695,0.9526423,0.9573797,0.9539296,0.95403296,0.9583063,0.943974,0.9465672,0.9506685,0.9513747,0.9553019,0.9518117,0.9556533,0.9513252,0.95019746,0.95043457,0.9465676,0.95406395,0.9492748,0.95852995,0.95187676,0.950591,0.9486119,0.9484916,0.9500495,0.9501194,0.9544307,0.9523846,0.9500947,0.9454327,0.9441753,0.9561833
PIP,0.95637965,0.9507356,0.9521349,0.9591267,0.94868594,0.9488287,0.9572398,0.9604492,0.95087415,0.9582193,0.9564544,0.95174164,0.9531337,0.9565871,0.95206547,0.9519323,0.9482233,0.9517195,0.9485927,0.9450665,0.95765585,0.9529952,0.9526827,0.94724214,0.95077527,0.95419705,0.9552951,0.953091,0.95686454,0.9484376,0.9487618,0.9544418,0.9625847,0.96327335,0.95306623,0.9538033,0.9556769,0.9551185,0.9517263,0.9405568,0.95186895,0.94725907,0.950312,0.9488271,0.95242345,0.9574547,0.949825,0.95150095,0.9600886,0.9514962,0.9523102,0.9435445,0.95739144,0.9571787,0.949322,0.95307267,0.95671964,0.9495515,0.94295657,1.0000143,0.9640734,0.9541907,0.94792557,0.9514366,0.9585806,0.9513229,0.9497972,0.95159346,0.95315844,0.9515551,0.94660974,0.9504885,0.9581463,0.94787174,0.95595574,0.9576427,0.956522,0.9530125,0.94715214,0.9493784,0.9534316,0.953301,0.95668757,0.9509287,0.95585954,0.94742244,0.9550309,0.9564093,0.9503996,0.9488226,0.95183533,0.9576049,0.95628643,0.95039845,0.95118225,0.9537017,0.95005804,0.9591393,0.95998013,0.9530799
POU2F3,0.95111406,0.95200825,0.95036554,0.9566706,0.94773155,0.9469668,0.9520854,0.96207947,0.9553313,0.9567964,0.9502999,0.95030427,0.94884807,0.95420283,0.9541108,0.9515787,0.9471977,0.952611,0.9498846,0.9465986,0.95684904,0.9523643,0.9533486,0.9467023,0.9470477,0.94982034,0.950019,0.95136553,0.95792866,0.94972485,0.9488262,0.95226955,0.9632056,0.9594442,0.9518382,0.9575572,0.95665014,0.9520259,0.953153,0.9452229,0.9480362,0.95031995,0.94970536,0.9488272,0.950869,0.95522946,0.9494958,0.95445544,0.9577668,0.94813764,0.952408,0.95092684,0.9487639,0.95434123,0.9491049,0.9533626,0.9523314,0.9520963,0.9418662,0.9640734,1.0000032,0.95124483,0.95215416,0.9514757,0.9565601,0.94881403,0.95050013,0.9489396,0.9492413,0.9513398,0.9434109,0.948844,0.9503785,0.9450576,0.9576462,0.95624495,0.95218813,0.95501316,0.9472433,0.9469163,0.95024115,0.9512214,0.95429075,0.951215,0.9552433,0.9509664,0.95435584,0.94852734,0.95133257,0.9492126,0.95310426,0.95729494,0.9522511,0.94898343,0.9481694,0.950324,0.94854075,0.95604515,0.9602083,0.9531804
RAB30,0.94756067,0.9509281,0.95394033,0.95159155,0.9477733,0.94859064,0.9543487,0.9479773,0.94533455,0.94804865,0.96059066,0.95043963,0.9560691,0.9521415,0.9528866,0.9538791,0.9462788,0.95633835,0.95210296,0.9544113,0.9525063,0.94880664,0.9535526,0.95156205,0.95036024,0.9524083,0.9547255,0.9526068,0.9547946,0.95149887,0.9514444,0.94606066,0.9521636,0.94910574,0.9607227,0.9470441,0.95043164,0.9626162,0.9493098,0.94947654,0.95434487,0.95026183,0.9539721,0.9483749,0.9518089,0.95152885,0.94973797,0.9477983,0.94591933,0.9507442,0.95231545,0.9443979,0.951835,0.9531093,0.95250624,0.95447445,0.9517779,0.95408905,0.95388824,0.9541907,0.95124483,0.9999875,0.951825,0.9574484,0.9511876,0.95105433,0.9518708,0.9546391,0.95682216,0.95272034,0.9515,0.9553995,0.95253253,0.9606825,0.9435258,0.95067793,0.9549174,0.9546492,0.94856197,0.9503268,0.9587754,0.94968355,0.95513713,0.9525174,0.94661605,0.95304537,0.957905,0.955051,0.9510124,0.9513817,0.9502113,0.9574658,0.9556677,0.950342,0.95806265,0.95032644,0.9501306,0.9540687,0.94921887,0.95545757
RAMP1,0.94745237,0.9486312,0.94824326,0.9481175,0.94692934,0.9494239,0.94915766,0.94407296,0.9539106,0.9461832,0.95028603,0.9521065,0.95223653,0.9530394,0.96025187,0.94794667,0.94426656,0.9530883,0.95182365,0.95636964,0.95006585,0.94834054,0.95025426,0.95801675,0.94393784,0.94630957,0.9506162,0.94671106,0.9460364,0.9512992,0.94424856,0.95006084,0.9486407,0.94418216,0.9515452,0.9467527,0.95327044,0.9513043,0.9514742,0.95466614,0.95308286,0.9554335,0.9499407,0.9443927,0.94953436,0.9457506,0.9500282,0.95392203,0.9437125,0.94112223,0.9530282,0.9555425,0.94750607,0.9507353,0.9507188,0.9463454,0.948852,0.95507884,0.95243514,0.94792557,0.95215416,0.951825,0.9999937,0.9537829,0.94943607,0.9483634,0.9450933,0.94386536,0.94911623,0.95239484,0.95175827,0.9465357,0.9430078,0.95278317,0.9468312,0.9462113,0.94566417,0.95587856,0.94436383,0.9401073,0.95437765,0.94524753,0.95172834,0.95771474,0.94976175,0.9539132,0.9512453,0.9501568,0.94857717,0.95006424,0.95169765,0.95254666,0.9494835,0.9479074,0.9510593,0.95113,0.94552505,0.9480876,0.9481018,0.9543376
RASD2,0.94760543,0.9524257,0.9518335,0.9519674,0.9492879,0.94864684,0.9517173,0.94785583,0.94939375,0.9501085,0.9581529,0.9529471,0.9539542,0.956289,0.95379114,0.95292836,0.9486323,0.9532795,0.9523884,0.9528897,0.95339024,0.9493446,0.95275617,0.95115256,0.94901717,0.9507492,0.9541412,0.95110524,0.9512996,0.9517406,0.94979346,0.9494916,0.95035964,0.94846255,0.956785,0.9477394,0.95267266,0.9537248,0.95177037,0.9520136,0.9526198,0.9520761,0.9525447,0.9483131,0.9516005,0.94857085,0.9507628,0.9513549,0.94721925,0.94925374,0.9536876,0.94866693,0.9486631,0.9531893,0.95181245,0.9522576,0.95046765,0.9530027,0.95405555,0.9514366,0.9514757,0.9574484,0.9537829,1.0000088,0.9513986,0.9485911,0.95126235,0.95195174,0.9525746,0.9519404,0.951431,0.95286006,0.95261276,0.9569405,0.9480425,0.9506364,0.952572,0.9553374,0.9487853,0.9491517,0.95520586,0.95151794,0.9544891,0.9524491,0.94826186,0.9558666,0.95532835,0.9537748,0.95025516,0.9520679,0.9523891,0.9563704,0.9541887,0.9505281,0.9554351,0.95303917,0.9486767,0.95423806,0.9492907,0.95394295
