,AK3,ATF7IP2,ATP10D,ATP6V1E2,ATXN7L3,BACH2,BBS10,BEND3,BHLHE40,BTLA,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,EHF,EHMT1,ELOF1,FAM208A,FAM229B,HDHD3,HES5,HIST1H4I,HOXA1,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLRG1,KRTCAP2,LCMT2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,MAP7D1,MAPK8,MBOAT2,MCTS1,MED19,MGA,MICA,MOSMO,MT3,NDST1,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RFX5,RPL26L1,RPS6KA1,S100P,SAMHD1,SENP5,SFXN4,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SPATA2,SYNE1,TESPA1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,YWHAG,ZDHHC5,ZFHX4,ZFP14,ZNF10,ZNF138,ZNF235,ZNF473,ZNF483,ZNF534,ZNF687,ZNF880
DPF3,0.9540259,0.9522878,0.95221,0.95452744,0.9499158,0.948733,0.9541579,0.95446867,0.94888735,0.9522219,0.9534658,0.9539051,0.9509004,0.9560687,0.95235616,0.953043,0.9511219,0.9504682,0.95006704,0.9494047,0.99998605,0.95019114,0.95433074,0.94828933,0.94981194,0.9548088,0.95227724,0.9543712,0.9558518,0.9509307,0.9502881,0.9523325,0.95278364,0.95282036,0.9531703,0.95097965,0.95097256,0.95169425,0.95244944,0.94788826,0.9501403,0.9487683,0.9496182,0.95062566,0.951107,0.95272946,0.95111,0.95054936,0.9523207,0.9519454,0.949546,0.94702286,0.9529617,0.9540074,0.9492628,0.95490694,0.9541708,0.9514348,0.95068485,0.95765585,0.95684904,0.9525063,0.95006585,0.95339024,0.9556192,0.9504112,0.9519399,0.9518271,0.95264447,0.9518882,0.9483978,0.9497964,0.9547012,0.95172507,0.9517491,0.95456207,0.9551877,0.95321846,0.95030063,0.9501478,0.9517287,0.9522833,0.9542593,0.9504343,0.95234066,0.95161897,0.954822,0.95326084,0.95274454,0.95054543,0.9505268,0.95270616,0.9530835,0.9513973,0.9515539,0.95323586,0.94963944,0.95438343,0.9544906,0.9544006
DST,0.95379984,0.95000345,0.95033586,0.951871,0.9498882,0.9530393,0.9482765,0.955312,0.9522969,0.955305,0.9477721,0.95122534,0.94916487,0.9487071,0.9481473,0.9498249,0.95017886,0.95104223,0.95010585,0.9482537,0.95019114,0.99998605,0.95093983,0.9468552,0.94882876,0.94975895,0.9484447,0.9486866,0.9519893,0.94894725,0.9504358,0.95221907,0.95284754,0.9568074,0.9477096,0.9532266,0.9511061,0.94735783,0.95181024,0.9497936,0.94683814,0.9514749,0.9497903,0.9490008,0.95133805,0.95380837,0.9509042,0.9510413,0.9562806,0.94888675,0.95146334,0.9518011,0.95143205,0.95111364,0.9514528,0.94947416,0.950032,0.9499471,0.9489765,0.9529952,0.9523643,0.94880664,0.94834054,0.9493446,0.9545421,0.9513087,0.95141673,0.94989717,0.9499638,0.951011,0.943682,0.9495286,0.9516182,0.9460389,0.9560921,0.95320225,0.95121276,0.9481478,0.9500911,0.94802123,0.9463872,0.9509312,0.95031226,0.9494803,0.95599467,0.94668996,0.94889104,0.95003384,0.95379484,0.9489268,0.9510409,0.9507638,0.9494327,0.949584,0.94908077,0.9513516,0.9507797,0.95138824,0.9543383,0.95025164
EHF,0.9477284,0.9504828,0.95304567,0.9526703,0.94923353,0.94832575,0.9512211,0.95316356,0.9490652,0.9506748,0.9535582,0.9501786,0.95146143,0.9502529,0.9482809,0.9490992,0.94748086,0.95387554,0.9529083,0.947087,0.95433074,0.95093983,0.9999935,0.94876903,0.9479947,0.9487194,0.94948435,0.950485,0.95428836,0.9534359,0.948201,0.94851875,0.95246196,0.95204866,0.95158255,0.95140713,0.9532238,0.9519574,0.95367175,0.94995916,0.9504336,0.95279765,0.95209736,0.94985795,0.95189315,0.95031404,0.95300764,0.9524443,0.95085263,0.94908315,0.9503156,0.9481329,0.94940454,0.9514305,0.9517821,0.95120674,0.95510465,0.953907,0.9486995,0.9526827,0.9533486,0.9535526,0.95025426,0.95275617,0.9536503,0.95239925,0.9524638,0.9506827,0.950698,0.95275193,0.9501101,0.9521378,0.94841886,0.95122254,0.9517442,0.95252,0.9526278,0.95400286,0.94775844,0.948066,0.94947076,0.9502275,0.9526614,0.9509424,0.9505496,0.9513976,0.95501244,0.94773334,0.95149845,0.95257545,0.9535712,0.95047677,0.9552226,0.9492738,0.95140755,0.95151925,0.9520941,0.95489925,0.95319957,0.95109457
EHMT1,0.9516491,0.9451259,0.94982177,0.9459583,0.9532674,0.95750046,0.9527699,0.9405379,0.95217717,0.9424139,0.9487395,0.9518284,0.95555377,0.95807827,0.95884186,0.94963264,0.9528425,0.95390046,0.95079297,0.95581,0.94828933,0.9468552,0.94876903,1.0000026,0.9478378,0.95060027,0.9531778,0.94951814,0.9457872,0.9499951,0.952338,0.95080096,0.94431156,0.9415164,0.951815,0.94226736,0.94858456,0.95345414,0.95031834,0.95811534,0.95464325,0.95316434,0.95059514,0.9508468,0.9482408,0.9482815,0.94942063,0.9482311,0.9419793,0.95005244,0.9539587,0.9568107,0.95302325,0.9488667,0.9515029,0.948601,0.9470424,0.95539904,0.95838606,0.94724214,0.9467023,0.95156205,0.95801675,0.95115256,0.94662607,0.9498331,0.9482711,0.9486346,0.95272917,0.9537623,0.95883834,0.952217,0.9465624,0.9604883,0.9408542,0.94506294,0.94837606,0.9514244,0.94985586,0.9496136,0.95635873,0.9481081,0.9486931,0.9515935,0.9519932,0.95365995,0.9543396,0.9546314,0.9478546,0.9494904,0.95017195,0.9491644,0.9505919,0.9495513,0.94930625,0.9520858,0.94932586,0.9469274,0.9453224,0.95575595
ELOF1,0.9531202,0.9503207,0.95142573,0.9509518,0.9577516,0.9526391,0.949953,0.9501164,0.94417393,0.94909066,0.95069516,0.949862,0.94969904,0.94978905,0.94608253,0.9547138,0.9550718,0.94692737,0.9482069,0.9496254,0.94981194,0.94882876,0.9479947,0.9478378,1.000006,0.9581753,0.9491612,0.95451874,0.9536058,0.9478124,0.95603627,0.9479513,0.9490635,0.94948876,0.950684,0.94999623,0.94395417,0.95086104,0.9472482,0.94807637,0.9489348,0.94520694,0.9501741,0.95379555,0.94816065,0.9518835,0.947623,0.94447124,0.9498155,0.9576032,0.94875616,0.9458268,0.95101047,0.94855005,0.94749385,0.9552606,0.95023614,0.9465076,0.9500052,0.95077527,0.9470477,0.95036024,0.94393784,0.94901717,0.94887155,0.94892174,0.95438075,0.9529068,0.9548112,0.94658333,0.95089775,0.95538616,0.9558168,0.9508886,0.9472885,0.94972175,0.9545928,0.9467085,0.95525044,0.959388,0.94896847,0.95267195,0.9480567,0.94631636,0.9477642,0.9486099,0.9509357,0.95418555,0.95088047,0.94815904,0.9475732,0.94810396,0.94870347,0.9561688,0.9488664,0.9482322,0.952075,0.949089,0.94927967,0.9478156
FAM208A,0.9593814,0.95293057,0.95191455,0.952885,0.9572406,0.9515385,0.95277554,0.9489191,0.9440157,0.9493378,0.9521285,0.9553272,0.95228434,0.95258075,0.9498105,0.9560724,0.95745987,0.94792277,0.94812137,0.9527075,0.9548088,0.94975895,0.9487194,0.95060027,0.9581753,0.9999896,0.95106864,0.96143734,0.95181245,0.94917005,0.9571544,0.9497477,0.94811386,0.94780874,0.95327437,0.94665384,0.94191194,0.9506026,0.94775295,0.9449462,0.94928014,0.9480567,0.95130926,0.9555433,0.9493938,0.95119655,0.94820416,0.943257,0.9511708,0.96215034,0.95053583,0.9467521,0.9539646,0.9489876,0.94902104,0.95843136,0.9515041,0.94712186,0.9546947,0.95419705,0.94982034,0.9524083,0.94630957,0.9507492,0.94931,0.9485653,0.9523906,0.9538737,0.9569894,0.94877505,0.95379514,0.9533038,0.9637768,0.9507766,0.94670635,0.95057064,0.9561494,0.94970745,0.9594102,0.9635266,0.9508062,0.9520918,0.9514153,0.9454016,0.9475907,0.9497405,0.95360094,0.9591478,0.9532803,0.94871664,0.9476058,0.9509731,0.9500369,0.9575958,0.9505102,0.9515916,0.95054483,0.9476215,0.9490864,0.95249695
FAM229B,0.9492705,0.95066047,0.9536845,0.95154,0.94559914,0.9522611,0.95614064,0.94882035,0.9508294,0.94953096,0.95716774,0.95254457,0.9577858,0.95371157,0.9527347,0.95280635,0.9498911,0.95517945,0.9495905,0.9521795,0.95227724,0.9484447,0.94948435,0.9531778,0.9491612,0.95106864,0.9999962,0.94889486,0.95163375,0.9493584,0.9518931,0.94802475,0.9506408,0.9503239,0.954914,0.9487866,0.95426035,0.9543717,0.95065546,0.949788,0.95974207,0.94917846,0.94851696,0.947877,0.95044315,0.95198,0.95104903,0.9523116,0.949016,0.95030487,0.9511581,0.9476938,0.9560437,0.9547434,0.95191014,0.9491815,0.952095,0.9505562,0.95404303,0.9552951,0.950019,0.9547255,0.9506162,0.9541412,0.95038855,0.9503459,0.9502036,0.9512323,0.95290726,0.95494646,0.95203847,0.95113844,0.9552618,0.95874053,0.9468041,0.9504125,0.9528352,0.952355,0.9502277,0.9498676,0.95925486,0.9494319,0.95315486,0.958409,0.9536834,0.9496187,0.95269424,0.9528859,0.9495153,0.95090497,0.9519124,0.9543012,0.9539993,0.9489882,0.9545825,0.954641,0.9502557,0.95534307,0.9483844,0.9527343
HDHD3,0.9522978,0.9511014,0.9499601,0.95385325,0.9518653,0.9472301,0.9508558,0.9498075,0.94180906,0.94862825,0.9526681,0.9503191,0.95009744,0.9512817,0.9492152,0.95278555,0.95399934,0.94781214,0.94843435,0.94890404,0.9543712,0.9486866,0.950485,0.94951814,0.95451874,0.96143734,0.94889486,0.99999774,0.9528883,0.94823784,0.95374477,0.9496646,0.94956255,0.9481282,0.95190084,0.9481139,0.94414806,0.95384765,0.94703126,0.9463654,0.9485156,0.94606096,0.95176417,0.9567586,0.9510619,0.9493419,0.94821703,0.941952,0.9501333,0.96158844,0.9501656,0.9448409,0.947391,0.9481016,0.94866407,0.9606792,0.95238364,0.9499832,0.94943976,0.953091,0.95136553,0.9526068,0.94671106,0.95110524,0.9499796,0.95102507,0.95514375,0.9552256,0.9535148,0.9484786,0.952161,0.9526652,0.95750487,0.95077753,0.9472788,0.95044154,0.9550962,0.95113,0.955414,0.9631535,0.95051503,0.9526011,0.9503235,0.9453114,0.94645566,0.9502024,0.9542292,0.95359397,0.9514695,0.949229,0.9475644,0.94929093,0.9528494,0.9559408,0.95041275,0.94823444,0.9498911,0.9509891,0.9507229,0.95031595
HES5,0.9520701,0.9499756,0.95630044,0.9567262,0.95059013,0.94944096,0.9537279,0.95817226,0.94667614,0.9534422,0.95342374,0.9482087,0.95035964,0.95034087,0.9446439,0.9544517,0.94915855,0.9511632,0.9495889,0.9475459,0.9558518,0.9519893,0.95428836,0.9457872,0.9536058,0.95181245,0.95163375,0.9528883,0.99999154,0.9497691,0.9518557,0.95181847,0.95475817,0.95782745,0.95315063,0.95384467,0.9508397,0.9549078,0.9514258,0.94549274,0.9495218,0.94640815,0.95332783,0.9500909,0.951823,0.95580417,0.9501094,0.9492304,0.9544682,0.9537934,0.94891065,0.9428073,0.95168555,0.9520472,0.95055497,0.9564216,0.95234996,0.94964415,0.94793594,0.95686454,0.95792866,0.9547946,0.9460364,0.9512996,0.95527893,0.95200944,0.9552008,0.95552075,0.9537684,0.9503385,0.94746375,0.9540069,0.9542893,0.9510677,0.9540789,0.95388126,0.95731616,0.949595,0.95014554,0.95160884,0.95136064,0.95500624,0.9514209,0.9495136,0.95147777,0.9483926,0.9535844,0.95010555,0.95261735,0.9503491,0.9497768,0.95468724,0.95558023,0.9518291,0.9528779,0.9506673,0.95327216,0.95621467,0.95691043,0.951447
HIST1H4I,0.94762224,0.95037466,0.94891196,0.94973123,0.9497341,0.9490292,0.9476385,0.94938946,0.95027065,0.9495071,0.9522838,0.9517633,0.95113075,0.95016706,0.9512392,0.95016736,0.94853103,0.95307755,0.9553302,0.951868,0.9509307,0.94894725,0.9534359,0.9499951,0.9478124,0.94917005,0.9493584,0.94823784,0.9497691,0.99999547,0.9478582,0.94930375,0.95047,0.9498143,0.95132697,0.9496172,0.95186216,0.9500651,0.95104605,0.95219463,0.94994056,0.9549926,0.9520261,0.94810873,0.9521979,0.94893616,0.9542811,0.9518688,0.9488966,0.9476268,0.950469,0.951486,0.9499133,0.9515509,0.95355815,0.94922775,0.95354664,0.9525756,0.9511318,0.9484376,0.94972485,0.95149887,0.9512992,0.9517406,0.9499618,0.9529682,0.94936526,0.94877994,0.9501726,0.95187366,0.94941884,0.95002115,0.9478543,0.95099926,0.950337,0.9501703,0.9495257,0.9527943,0.9486471,0.94759786,0.9512181,0.9503082,0.9541848,0.95155185,0.94895726,0.952601,0.9511002,0.9488462,0.9495462,0.9529378,0.95426685,0.9508544,0.9518358,0.9485054,0.95247716,0.9509392,0.95032316,0.9510988,0.9500103,0.95095974
HOXA1,0.95490545,0.94984585,0.95265484,0.9525287,0.9567566,0.9600911,0.95369047,0.950956,0.95112044,0.9493495,0.94860893,0.94988394,0.9504466,0.95489657,0.950952,0.95612013,0.9620022,0.9505799,0.94804144,0.951607,0.9502881,0.9504358,0.948201,0.952338,0.95603627,0.9571544,0.9518931,0.95374477,0.9518557,0.9478582,0.99999285,0.9519689,0.94885147,0.95022273,0.9483648,0.9512035,0.9472301,0.9501145,0.94925815,0.95305276,0.9505192,0.9488048,0.94985735,0.9585696,0.94836926,0.95441985,0.94898075,0.9498479,0.94975495,0.9619864,0.9515465,0.9548281,0.9542916,0.9506106,0.94967955,0.9543269,0.9501339,0.94870347,0.9536732,0.9487618,0.9488262,0.9514444,0.94424856,0.94979346,0.95110095,0.95141864,0.955224,0.95527184,0.95530784,0.9511561,0.95420533,0.9527803,0.95721793,0.95227504,0.95004314,0.9497105,0.9532723,0.9482931,0.9579149,0.9634631,0.95206445,0.95504075,0.94767857,0.94700193,0.9562974,0.9487982,0.9502204,0.9564705,0.94969594,0.94892263,0.95038354,0.949015,0.95023394,0.9528449,0.9490141,0.9530094,0.9514369,0.9506196,0.94987714,0.95125407
HSPH1,0.9563558,0.949445,0.9499529,0.9538962,0.9557332,0.95823824,0.95165074,0.9548618,0.95696396,0.9546217,0.94466835,0.9526265,0.9485614,0.95659804,0.95173717,0.95046586,0.9573879,0.94850236,0.94791836,0.94714737,0.9523325,0.95221907,0.94851875,0.95080096,0.9479513,0.9497477,0.94802475,0.9496646,0.95181847,0.94930375,0.9519689,1.000013,0.95071477,0.95608526,0.9430599,0.95132744,0.95308447,0.94268197,0.9522101,0.9478601,0.9468154,0.9481341,0.9484955,0.9506385,0.948735,0.954618,0.9495915,0.9527203,0.9540477,0.9515433,0.95102674,0.9580972,0.954172,0.95523524,0.94730204,0.9451203,0.9500786,0.948156,0.95158476,0.9544418,0.95226955,0.94606066,0.95006084,0.9494916,0.95434606,0.94996226,0.94917154,0.95241535,0.94807863,0.94974965,0.9480376,0.94870985,0.9510936,0.9455655,0.9599362,0.95404625,0.94873923,0.94722724,0.9504836,0.94873524,0.950845,0.96367425,0.94857955,0.9480452,0.95967805,0.9480647,0.94454396,0.9557838,0.9482759,0.94801444,0.951093,0.9494877,0.94811094,0.94976187,0.94670403,0.952198,0.94999826,0.9505099,0.9552915,0.9519767
IL17F,0.95048916,0.9514868,0.9510868,0.9547712,0.94758785,0.9482566,0.95012856,0.9614937,0.954584,0.9604339,0.9501376,0.9483372,0.9484115,0.9505078,0.95050585,0.9509653,0.9475623,0.9534085,0.949589,0.94597256,0.95278364,0.95284754,0.95246196,0.94431156,0.9490635,0.94811386,0.9506408,0.94956255,0.95475817,0.95047,0.94885147,0.95071477,0.9999887,0.9639599,0.9509877,0.9565663,0.9572852,0.9495438,0.95272714,0.94560915,0.94654584,0.949132,0.95036614,0.9484349,0.95169055,0.95629334,0.9497897,0.95432556,0.9597735,0.9462272,0.9510989,0.94918233,0.95388174,0.95610917,0.9499897,0.95070505,0.9532205,0.9518435,0.9438428,0.9625847,0.9632056,0.9521636,0.9486407,0.95035964,0.9542489,0.948869,0.94917244,0.95030004,0.9500037,0.94949335,0.940316,0.95046884,0.9525863,0.9448825,0.95930976,0.956091,0.95237464,0.95157325,0.9466292,0.94705737,0.94914764,0.9515922,0.95303446,0.95026016,0.9563063,0.94993675,0.9502674,0.94964397,0.9525722,0.9494172,0.95297354,0.9558607,0.95230705,0.9490767,0.9499202,0.95080906,0.94939756,0.9562422,0.9581662,0.951223
KCNIP2,0.95113194,0.9520575,0.9519281,0.9567648,0.94971657,0.9534638,0.95236844,0.9681179,0.95566905,0.9640836,0.9480938,0.9484727,0.9483311,0.9493969,0.94637996,0.9513929,0.9498124,0.9522373,0.9492131,0.94248194,0.95282036,0.9568074,0.95204866,0.9415164,0.94948876,0.94780874,0.9503239,0.9481282,0.95782745,0.9498143,0.95022273,0.95608526,0.9639599,0.9999871,0.9480032,0.9604579,0.9579215,0.9468582,0.9551547,0.9453286,0.94481903,0.9479801,0.9496952,0.94994277,0.9520382,0.96069276,0.9497301,0.9565207,0.9678903,0.9494086,0.94927645,0.9518117,0.95663464,0.9553081,0.948566,0.949069,0.95204896,0.9494441,0.9407026,0.96327335,0.9594442,0.94910574,0.94418216,0.94846255,0.9562552,0.9504301,0.9500015,0.95141536,0.9474775,0.949334,0.938818,0.9493218,0.95347464,0.9424108,0.9645938,0.95818824,0.95355624,0.9488379,0.94878453,0.9480025,0.9483862,0.95609385,0.9513126,0.94774234,0.9621811,0.9460251,0.94720095,0.9499665,0.9519179,0.94858885,0.95444673,0.9540168,0.9512377,0.94992554,0.948059,0.95127785,0.9510661,0.9560958,0.9615902,0.94970584
KDELR2,0.9465163,0.9535408,0.9521128,0.9517825,0.9475474,0.94453317,0.95281434,0.9456184,0.9440621,0.9473653,0.96225107,0.94974,0.9547788,0.95150423,0.9506283,0.9537662,0.9451735,0.9532922,0.9510095,0.9551838,0.9531703,0.9477096,0.95158255,0.951815,0.950684,0.95327437,0.954914,0.95190084,0.95315063,0.95132697,0.9483648,0.9430599,0.9509877,0.9480032,0.9999919,0.94789827,0.94956183,0.9639257,0.94980335,0.949163,0.95352143,0.950124,0.95264304,0.9482653,0.9505647,0.94950545,0.95087844,0.9479285,0.94629526,0.9498756,0.951791,0.94264007,0.9485889,0.95196456,0.95043737,0.9546832,0.95145136,0.9533613,0.95332646,0.95306623,0.9518382,0.9607227,0.9515452,0.956785,0.94869685,0.94931376,0.95182943,0.95118475,0.9564205,0.9504226,0.9526496,0.9534544,0.9516092,0.9583468,0.94352233,0.9498806,0.9546004,0.9557183,0.94903064,0.95073134,0.95816797,0.94810295,0.9545998,0.95338833,0.9426254,0.95532733,0.95711136,0.95197403,0.9509967,0.9516822,0.94898874,0.95629394,0.9537825,0.9506792,0.9578028,0.94934237,0.9497879,0.9533805,0.9496453,0.9536926
KDM6A,0.9475655,0.9526252,0.95289457,0.954078,0.9480819,0.9531795,0.951097,0.9603716,0.9556596,0.9578821,0.947175,0.95033324,0.94767845,0.94870025,0.9459487,0.95069236,0.9491724,0.9507866,0.9493168,0.9428172,0.95097965,0.9532266,0.95140713,0.94226736,0.94999623,0.94665384,0.9487866,0.9481139,0.95384467,0.9496172,0.9512035,0.95132744,0.9565663,0.9604579,0.94789827,1.0000027,0.9565206,0.9425332,0.95541435,0.9482415,0.9456741,0.9476209,0.94864273,0.95013976,0.9510725,0.95649946,0.949102,0.95920753,0.9587666,0.947447,0.9503845,0.9545076,0.9523298,0.9526229,0.94903374,0.94806194,0.94985664,0.9489918,0.9425979,0.9538033,0.9575572,0.9470441,0.9467527,0.9477394,0.95703816,0.94666344,0.9501158,0.94844395,0.9489739,0.9491788,0.9415316,0.9470369,0.9506197,0.9453293,0.9619692,0.9537509,0.9474107,0.9492286,0.94957507,0.9479562,0.9501976,0.95287687,0.949461,0.9477533,0.9565781,0.9474079,0.945404,0.94474214,0.95227605,0.94844055,0.9535075,0.9528125,0.9469314,0.9491674,0.94754076,0.94964564,0.95115995,0.95271975,0.9566169,0.94804484
KLF13,0.9463175,0.9499809,0.9506072,0.95062155,0.9464271,0.9494573,0.95219433,0.95545185,0.9591182,0.9552502,0.94828415,0.94807357,0.9495687,0.95085716,0.9550473,0.9478742,0.9459936,0.95363647,0.9512101,0.9465351,0.95097256,0.9511061,0.9532238,0.94858456,0.94395417,0.94191194,0.95426035,0.94414806,0.9508397,0.95186216,0.9472301,0.95308447,0.9572852,0.9579215,0.94956183,0.9565206,1.0000057,0.9481318,0.95591486,0.951054,0.95143604,0.95198715,0.9491168,0.94772017,0.9501698,0.9534372,0.9520403,0.96202165,0.95453435,0.9414351,0.95095176,0.9548432,0.9515869,0.95478785,0.9513243,0.9459504,0.95041203,0.9543297,0.9452829,0.9556769,0.95665014,0.95043164,0.95327044,0.95267266,0.95361817,0.9496157,0.9476975,0.9464726,0.94710815,0.95234233,0.94586635,0.9456572,0.94450307,0.9470738,0.957017,0.9535907,0.94796,0.9516869,0.94342434,0.9414876,0.9517111,0.9494209,0.953002,0.9561776,0.95860994,0.9491498,0.94969714,0.94480425,0.9483429,0.9508407,0.95484364,0.95385635,0.9504146,0.94801563,0.9493842,0.95105845,0.94860864,0.9565703,0.9543036,0.95121104
KLRG1,0.946553,0.9502711,0.9508674,0.9518299,0.9474091,0.9443104,0.9551363,0.94707,0.9412487,0.9445479,0.9599869,0.9461561,0.9549924,0.95321965,0.9504988,0.9537149,0.9448354,0.95419943,0.9503468,0.9540576,0.95169425,0.94735783,0.9519574,0.95345414,0.95086104,0.9506026,0.9543717,0.95384765,0.9549078,0.9500651,0.9501145,0.94268197,0.9495438,0.9468582,0.9639257,0.9425332,0.9481318,0.9999962,0.9463979,0.9491293,0.9561688,0.9489649,0.9518893,0.9502473,0.95157504,0.94913214,0.9496822,0.9450973,0.9450371,0.95138735,0.9497633,0.9404642,0.9486558,0.94998467,0.95151824,0.9560928,0.95168763,0.95398897,0.9504877,0.9551185,0.9520259,0.9626162,0.9513043,0.9537248,0.94753927,0.9536724,0.9529491,0.95368314,0.9545927,0.9508756,0.95361954,0.9549328,0.94936657,0.9625544,0.9396288,0.94769174,0.95539844,0.95410997,0.9489653,0.9516272,0.95724577,0.9482583,0.95361865,0.95441544,0.9444662,0.9540659,0.9637161,0.9513116,0.9504366,0.95101506,0.94801086,0.9540715,0.9573989,0.9497365,0.9559446,0.94931966,0.95071375,0.95570356,0.948595,0.9523881
KRTCAP2,0.9492297,0.94875133,0.9517647,0.9490528,0.9493298,0.953809,0.9527725,0.9537782,0.9548502,0.9530241,0.94889534,0.9520857,0.95269614,0.95054656,0.94988173,0.9488851,0.9490328,0.9551963,0.95114064,0.9497683,0.95244944,0.95181024,0.95367175,0.95031834,0.9472482,0.94775295,0.95065546,0.94703126,0.9514258,0.95104605,0.94925815,0.9522101,0.95272714,0.9551547,0.94980335,0.95541435,0.95591486,0.9463979,1.0000029,0.95247024,0.9497309,0.95206165,0.9504989,0.94847417,0.9507421,0.95337856,0.9520277,0.9562427,0.95371014,0.9469881,0.95289314,0.9555794,0.9523571,0.9518982,0.952542,0.9472639,0.9505788,0.9547618,0.94659275,0.9517263,0.953153,0.9493098,0.9514742,0.95177037,0.9551952,0.94834656,0.94866574,0.94600713,0.9495027,0.95315593,0.9464786,0.9488475,0.9476094,0.9482759,0.95555824,0.95119166,0.94814485,0.9531207,0.9483065,0.9470924,0.95065606,0.94970596,0.95160544,0.9501656,0.9564332,0.95095885,0.94974494,0.9470544,0.95079505,0.9502466,0.9531111,0.9521572,0.9493007,0.94915533,0.950164,0.95405257,0.9513865,0.9513044,0.9531979,0.9541204
LCMT2,0.9431033,0.9492955,0.94949615,0.94592106,0.9522974,0.9563614,0.9455597,0.9445206,0.9544192,0.94758505,0.9479341,0.94749093,0.94994855,0.9540197,0.9539436,0.94992495,0.95251095,0.9523904,0.95076245,0.95196056,0.94788826,0.9497936,0.94995916,0.95811534,0.94807637,0.9449462,0.949788,0.9463654,0.94549274,0.95219463,0.95305276,0.9478601,0.94560915,0.9453286,0.949163,0.9482415,0.951054,0.9491293,0.95247024,1.0000092,0.9501119,0.95333636,0.94988763,0.9499681,0.9489858,0.9481847,0.95090365,0.9549962,0.94397914,0.94617784,0.9517476,0.9623822,0.94743264,0.9499833,0.9503287,0.9469173,0.94439304,0.9549484,0.95183617,0.9405568,0.9452229,0.94947654,0.95466614,0.9520136,0.9454637,0.94927996,0.94976807,0.94909966,0.9484881,0.9511563,0.950962,0.95059377,0.9436433,0.955872,0.947027,0.94625294,0.9476078,0.9497168,0.94946605,0.947829,0.95297396,0.94904757,0.94471335,0.9508828,0.9533783,0.9538428,0.9505974,0.94983035,0.94809645,0.9495921,0.95237696,0.949186,0.94832766,0.9498513,0.9502212,0.950132,0.9485609,0.9500948,0.94746834,0.95214856
LRP6,0.949418,0.94751143,0.95183927,0.9483194,0.9462125,0.9491883,0.95942956,0.94570804,0.94671077,0.94394004,0.95422965,0.95118064,0.957733,0.9541851,0.9508363,0.9489355,0.94728667,0.9511288,0.9503703,0.95311546,0.9501403,0.94683814,0.9504336,0.95464325,0.9489348,0.94928014,0.95974207,0.9485156,0.9495218,0.94994056,0.9505192,0.9468154,0.94654584,0.94481903,0.95352143,0.9456741,0.95143604,0.9561688,0.9497309,0.9501119,1.0000138,0.949203,0.9495247,0.9460577,0.95033336,0.94912004,0.95061886,0.9480524,0.9425942,0.95023894,0.9509612,0.9458024,0.9507485,0.9494883,0.95131195,0.9492308,0.95218915,0.9515135,0.95092577,0.95186895,0.9480362,0.95434487,0.95308286,0.9526198,0.9494679,0.95164883,0.94980365,0.9488647,0.9515313,0.9543735,0.9575102,0.9515728,0.9494874,0.9564224,0.9419563,0.9504442,0.9514845,0.95097446,0.9476158,0.9508028,0.95422053,0.94456995,0.95136046,0.9603354,0.9491484,0.94977385,0.9547899,0.95145714,0.94577074,0.9505803,0.9501922,0.95067585,0.9539064,0.9456006,0.95280224,0.95154357,0.9509896,0.95264417,0.9464116,0.9516003
LRRC37A3,0.9487396,0.94912696,0.9476475,0.9477293,0.9481642,0.94910246,0.9484369,0.94740653,0.95205176,0.949395,0.95129687,0.9517939,0.9521426,0.949563,0.95356274,0.94842815,0.9471757,0.9540944,0.95593053,0.95323294,0.9487683,0.9514749,0.95279765,0.95316434,0.94520694,0.9480567,0.94917846,0.94606096,0.94640815,0.9549926,0.9488048,0.9481341,0.949132,0.9479801,0.950124,0.9476209,0.95198715,0.9489649,0.95206165,0.95333636,0.949203,0.9999942,0.9527223,0.94744265,0.95177174,0.9486494,0.95293915,0.95297986,0.94748425,0.9448345,0.9524316,0.9534019,0.9491578,0.95097756,0.953779,0.9475863,0.95213014,0.9537537,0.95094365,0.94725907,0.95031995,0.95026183,0.9554335,0.9520761,0.9497187,0.95269245,0.94793147,0.9459815,0.94939226,0.95305574,0.94988275,0.9484489,0.94635963,0.9507034,0.94864446,0.9488239,0.9482544,0.95191526,0.9476179,0.9437503,0.950942,0.9471235,0.9533588,0.9520977,0.9498191,0.9535997,0.950269,0.94860524,0.9490404,0.9519198,0.9537965,0.95094806,0.9512803,0.9486817,0.9509043,0.9528372,0.94760096,0.94896173,0.9487307,0.9525449
