,AK3,ATF7IP2,ATP10D,ATXN7L3,BBS10,BEND3,BHLHE40,BNIP3L,BTLA,C11orf1,C12orf76,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,DTX1,EHF,EHMT1,ELOF1,FAHD1,FAM208A,FAM229B,FSD1,GLI3,HDHD3,HIST1H4I,HSPA4,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLHL17,KLRG1,KRTCAP2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,LZTS1,MAP3K9,MAP7D1,MAP7D3,MAPK8,MBOAT2,MGA,MOSMO,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RETN,RFX5,RNH1,RPL26L1,RPS6KA1,RYK,S100P,SAMHD1,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SLC25A4,SOX15,SPATA2,SUMF1,SYNE1,TCEAL1,TESPA1,THYN1,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TWIST1,ZDHHC5,ZFP14,ZGLP1,ZNF138,ZNF687,ZNF880
DMRT1,0.9527307,0.94880134,0.9468049,0.9482643,0.9486301,0.9420485,0.9501398,0.9475069,0.9452935,0.95183146,0.9509737,0.94828737,0.95489025,0.9555607,0.947518,0.9522433,0.9543179,0.94637907,0.9552684,0.95250607,1.0000095,0.9519233,0.94964075,0.9457758,0.94970113,0.9535377,0.9464486,0.9521033,0.9528385,0.94907755,0.94611716,0.9492204,0.9493776,0.9501407,0.9490204,0.94538516,0.95123166,0.9469624,0.9520904,0.94376177,0.9454596,0.9482255,0.9531017,0.95250535,0.9476539,0.95203763,0.9491052,0.948176,0.9484785,0.9500347,0.95320755,0.9465773,0.9543405,0.94707036,0.9474522,0.9521445,0.9510957,0.94710416,0.94683653,0.95453244,0.9568359,0.94760126,0.9508202,0.95131546,0.95756274,0.9522722,0.9486836,0.9522141,0.950146,0.9526681,0.9473081,0.94970536,0.95256907,0.95301044,0.9510365,0.950776,0.9493235,0.9466717,0.9485306,0.9456824,0.9417397,0.9505485,0.9532299,0.954864,0.9528477,0.9522223,0.9469937,0.9538459,0.949679,0.9483111,0.9522357,0.9489318,0.95184755,0.94903904,0.94841397,0.9557116,0.948703,0.94838953,0.9447245,0.95613694
DPF3,0.95296913,0.9517674,0.9502231,0.951848,0.95399404,0.95128417,0.948822,0.95136744,0.95092344,0.95812917,0.9530511,0.9546374,0.95562243,0.95525897,0.9527072,0.95153487,0.95492876,0.9489911,0.9511577,0.95072407,0.9519233,0.9999996,0.9497936,0.95028424,0.95197237,0.9499846,0.95173395,0.9543249,0.95466393,0.95149195,0.94999397,0.95226765,0.95673275,0.950787,0.95295626,0.94680357,0.95441926,0.94865537,0.9557566,0.9483916,0.9476724,0.95271254,0.9532587,0.9507406,0.9489879,0.9504103,0.95017046,0.9467118,0.9535034,0.950608,0.95168126,0.9486247,0.95010865,0.95114744,0.9481119,0.951239,0.9534097,0.9508449,0.95439523,0.9498395,0.9558756,0.9553856,0.9514974,0.9531843,0.95007384,0.9537006,0.95124453,0.94684494,0.9485315,0.9558612,0.9499058,0.9488419,0.95283926,0.95676124,0.9526291,0.9574787,0.95300573,0.94660825,0.9536649,0.9519757,0.948828,0.9543766,0.95327014,0.9566805,0.9523558,0.9495388,0.95466274,0.95284605,0.9507385,0.94737047,0.95016253,0.95333195,0.95697254,0.9522743,0.94993526,0.956097,0.9504851,0.95036095,0.9479135,0.9570669
DST,0.95198756,0.9486073,0.9501246,0.9500944,0.94945115,0.9505169,0.9499096,0.9511907,0.95150477,0.94699705,0.9492956,0.9478772,0.94877106,0.9486217,0.94446903,0.9480217,0.949976,0.95194715,0.94947475,0.94750655,0.94964075,0.9497936,1.0000072,0.9523524,0.9488995,0.9474486,0.94913703,0.94775534,0.94875455,0.94620013,0.9524949,0.94870454,0.94720316,0.9487585,0.9470128,0.9510211,0.9490767,0.95313346,0.94777143,0.94999176,0.9496942,0.9481616,0.94848233,0.9506682,0.9473401,0.9471193,0.95217615,0.9541708,0.9491095,0.9465995,0.9473847,0.9522541,0.9472897,0.9494135,0.9479402,0.9451019,0.9498384,0.9508405,0.94954646,0.9489997,0.9481547,0.948594,0.9488584,0.94950706,0.9433068,0.946019,0.9535779,0.9495978,0.94991595,0.9434155,0.9528343,0.950677,0.9488261,0.9482704,0.9474394,0.949239,0.9478205,0.9505607,0.94930625,0.9492325,0.95038235,0.9483477,0.9458229,0.9506629,0.9507651,0.94967526,0.94961405,0.946046,0.94513035,0.95149505,0.9470903,0.94751924,0.9490744,0.95082164,0.9486247,0.9495204,0.94503653,0.95025015,0.95334685,0.94807315
DTX1,0.94941777,0.95259017,0.9505366,0.952313,0.9506093,0.95661986,0.9478642,0.95302963,0.9565492,0.95121473,0.95001024,0.9497464,0.9481263,0.94719946,0.94731295,0.9479171,0.9534197,0.9538484,0.9473825,0.9466829,0.9457758,0.95028424,0.9523524,1.0000074,0.94790953,0.9480714,0.9516516,0.9515001,0.9528858,0.94743484,0.9594072,0.94963443,0.9491819,0.94850117,0.9489558,0.9523722,0.9491747,0.95534647,0.94869614,0.95123893,0.94881505,0.9499012,0.94848084,0.947097,0.94434416,0.94635034,0.9495785,0.95792055,0.9493003,0.94774675,0.94589174,0.9566788,0.94481784,0.9498189,0.9455403,0.9461252,0.9509743,0.9576224,0.95072734,0.947947,0.94881535,0.9517086,0.94711477,0.9519445,0.9429083,0.9465537,0.9521732,0.9472484,0.9460752,0.946819,0.955815,0.950354,0.9513077,0.95109504,0.94360995,0.9514567,0.95049596,0.9508013,0.94869787,0.9529469,0.9552679,0.94991165,0.9457654,0.94896555,0.9526837,0.95243263,0.954518,0.94884765,0.9396214,0.95030797,0.94716924,0.9493996,0.9508121,0.94903535,0.94859385,0.94942904,0.9447889,0.95197564,0.9577247,0.9491167
EHF,0.9450613,0.9496778,0.9516825,0.9499443,0.9493248,0.9496442,0.9480279,0.9507545,0.9487097,0.947358,0.9492468,0.954495,0.94514066,0.95281935,0.95116574,0.94767505,0.94992787,0.9455568,0.9534486,0.95217127,0.94970113,0.95197237,0.9488995,0.94790953,1.0000001,0.94992477,0.94929814,0.95078063,0.94553363,0.9498381,0.94884765,0.9536695,0.9522173,0.95286846,0.95379835,0.9477109,0.9535746,0.9483341,0.9527146,0.9483174,0.95089,0.95491916,0.9540976,0.9524492,0.95142525,0.95115507,0.9541157,0.94775546,0.95210207,0.9477632,0.95162886,0.94800377,0.9495051,0.9543451,0.95060664,0.9504609,0.9489203,0.94870996,0.95378643,0.95235956,0.9492749,0.9502858,0.95226854,0.9525161,0.9513037,0.9544567,0.95111793,0.9491477,0.95312893,0.9517937,0.94987416,0.9498468,0.9488341,0.94918525,0.95072025,0.9474839,0.9542753,0.9499892,0.9530974,0.9504781,0.95262134,0.95146304,0.95262134,0.9502004,0.9470197,0.9475311,0.9475634,0.95148534,0.9498178,0.9481538,0.95416033,0.9555662,0.9468862,0.95021176,0.9517435,0.9502606,0.9508713,0.9495006,0.94900453,0.9505475
EHMT1,0.9513302,0.9473573,0.9464759,0.9531853,0.95049924,0.9502997,0.95163226,0.94985867,0.9476318,0.95010513,0.9508423,0.9475925,0.9526631,0.9526452,0.95247924,0.95472276,0.9503341,0.94846284,0.95290715,0.95020276,0.9535377,0.9499846,0.9474486,0.9480714,0.94992477,1.000005,0.9494426,0.94845027,0.9555941,0.9483304,0.9478183,0.94932634,0.9500318,0.947655,0.95056915,0.9510859,0.9516198,0.9496169,0.9495483,0.9439765,0.94882756,0.9472323,0.9529795,0.95136523,0.9476509,0.9503823,0.94875395,0.9492687,0.9484016,0.952044,0.9503492,0.9499111,0.9564977,0.9489081,0.9490293,0.9520003,0.95146686,0.9506066,0.94903916,0.953665,0.952503,0.95344245,0.9514654,0.9496349,0.95575583,0.95010906,0.9492509,0.95201755,0.9484032,0.9520246,0.9478355,0.9469859,0.94794726,0.9528374,0.9504764,0.9478587,0.95100397,0.9477717,0.94814694,0.9501357,0.94710237,0.9466717,0.95279074,0.95172447,0.9502973,0.9550812,0.94963956,0.9519959,0.94773114,0.9503285,0.95201075,0.95292616,0.9514098,0.9501382,0.9472599,0.951704,0.9480372,0.95027304,0.94732994,0.9535806
ELOF1,0.95300215,0.95305645,0.9506414,0.9558982,0.95565444,0.9555207,0.94644487,0.9499836,0.9506129,0.95235175,0.95095557,0.95162255,0.9499723,0.95103216,0.9510356,0.94795704,0.9512693,0.9508305,0.9479599,0.9473345,0.9464486,0.95173395,0.94913703,0.9516516,0.94929814,0.9494426,0.9999932,0.95281655,0.95353645,0.949933,0.9512619,0.948292,0.9527002,0.9485881,0.9491631,0.9478958,0.94995075,0.9531834,0.95197153,0.94991577,0.948746,0.9503787,0.9527933,0.94697756,0.94967544,0.9456872,0.9501936,0.94938457,0.9502691,0.9501735,0.9443053,0.9533961,0.94849646,0.9495659,0.9469105,0.9496637,0.9522838,0.9532242,0.952472,0.9483594,0.94826853,0.95514727,0.9494616,0.9524935,0.9452052,0.9487612,0.951039,0.9470903,0.94787204,0.9497085,0.9536054,0.9504588,0.95055753,0.9521655,0.9500033,0.95208603,0.9499753,0.94813025,0.9484483,0.9540919,0.9540468,0.9497372,0.9495371,0.9507372,0.950379,0.9512338,0.95670396,0.9496222,0.9489992,0.95096225,0.9473924,0.95257366,0.95334965,0.94812876,0.94933814,0.9506683,0.94841164,0.9505111,0.95140105,0.95182127
FAHD1,0.95150554,0.9533657,0.9527446,0.94929343,0.95183164,0.94881094,0.9457973,0.9502631,0.94883144,0.95635194,0.9493776,0.9541303,0.9549852,0.9535631,0.95068383,0.94855773,0.9541562,0.94659305,0.94944745,0.9502727,0.9521033,0.9543249,0.94775534,0.9515001,0.95078063,0.94845027,0.95281655,0.9999924,0.9528389,0.95148635,0.9510844,0.95196474,0.9551648,0.9508655,0.9532167,0.947094,0.9514827,0.94778466,0.9555251,0.9471076,0.9473933,0.9528209,0.9547548,0.94750273,0.9488831,0.9497839,0.95127094,0.94817203,0.95059615,0.95179856,0.9514998,0.9475337,0.9502168,0.9488873,0.94759166,0.94918025,0.950877,0.95273113,0.9528619,0.94899184,0.95362645,0.952911,0.95073754,0.9527866,0.9497282,0.9519603,0.9494908,0.9440617,0.94694257,0.9540919,0.9525666,0.9504167,0.9528876,0.9565475,0.9520457,0.95765525,0.9538721,0.9456565,0.95040274,0.9517031,0.9520584,0.9521067,0.9529658,0.95369124,0.9523081,0.9484475,0.9541923,0.95173573,0.95007026,0.94407475,0.9498112,0.9540519,0.9536278,0.9498689,0.9496659,0.95441264,0.95126975,0.94962746,0.9489976,0.95469624
FAM208A,0.95807236,0.95321894,0.9456061,0.95154154,0.9542398,0.9522018,0.9479884,0.94990563,0.9515576,0.95749253,0.9520196,0.95212394,0.960443,0.95375675,0.9535117,0.95605546,0.95200217,0.95006,0.94752413,0.94846076,0.9528385,0.95466393,0.94875455,0.9528858,0.94553363,0.9555941,0.95353645,0.9528389,0.9999981,0.9458788,0.9519817,0.94880426,0.9547943,0.94757116,0.95079976,0.95195025,0.9482928,0.9523851,0.9525557,0.9460367,0.94253004,0.9457328,0.94990206,0.9466111,0.9425111,0.94772476,0.94679666,0.951189,0.9497362,0.9559211,0.9493867,0.9535723,0.9523176,0.9465827,0.9420985,0.95023453,0.95530796,0.95783687,0.9506545,0.9485268,0.95509624,0.95735526,0.94960976,0.9510956,0.9494104,0.94976634,0.9496651,0.94673365,0.94742054,0.9557711,0.9502348,0.9470623,0.95190775,0.95639634,0.9490655,0.95770264,0.94686353,0.9477439,0.9498051,0.95164925,0.9492997,0.9500299,0.95128155,0.95585734,0.9547022,0.95823705,0.9570882,0.9528481,0.94342566,0.9470873,0.950949,0.9530907,0.9593974,0.94782174,0.947568,0.95528466,0.94634944,0.9537382,0.94924426,0.95610416
FAM229B,0.94588995,0.94877976,0.95188355,0.95072025,0.95490843,0.95172393,0.9532259,0.95139635,0.94960105,0.9508379,0.95245653,0.95099145,0.95293844,0.9532629,0.9581931,0.9490861,0.9520481,0.95001173,0.95216423,0.9485933,0.94907755,0.95149195,0.94620013,0.94743484,0.9498381,0.9483304,0.949933,0.95148635,0.9458788,1.0000032,0.9474865,0.94990236,0.94745445,0.94942164,0.9505351,0.9493083,0.9533509,0.9513009,0.95294577,0.9510383,0.95804524,0.9537715,0.95223856,0.95246947,0.96237993,0.94873554,0.9483576,0.945419,0.9500544,0.9472289,0.9495846,0.94974625,0.9518406,0.95076877,0.95802826,0.9563448,0.95410687,0.9426575,0.95016897,0.95063764,0.95099753,0.95452875,0.9524707,0.9501089,0.95058936,0.9527982,0.94837,0.9530486,0.9510145,0.95318425,0.9470298,0.94963807,0.95010966,0.9511595,0.9553741,0.95447344,0.95437133,0.95060325,0.95052284,0.94912976,0.94944656,0.95111674,0.95205265,0.95216984,0.9483728,0.94801944,0.9493226,0.9568245,0.9607028,0.95252895,0.9478317,0.94834566,0.9520955,0.9507195,0.9510057,0.9525118,0.95396817,0.94838417,0.94613683,0.95283484
FSD1,0.9473864,0.9531101,0.95107853,0.95008105,0.94904804,0.95708513,0.94584143,0.95314074,0.9584407,0.9517858,0.9493021,0.95070195,0.9475585,0.9474933,0.9470193,0.9475115,0.9533144,0.95452803,0.9471699,0.9459695,0.94611716,0.94999397,0.9524949,0.9594072,0.94884765,0.9478183,0.9512619,0.9510844,0.9519817,0.9474865,1.0000072,0.950054,0.9482133,0.9502258,0.94935054,0.9508777,0.9493717,0.9563746,0.95175433,0.9513873,0.9487754,0.95050573,0.9491862,0.9472924,0.94479,0.9462035,0.95021695,0.9592879,0.95067304,0.9483134,0.9473524,0.9555693,0.942993,0.94952875,0.94672495,0.9450614,0.9501233,0.95892745,0.9493169,0.9469216,0.94838786,0.9510858,0.94932944,0.9530948,0.94331765,0.94897324,0.9518493,0.94670016,0.94494855,0.9472189,0.95536876,0.95360327,0.9513953,0.94898355,0.9449788,0.95111036,0.9507382,0.9510857,0.9485099,0.95444876,0.9550102,0.9515135,0.9446295,0.9493882,0.9548132,0.9486115,0.9535916,0.9484978,0.94045085,0.94966286,0.94887984,0.9482361,0.95008355,0.9502528,0.9501225,0.9505385,0.94674915,0.9525228,0.957129,0.94803524
GLI3,0.94553983,0.95137024,0.95012045,0.94919205,0.94908583,0.94942737,0.9487587,0.95032537,0.9505194,0.9497016,0.94931704,0.9538699,0.95111364,0.95174134,0.9492335,0.9495199,0.9495227,0.94721293,0.95220697,0.9531327,0.9492204,0.95226765,0.94870454,0.94963443,0.9536695,0.94932634,0.948292,0.95196474,0.94880426,0.94990236,0.950054,1.0000036,0.95015895,0.95217484,0.954908,0.94837093,0.9511788,0.9487689,0.952074,0.94945645,0.9496535,0.95262647,0.95032203,0.9508685,0.95001435,0.9531766,0.9510529,0.94830865,0.95195144,0.9496828,0.9533528,0.9483184,0.9489826,0.95352536,0.94944423,0.95035547,0.94793975,0.9506306,0.9518069,0.95136136,0.95073795,0.94924366,0.9522781,0.9502369,0.9497436,0.95262325,0.94962287,0.9480649,0.9500069,0.9518789,0.95055634,0.94676447,0.9491539,0.9501451,0.948493,0.949434,0.9517307,0.94916916,0.9515217,0.9499822,0.94945854,0.9533539,0.9534482,0.95056164,0.9484288,0.9462414,0.94986534,0.94915634,0.94942087,0.94677174,0.9514563,0.95228434,0.9488264,0.95032054,0.9520365,0.9504004,0.95223093,0.9499301,0.94867015,0.9503568
HDHD3,0.9542522,0.95088303,0.9508486,0.9501545,0.95353085,0.9495354,0.9422197,0.9476891,0.94858164,0.9538311,0.95144856,0.9562891,0.9542992,0.9552834,0.95690626,0.9511062,0.9507946,0.9460498,0.94818336,0.95048594,0.9493776,0.95673275,0.94720316,0.9491819,0.9522173,0.9500318,0.9527002,0.9551648,0.9547943,0.94745445,0.9482133,0.95015895,0.99999046,0.9495622,0.9528099,0.9464434,0.95061433,0.94658816,0.9558978,0.9451346,0.94708896,0.9518345,0.9548811,0.9463712,0.95167917,0.9493724,0.95159733,0.94502944,0.9514371,0.9507437,0.95059144,0.94808036,0.9524091,0.9506097,0.94391197,0.95321816,0.95050526,0.9532626,0.95673794,0.9492141,0.9505413,0.9567804,0.9526005,0.9537747,0.9488749,0.9520252,0.95061,0.9411897,0.9521424,0.957787,0.9513531,0.9493799,0.95105857,0.9570444,0.9542843,0.9554294,0.9515821,0.9432886,0.9529753,0.9536345,0.9527643,0.9524199,0.9529805,0.95505965,0.94920456,0.95163614,0.95438313,0.9504198,0.9503611,0.94281846,0.9507776,0.955676,0.9565967,0.95197946,0.94966084,0.95361793,0.95379746,0.9505568,0.9481081,0.9557121
HIST1H4I,0.9468554,0.9505701,0.9504156,0.9471835,0.9471251,0.94771445,0.9483313,0.95000315,0.9483469,0.9487691,0.9482774,0.95164996,0.9477545,0.9517924,0.9480224,0.9478079,0.94975364,0.94834423,0.94979495,0.9546007,0.9501407,0.950787,0.9487585,0.94850117,0.95286846,0.947655,0.9485881,0.9508655,0.94757116,0.94942164,0.9502258,0.95217484,0.9495622,1.0000029,0.9528258,0.9468718,0.9518917,0.94818234,0.9496954,0.94871986,0.9503389,0.9516546,0.94932306,0.9481598,0.949653,0.95381,0.9501848,0.94772774,0.95142204,0.94756657,0.95205784,0.94866717,0.94676733,0.95097136,0.94989777,0.94848764,0.9475325,0.9487166,0.9507009,0.9501614,0.94952327,0.9464785,0.9484036,0.9508303,0.9507916,0.9521714,0.9495217,0.94913644,0.95038563,0.9484693,0.950048,0.9506217,0.9498885,0.94885296,0.9499098,0.9475558,0.9517133,0.94792175,0.9532708,0.94813025,0.9486932,0.95188904,0.9500421,0.9491628,0.9486322,0.94766563,0.94802976,0.9498558,0.9504161,0.94791985,0.95172703,0.94941056,0.94746304,0.9502184,0.9556967,0.9495132,0.9498018,0.94937605,0.94851,0.9480717
HSPA4,0.946507,0.95048416,0.9505782,0.95025015,0.94848573,0.9498285,0.9469754,0.9489444,0.9481293,0.95001715,0.9472566,0.9554617,0.9505612,0.95332706,0.95092595,0.949207,0.9510817,0.944755,0.95254034,0.9536935,0.9490204,0.95295626,0.9470128,0.9489558,0.95379835,0.95056915,0.9491631,0.9532167,0.95079976,0.9505351,0.94935054,0.954908,0.9528099,0.9528258,0.9999955,0.94517106,0.9525872,0.94689244,0.95431733,0.9453858,0.9495932,0.9533157,0.95164,0.94987977,0.9505974,0.9520701,0.95305574,0.9468992,0.9522816,0.9489976,0.954601,0.9473291,0.9504175,0.95378554,0.9484815,0.9510557,0.9478998,0.9500791,0.9555291,0.95128477,0.949956,0.9507881,0.95153636,0.9521375,0.9520616,0.9543408,0.94943804,0.94620955,0.95144427,0.9553969,0.94925785,0.94782746,0.94949317,0.9520911,0.95231956,0.95033777,0.9518109,0.9454615,0.9557987,0.95070946,0.9495001,0.9530258,0.9546047,0.9519406,0.9480772,0.94762653,0.9506273,0.9479828,0.95076275,0.94427335,0.95287144,0.953285,0.9501425,0.9497955,0.954491,0.9518393,0.95251024,0.9493938,0.9466096,0.95323646
HSPH1,0.9539437,0.9475537,0.94811136,0.95435584,0.9554154,0.95416373,0.9547539,0.95279175,0.950819,0.9464314,0.9539828,0.9476967,0.948404,0.94682026,0.9509885,0.9507677,0.95139086,0.9600304,0.94814473,0.9460308,0.94538516,0.94680357,0.9510211,0.9523722,0.9477109,0.9510859,0.9478958,0.947094,0.95195025,0.9493083,0.9508777,0.94837093,0.9464434,0.9468718,0.94517106,0.99999434,0.94903123,0.9550705,0.94366413,0.9532174,0.95386237,0.94683504,0.9455787,0.95167047,0.9479723,0.9465182,0.94752717,0.9523351,0.9483818,0.9464115,0.9444152,0.95598906,0.95039237,0.9503799,0.95019305,0.9472088,0.95681584,0.94946814,0.9477701,0.94865775,0.9516157,0.95594066,0.9493892,0.9482271,0.94318396,0.9444456,0.9518337,0.9535778,0.9519221,0.9396192,0.9500422,0.9559069,0.94839144,0.9462629,0.94387764,0.9490886,0.9499148,0.9580847,0.94786537,0.9534815,0.9546027,0.94615954,0.9405083,0.9474475,0.95163625,0.9573924,0.9510522,0.95378315,0.9444114,0.96028405,0.9445973,0.94434154,0.9546144,0.95335907,0.9490099,0.9485436,0.94367766,0.9524853,0.95315146,0.94674945
IL17F,0.9470442,0.9492738,0.95010984,0.9514503,0.952022,0.95180213,0.95310473,0.9526696,0.9504122,0.9489049,0.9525771,0.9527784,0.9490815,0.9527899,0.95204955,0.9522344,0.9533179,0.94803417,0.95639396,0.951004,0.95123166,0.95441926,0.9490767,0.9491747,0.9535746,0.9516198,0.94995075,0.9514827,0.9482928,0.9533509,0.9493717,0.9511788,0.95061433,0.9518917,0.9525872,0.94903123,0.9999949,0.95386875,0.954089,0.9501447,0.95524,0.95332664,0.9538636,0.95527494,0.95099646,0.9508324,0.95016164,0.94841594,0.9508369,0.94834,0.9513206,0.9506902,0.95373404,0.95237064,0.95498186,0.95209694,0.95328885,0.9473504,0.95283246,0.9531191,0.95013154,0.95719445,0.9574961,0.9524357,0.95221865,0.95381325,0.9509258,0.9514688,0.95089066,0.95306325,0.94787765,0.94758755,0.95013696,0.9525353,0.95351934,0.9494336,0.9516021,0.95152175,0.9542866,0.9505162,0.9531064,0.9512776,0.9542308,0.95283073,0.94882613,0.9498926,0.9496544,0.9518413,0.9507605,0.9517807,0.9527836,0.9526323,0.9532387,0.95085025,0.9497242,0.95575225,0.9516148,0.94883066,0.94929576,0.95409715
KCNIP2,0.9487926,0.9503426,0.94980943,0.95495975,0.95507383,0.9619024,0.95350605,0.95429754,0.9565682,0.9472335,0.9537064,0.95000285,0.9458972,0.94883394,0.94904506,0.95087004,0.95348364,0.95660543,0.9524685,0.94560045,0.9469624,0.94865537,0.95313346,0.95534647,0.9483341,0.9496169,0.9531834,0.94778466,0.9523851,0.9513009,0.9563746,0.9487689,0.94658816,0.94818234,0.94689244,0.9550705,0.95386875,1.0000029,0.9492868,0.9543223,0.9542756,0.94884527,0.9503113,0.952984,0.9488465,0.94683135,0.95032525,0.9591798,0.94936264,0.94888014,0.9443062,0.96381724,0.9507034,0.9496693,0.9514308,0.94859785,0.9576134,0.95430905,0.9509222,0.9517169,0.9455963,0.9573885,0.95323133,0.9518559,0.94371253,0.948269,0.95361936,0.95261717,0.9477343,0.94729954,0.95303774,0.94999385,0.9486905,0.94934964,0.9506096,0.949142,0.94902,0.95714164,0.95016736,0.9532384,0.95579636,0.9494065,0.94719505,0.9516007,0.95201325,0.9556752,0.9551227,0.95072806,0.9417557,0.9595759,0.9484488,0.9496025,0.9522295,0.9522446,0.94848454,0.9528693,0.94442517,0.9528249,0.95620507,0.95011646
KDELR2,0.9476182,0.95473844,0.95267797,0.9514711,0.9506179,0.95056397,0.9457201,0.9501257,0.9519175,0.9531839,0.94746244,0.95451254,0.95110947,0.9530839,0.9519662,0.9495644,0.9560772,0.94353867,0.952468,0.9504499,0.9520904,0.9557566,0.94777143,0.94869614,0.9527146,0.9495483,0.95197153,0.9555251,0.9525557,0.95294577,0.95175433,0.952074,0.9558978,0.9496954,0.95431733,0.94366413,0.954089,0.9492868,1.0000068,0.94805354,0.9508638,0.9551858,0.95868576,0.9497997,0.95035124,0.9487373,0.95188504,0.9472235,0.9504628,0.94891864,0.9508296,0.94889367,0.94749916,0.95136225,0.94816774,0.95224094,0.9483885,0.9532022,0.95347303,0.95123523,0.9513081,0.9538922,0.9538935,0.955509,0.9521326,0.9528381,0.9482928,0.94584435,0.9488739,0.9591496,0.9531001,0.9508509,0.95156384,0.9548317,0.95553243,0.95370317,0.9546233,0.9465134,0.95120853,0.9533827,0.95021796,0.9535618,0.95657665,0.95475614,0.9504403,0.9453038,0.95327973,0.9505007,0.9524378,0.943572,0.95285875,0.9569623,0.9528195,0.9505993,0.9508934,0.9556938,0.9553335,0.949655,0.94714576,0.95571196
KDM6A,0.94581467,0.9502019,0.9533463,0.9502273,0.9539075,0.95471966,0.95285285,0.95448685,0.9536307,0.9482682,0.95190525,0.9485796,0.94696873,0.94555444,0.94753665,0.94799626,0.94956666,0.954918,0.94701624,0.94640183,0.94376177,0.9483916,0.94999176,0.95123893,0.9483174,0.9439765,0.94991577,0.9471076,0.9460367,0.9510383,0.9513873,0.94945645,0.9451346,0.94871986,0.9453858,0.9532174,0.9501447,0.9543223,0.94805354,1.0000032,0.9532657,0.94828063,0.9427937,0.9511368,0.9482186,0.947049,0.94693774,0.9520937,0.94921935,0.9499424,0.9457996,0.9542051,0.94515306,0.9503126,0.95483345,0.94567883,0.951189,0.9469093,0.9463259,0.9484969,0.94645095,0.9494376,0.9505932,0.94767785,0.94408715,0.94758534,0.95021087,0.9557606,0.9483954,0.94273454,0.9494451,0.9492427,0.9494246,0.94890344,0.9477651,0.9492028,0.9493219,0.9582536,0.94860005,0.9485048,0.9514037,0.9502382,0.94358116,0.9465341,0.94923884,0.9453316,0.9509556,0.9497991,0.9485506,0.9578826,0.94764185,0.9471941,0.94675523,0.95065904,0.94950104,0.94747233,0.9472815,0.95006853,0.95216936,0.944604
KLF13,0.945189,0.94721246,0.95017827,0.9531083,0.9522527,0.95278674,0.9543012,0.95233476,0.9508498,0.94509673,0.9515754,0.951783,0.9465906,0.94973034,0.9539318,0.949792,0.95083034,0.952444,0.9517275,0.9478983,0.9454596,0.9476724,0.9496942,0.94881505,0.95089,0.94882756,0.948746,0.9473933,0.94253004,0.95804524,0.9487754,0.9496535,0.94708896,0.9503389,0.9495932,0.95386237,0.95524,0.9542756,0.9508638,0.9532657,1.0000056,0.952721,0.95055366,0.9534216,0.9587892,0.9488993,0.94811606,0.9493357,0.9495942,0.94291294,0.9464307,0.95278114,0.95150006,0.95164627,0.96132857,0.95223784,0.9519644,0.9444869,0.9498017,0.95191616,0.94843435,0.95523,0.9535343,0.9496393,0.9464122,0.95028806,0.95015883,0.95479244,0.9527533,0.94638455,0.9497285,0.9513529,0.948095,0.947451,0.9518874,0.9486442,0.95176613,0.95474786,0.9527589,0.95110935,0.9538041,0.9487708,0.9496729,0.9517625,0.94675714,0.94801104,0.94721764,0.951003,0.95219636,0.95775,0.94742286,0.94951403,0.9505447,0.95254046,0.95090866,0.9491832,0.9521513,0.94913405,0.95093024,0.9488532
KLHL17,0.9468796,0.94811696,0.9540371,0.9502473,0.95178753,0.9507034,0.9449156,0.95302486,0.9501233,0.94945943,0.9488705,0.9541617,0.94811505,0.95320916,0.9501795,0.94651735,0.95139164,0.9468812,0.9523303,0.9508838,0.9482255,0.95271254,0.9481616,0.9499012,0.95491916,0.9472323,0.9503787,0.9528209,0.9457328,0.9537715,0.95050573,0.95262647,0.9518345,0.9516546,0.9533157,0.94683504,0.95332664,0.94884527,0.9551858,0.94828063,0.952721,1.0000074,0.954625,0.94937277,0.95389503,0.94874716,0.95278656,0.94746643,0.9514751,0.9438408,0.95075685,0.9483448,0.9469932,0.9524998,0.9495798,0.950815,0.9484346,0.94977766,0.95501304,0.9492385,0.95030653,0.9527111,0.95174676,0.9546249,0.9473221,0.95137185,0.94997734,0.94609106,0.9513433,0.9512301,0.9501706,0.953226,0.9487977,0.95205283,0.9512937,0.95263964,0.9533692,0.9466518,0.9531241,0.9518548,0.9534984,0.95288384,0.95101243,0.9486551,0.94763315,0.94690955,0.9524468,0.9527047,0.95089346,0.94532454,0.9487511,0.9510594,0.9503933,0.95186347,0.95163536,0.9531708,0.9530616,0.94863325,0.94910455,0.9516561
