,AK3,ATF7IP2,ATP10D,ATXN7L3,BBS10,BEND3,BHLHE40,BNIP3L,BTLA,C11orf1,C12orf76,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,DTX1,EHF,EHMT1,ELOF1,FAHD1,FAM208A,FAM229B,FSD1,GLI3,HDHD3,HIST1H4I,HSPA4,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLHL17,KLRG1,KRTCAP2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,LZTS1,MAP3K9,MAP7D1,MAP7D3,MAPK8,MBOAT2,MGA,MOSMO,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RETN,RFX5,RNH1,RPL26L1,RPS6KA1,RYK,S100P,SAMHD1,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SLC25A4,SOX15,SPATA2,SUMF1,SYNE1,TCEAL1,TESPA1,THYN1,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TWIST1,ZDHHC5,ZFP14,ZGLP1,ZNF138,ZNF687,ZNF880
KLRG1,0.9492677,0.9504211,0.94848305,0.9539788,0.95227355,0.9506772,0.9440281,0.9483373,0.94912916,0.9497869,0.95034933,0.95200413,0.94614184,0.95468676,0.9565586,0.9491967,0.95382017,0.94268054,0.9555567,0.95059556,0.9531017,0.9532587,0.94848233,0.94848084,0.9540976,0.9529795,0.9527933,0.9547548,0.94990206,0.95223856,0.9491862,0.95032203,0.9548811,0.94932306,0.95164,0.9455787,0.9538636,0.9503113,0.95868576,0.9427937,0.95055366,0.954625,1.0000076,0.9526007,0.9543872,0.94759136,0.95238376,0.9480434,0.94950324,0.94485754,0.94828117,0.94911,0.9507176,0.94906175,0.9496972,0.95317584,0.9524115,0.95061135,0.95360005,0.9536842,0.9486896,0.95621914,0.9546572,0.9561659,0.9524374,0.9528551,0.9496718,0.94606763,0.95410407,0.95627177,0.95174766,0.95303285,0.95054686,0.9535288,0.9543891,0.95183533,0.95493907,0.94469446,0.95078003,0.95281285,0.95213664,0.95121765,0.9554868,0.9555719,0.9498205,0.9512269,0.95099705,0.9534761,0.95203793,0.9473851,0.95262015,0.9573301,0.95404845,0.94879997,0.9491978,0.95358974,0.95232505,0.9474892,0.9492581,0.9563418
KRTCAP2,0.945502,0.9457003,0.9494903,0.95228046,0.95140064,0.9505985,0.9573701,0.9511463,0.9503198,0.9463281,0.9548058,0.94916385,0.947244,0.9521258,0.95182717,0.95074874,0.9506361,0.9507395,0.95886755,0.949668,0.95250535,0.9507406,0.9506682,0.947097,0.9524492,0.95136523,0.94697756,0.94750273,0.9466111,0.95246947,0.9472924,0.9508685,0.9463712,0.9481598,0.94987977,0.95167047,0.95527494,0.952984,0.9497997,0.9511368,0.9534216,0.94937277,0.9526007,0.99999964,0.9506749,0.94963205,0.94977224,0.95023316,0.94900584,0.94800586,0.950256,0.9515524,0.95606154,0.95182985,0.9575591,0.95192146,0.9533037,0.9456814,0.9482915,0.95753765,0.949457,0.95046204,0.9550513,0.95028603,0.95269406,0.95132136,0.95120025,0.95714533,0.9503106,0.9493967,0.94708174,0.947416,0.9481678,0.94947916,0.95260197,0.9476712,0.95105577,0.95649225,0.950535,0.9481195,0.94676006,0.94958186,0.95058715,0.95250285,0.9501093,0.9490912,0.94614774,0.9526138,0.94996727,0.95680994,0.9501115,0.95084596,0.94677186,0.9532898,0.94983447,0.9501828,0.9484999,0.94928044,0.9491802,0.95221066
LRP6,0.9481428,0.9455361,0.9505371,0.9498712,0.9553219,0.94945467,0.9474389,0.9502605,0.94607246,0.94760406,0.9518266,0.9511087,0.94874656,0.9540633,0.9585466,0.9458624,0.94916683,0.9458594,0.95115393,0.95015836,0.9476539,0.9489879,0.9473401,0.94434416,0.95142525,0.9476509,0.94967544,0.9488831,0.9425111,0.96237993,0.94479,0.95001435,0.95167917,0.949653,0.9505974,0.9479723,0.95099646,0.9488465,0.95035124,0.9482186,0.9587892,0.95389503,0.9543872,0.9506749,1.000009,0.9481337,0.95033646,0.9432535,0.95002097,0.9403753,0.94864345,0.9495954,0.9520426,0.95030534,0.9544281,0.95723784,0.9518337,0.9420781,0.9525039,0.9501477,0.94924474,0.9536362,0.95042866,0.95150155,0.948621,0.95117563,0.9494826,0.94659853,0.9553905,0.95370185,0.9485663,0.9499497,0.9476513,0.951493,0.9549695,0.95183086,0.95201033,0.9493302,0.95138717,0.9509113,0.9518626,0.9500782,0.9514121,0.9510884,0.9448505,0.9485477,0.9522522,0.9515817,0.96160984,0.948956,0.9476095,0.9498647,0.95037735,0.95021373,0.95082426,0.950101,0.9594077,0.9456158,0.94608665,0.95102835
LRRC37A3,0.9464477,0.9497773,0.9466574,0.9477785,0.94736725,0.9458223,0.9495766,0.947843,0.9467827,0.9488841,0.94903386,0.9493846,0.9499409,0.94995844,0.94862264,0.9506813,0.9475063,0.9452497,0.9517097,0.95503044,0.95203763,0.9504103,0.9471193,0.94635034,0.95115507,0.9503823,0.9456872,0.9497839,0.94772476,0.94873554,0.9462035,0.9531766,0.9493724,0.95381,0.9520701,0.9465182,0.9508324,0.94683135,0.9487373,0.947049,0.9488993,0.94874716,0.94759136,0.94963205,0.9481337,0.9999858,0.9490032,0.9470931,0.94923675,0.9518434,0.95504,0.9455424,0.9504763,0.9503577,0.9511895,0.950672,0.9454253,0.9462483,0.9486518,0.9504714,0.94981426,0.94663656,0.9500225,0.94669116,0.9540945,0.95191956,0.94721615,0.9495746,0.9479975,0.9506477,0.94744956,0.9448614,0.94896966,0.9488173,0.9487719,0.9482455,0.9483904,0.94750965,0.95109534,0.9474332,0.9463833,0.95085937,0.9533815,0.95078063,0.9489195,0.94607437,0.94690704,0.9488531,0.94915205,0.9472193,0.95223945,0.9483127,0.9474408,0.9482854,0.9524987,0.9513139,0.94986534,0.9476341,0.94699854,0.9498515
LRTOMT,0.9489459,0.9501093,0.9532101,0.9495262,0.94717604,0.94986254,0.9472802,0.94961,0.94926023,0.9474603,0.9480671,0.95113283,0.94645184,0.9508447,0.94839025,0.9470324,0.95055807,0.9480189,0.95181835,0.9493361,0.9491052,0.95017046,0.95217615,0.9495785,0.9541157,0.94875395,0.9501936,0.95127094,0.94679666,0.9483576,0.95021695,0.9510529,0.95159733,0.9501848,0.95305574,0.94752717,0.95016164,0.95032525,0.95188504,0.94693774,0.94811606,0.95278656,0.95238376,0.94977224,0.95033646,0.9490032,1.0000019,0.9497726,0.9507639,0.94573265,0.95074403,0.9487503,0.9452131,0.95339173,0.94731486,0.9483948,0.9488583,0.95190424,0.95340216,0.9513251,0.9493132,0.9481554,0.9505729,0.9527858,0.9480931,0.9497437,0.9522028,0.9473624,0.9514411,0.94933385,0.95407724,0.95260316,0.9498422,0.9501806,0.9497729,0.94859874,0.95345616,0.94814414,0.95160043,0.9515089,0.95109046,0.95137537,0.9497831,0.9500579,0.9495435,0.9482156,0.94993806,0.9486877,0.94918936,0.9483743,0.9498076,0.95098317,0.94836664,0.9497341,0.951831,0.94879854,0.95088285,0.9493957,0.9495141,0.9490794
LY96,0.94730246,0.94964564,0.9483126,0.949554,0.95065874,0.95685214,0.9503955,0.95334363,0.9552167,0.94929147,0.95006275,0.9473722,0.9478316,0.94667214,0.945116,0.94887257,0.9515263,0.95334625,0.9495986,0.9463798,0.948176,0.9467118,0.9541708,0.95792055,0.94775546,0.9492687,0.94938457,0.94817203,0.951189,0.945419,0.9592879,0.94830865,0.94502944,0.94772774,0.9468992,0.9523351,0.94841594,0.9591798,0.9472235,0.9520937,0.9493357,0.94746643,0.9480434,0.95023316,0.9432535,0.9470931,0.9497726,1.0000026,0.94814587,0.9481082,0.9467341,0.9582605,0.9469567,0.94836956,0.9477354,0.9465934,0.9515208,0.95560324,0.94734555,0.95003664,0.947847,0.9500118,0.94911283,0.9495902,0.94557756,0.9473264,0.95058596,0.95132446,0.946609,0.94371027,0.95429045,0.94842213,0.94712,0.94769263,0.94377226,0.9476034,0.94906104,0.9531066,0.948014,0.9498626,0.9523659,0.94844496,0.94566363,0.94866234,0.9530964,0.95275533,0.95103914,0.94833434,0.9351092,0.9533347,0.94932103,0.9479862,0.94815266,0.9489758,0.9475164,0.9495142,0.9431964,0.95444596,0.95601445,0.9465337
LYST,0.95025444,0.9505446,0.9497071,0.949935,0.951525,0.95050544,0.9493777,0.94915277,0.94961405,0.9517281,0.9508673,0.9525342,0.9508635,0.9513888,0.9507092,0.94988036,0.9500103,0.9503817,0.95059925,0.9501072,0.9484785,0.9535034,0.9491095,0.9493003,0.95210207,0.9484016,0.9502691,0.95059615,0.9497362,0.9500544,0.95067304,0.95195144,0.9514371,0.95142204,0.9522816,0.9483818,0.9508369,0.94936264,0.9504628,0.94921935,0.9495942,0.9514751,0.94950324,0.94900584,0.95002097,0.94923675,0.9507639,0.94814587,1.0000069,0.9500397,0.95001477,0.9499398,0.9504584,0.9516477,0.9493617,0.9495855,0.95094955,0.9501432,0.9524648,0.94968385,0.9511191,0.9503282,0.949754,0.9507921,0.9478323,0.95053184,0.95058393,0.9485623,0.9509929,0.95014983,0.94976217,0.9492389,0.9503409,0.9511664,0.95167786,0.9501423,0.9500018,0.94944626,0.95276535,0.95056283,0.9498311,0.95177835,0.9499704,0.95127404,0.95028174,0.9499522,0.9514516,0.9497448,0.9513017,0.95079464,0.94804275,0.9513697,0.95198077,0.9513189,0.9508902,0.94969976,0.9503777,0.9491223,0.95041853,0.94973934
LZTS1,0.94972277,0.9542238,0.94904375,0.9501254,0.95057994,0.94875795,0.9529182,0.94849724,0.9498685,0.9536551,0.95059526,0.9499525,0.95515436,0.9501251,0.9498356,0.9558091,0.94769865,0.94743425,0.94846696,0.94879895,0.9500347,0.950608,0.9465995,0.94774675,0.9477632,0.952044,0.9501735,0.95179856,0.9559211,0.9472289,0.9483134,0.9496828,0.9507437,0.94756657,0.9489976,0.9464115,0.94834,0.94888014,0.94891864,0.9499424,0.94291294,0.9438408,0.94485754,0.94800586,0.9403753,0.9518434,0.94573265,0.9481082,0.9500397,0.9999908,0.9507652,0.9475038,0.9540434,0.94687885,0.94881284,0.9496151,0.9491723,0.95116156,0.9466644,0.9509954,0.94797343,0.94944376,0.95144486,0.94685036,0.9520532,0.9511783,0.9480444,0.9527979,0.9442565,0.9531927,0.9488763,0.94187856,0.9489555,0.9513085,0.9498257,0.95047367,0.9454616,0.9490947,0.9473294,0.9467708,0.9460567,0.94874275,0.953128,0.950501,0.9496952,0.9485993,0.9511846,0.9481685,0.9490911,0.9473857,0.95078814,0.95475334,0.95189416,0.94695884,0.9468571,0.9524662,0.94751155,0.9499709,0.94761074,0.95277053
MAP3K9,0.9461508,0.94846183,0.9496526,0.944978,0.9447503,0.94495404,0.94602203,0.9480278,0.9464577,0.9504706,0.9466921,0.95162237,0.95110726,0.9525897,0.94818676,0.9491453,0.9487103,0.94248337,0.95074475,0.9540267,0.95320755,0.95168126,0.9473847,0.94589174,0.95162886,0.9503492,0.9443053,0.9514998,0.9493867,0.9495846,0.9473524,0.9533528,0.95059144,0.95205784,0.954601,0.9444152,0.9513206,0.9443062,0.9508296,0.9457996,0.9464307,0.95075685,0.94828117,0.950256,0.94864345,0.95504,0.95074403,0.9467341,0.95001477,0.9507652,0.99999213,0.94347376,0.95085824,0.951548,0.94897896,0.95232254,0.94452924,0.94785,0.9498701,0.9509414,0.95165396,0.9457969,0.95032835,0.9478494,0.9559673,0.95357573,0.947804,0.9467867,0.94970185,0.95387733,0.94562334,0.9436914,0.947843,0.950715,0.9514668,0.95026696,0.9492999,0.9458549,0.9531424,0.9462063,0.9437093,0.95317245,0.95514286,0.9500735,0.9482324,0.94551855,0.9462164,0.94815844,0.9507129,0.94175804,0.9539609,0.9510543,0.9476659,0.9486917,0.95058304,0.9515389,0.9510515,0.94879633,0.94462556,0.9515604
MAP7D1,0.95024776,0.9497462,0.9502934,0.9539651,0.9556248,0.96223557,0.9525892,0.9547754,0.9570153,0.95055354,0.9525078,0.9492205,0.9473359,0.950149,0.9507855,0.94927996,0.9523623,0.957036,0.9511251,0.94500166,0.9465773,0.9486247,0.9522541,0.9566788,0.94800377,0.9499111,0.9533961,0.9475337,0.9535723,0.94974625,0.9555693,0.9483184,0.94808036,0.94866717,0.9473291,0.95598906,0.9506902,0.96381724,0.94889367,0.9542051,0.95278114,0.9483448,0.94911,0.9515524,0.9495954,0.9455424,0.9487503,0.9582605,0.9499398,0.9475038,0.94347376,1.0000072,0.94904995,0.9501493,0.9508425,0.94741833,0.9561013,0.9544865,0.95047283,0.95059353,0.94897294,0.9547389,0.9519271,0.9512744,0.94334316,0.946749,0.95222646,0.9548079,0.9480343,0.9447474,0.9531988,0.9512225,0.95001847,0.9504799,0.94859254,0.95041865,0.95020556,0.9553687,0.9490819,0.9529498,0.95502055,0.94978327,0.9451206,0.9498199,0.95359457,0.95532495,0.9546863,0.9523923,0.9420702,0.9587576,0.947361,0.94852966,0.9524016,0.95114297,0.94899005,0.9519644,0.9448255,0.95433897,0.9558029,0.9504957
MAP7D3,0.9518441,0.9450058,0.94651765,0.9527494,0.9560739,0.9480942,0.95653796,0.95012593,0.94565827,0.94986993,0.95705855,0.9499435,0.95598125,0.9575171,0.9574707,0.95633435,0.9489453,0.94918513,0.9558387,0.9509933,0.9543405,0.95010865,0.9472897,0.94481784,0.9495051,0.9564977,0.94849646,0.9502168,0.9523176,0.9518406,0.942993,0.9489826,0.9524091,0.94676733,0.9504175,0.95039237,0.95373404,0.9507034,0.94749916,0.94515306,0.95150006,0.9469932,0.9507176,0.95606154,0.9520426,0.9504763,0.9452131,0.9469567,0.9504584,0.9540434,0.95085824,0.94904995,1.0000046,0.9472065,0.9524027,0.9574208,0.9573754,0.94548076,0.949796,0.95540184,0.9520011,0.9568249,0.9553672,0.9464784,0.9551877,0.95184135,0.9486444,0.9532162,0.9526264,0.95357573,0.9430341,0.94483316,0.9476018,0.95344454,0.9548685,0.95095295,0.94674253,0.9514934,0.9506043,0.94806576,0.94728875,0.94686705,0.95610636,0.9558232,0.9488297,0.9559537,0.9499673,0.95465183,0.95015794,0.95295864,0.95105183,0.9521541,0.9538161,0.94990623,0.94613785,0.9550074,0.94820637,0.94843405,0.94523966,0.9567319
MAPK8,0.9469554,0.9492327,0.95268476,0.94929147,0.9486863,0.9518718,0.94840384,0.9505992,0.9490118,0.9484984,0.9480678,0.952359,0.94829726,0.94956076,0.9498592,0.9494493,0.9498221,0.9484421,0.95247465,0.9505452,0.94707036,0.95114744,0.9494135,0.9498189,0.9543451,0.9489081,0.9495659,0.9488873,0.9465827,0.95076877,0.94952875,0.95352536,0.9506097,0.95097136,0.95378554,0.9503799,0.95237064,0.9496693,0.95136225,0.9503126,0.95164627,0.9524998,0.94906175,0.95182985,0.95030534,0.9503577,0.95339173,0.94836956,0.9516477,0.94687885,0.951548,0.9501493,0.9472065,0.99999595,0.95098144,0.9483624,0.94799435,0.94846284,0.9536645,0.9511757,0.94902754,0.9500915,0.95185304,0.95226043,0.9479008,0.95028204,0.9513879,0.95057774,0.95284826,0.94899833,0.9498035,0.9495799,0.9490763,0.94862986,0.95153016,0.9478476,0.9504545,0.9508208,0.95224977,0.9508182,0.95142245,0.95114887,0.95004594,0.948555,0.9481414,0.9482062,0.9484867,0.9477324,0.94995415,0.95012367,0.9507926,0.95031583,0.9492921,0.95388746,0.9531371,0.9491883,0.9504718,0.9502311,0.9498426,0.9487047
MBOAT2,0.9405573,0.94939375,0.9515502,0.9503569,0.95050025,0.95056146,0.95890844,0.9508582,0.95022446,0.9461437,0.95211124,0.9491521,0.94713974,0.94955224,0.9533765,0.9515366,0.95101243,0.9513845,0.95349777,0.9482998,0.9474522,0.9481119,0.9479402,0.9455403,0.95060664,0.9490293,0.9469105,0.94759166,0.9420985,0.95802826,0.94672495,0.94944423,0.94391197,0.94989777,0.9484815,0.95019305,0.95498186,0.9514308,0.94816774,0.95483345,0.96132857,0.9495798,0.9496972,0.9575591,0.9544281,0.9511895,0.94731486,0.9477354,0.9493617,0.94881284,0.94897896,0.9508425,0.9524027,0.95098144,0.99999356,0.95229095,0.95059127,0.9403254,0.94645166,0.9556351,0.9482131,0.9501204,0.9538401,0.94709885,0.95163226,0.9528552,0.94837195,0.9598487,0.9492945,0.9477108,0.9474794,0.94532746,0.9478413,0.9462166,0.9510525,0.9477507,0.95121396,0.95681036,0.95041716,0.9462488,0.94744456,0.94868374,0.9518111,0.950575,0.9475638,0.94452345,0.9443675,0.9541423,0.95620173,0.9580408,0.95112896,0.9482314,0.94667935,0.9510344,0.95043707,0.94937986,0.9503271,0.94873244,0.94972456,0.94997525
MGA,0.94919485,0.9462991,0.9484467,0.95178664,0.95428574,0.9481107,0.951062,0.9509921,0.94673586,0.9518332,0.9546566,0.95135885,0.9514024,0.9559023,0.9626075,0.95276254,0.95154035,0.94480187,0.9535308,0.95068526,0.9521445,0.951239,0.9451019,0.9461252,0.9504609,0.9520003,0.9496637,0.94918025,0.95023453,0.9563448,0.9450614,0.95035547,0.95321816,0.94848764,0.9510557,0.9472088,0.95209694,0.94859785,0.95224094,0.94567883,0.95223784,0.950815,0.95317584,0.95192146,0.95723784,0.950672,0.9483948,0.9465934,0.9495855,0.9496151,0.95232254,0.94741833,0.9574208,0.9483624,0.95229095,0.99999857,0.9512689,0.94605845,0.95077837,0.95139253,0.95144194,0.957466,0.9523019,0.9506556,0.9567627,0.95491314,0.9465281,0.9497862,0.95113444,0.9579389,0.9467588,0.9463628,0.9493224,0.9551491,0.9551684,0.95279753,0.9524861,0.94731843,0.9509228,0.94837344,0.94784015,0.9510044,0.9557228,0.9529483,0.948057,0.95164955,0.9488912,0.95985496,0.95377135,0.94728845,0.9487018,0.9502334,0.9557899,0.94875824,0.9494996,0.95622075,0.9541492,0.9493078,0.9448838,0.9567748
MOSMO,0.9536679,0.94784355,0.9485657,0.9550646,0.96180177,0.9552778,0.9555324,0.95290196,0.95078206,0.9531057,0.9576578,0.95417726,0.95475715,0.9546587,0.9556424,0.95310575,0.9550795,0.9573455,0.95359415,0.9477432,0.9510957,0.9534097,0.9498384,0.9509743,0.9489203,0.95146686,0.9522838,0.950877,0.95530796,0.95410687,0.9501233,0.94793975,0.95050526,0.9475325,0.9478998,0.95681584,0.95328885,0.9576134,0.9483885,0.951189,0.9519644,0.9484346,0.9524115,0.9533037,0.9518337,0.9454253,0.9488583,0.9515208,0.95094955,0.9491723,0.94452924,0.9561013,0.9573754,0.94799435,0.95059127,0.9512689,1.0000021,0.9506746,0.95295894,0.9515134,0.9540034,0.96079737,0.9527002,0.9526691,0.9465945,0.9484602,0.952206,0.9535489,0.95167065,0.9514742,0.9493706,0.9519677,0.95135564,0.9542501,0.9526491,0.9569561,0.94989145,0.9550816,0.9506743,0.95248044,0.95272386,0.9486352,0.94817066,0.9551006,0.95237124,0.95980734,0.9570335,0.956925,0.9476112,0.9581974,0.94613415,0.95063025,0.95848435,0.95247483,0.9487588,0.9540616,0.9471826,0.9507282,0.9513067,0.9560032
NNAT,0.95129955,0.9519876,0.94873977,0.94988894,0.949752,0.95740515,0.94431514,0.950943,0.9547646,0.9520697,0.9471169,0.9505678,0.94983137,0.94831365,0.94864863,0.95073223,0.95119745,0.9493767,0.94649965,0.9476397,0.94710416,0.9508449,0.9508405,0.9576224,0.94870996,0.9506066,0.9532242,0.95273113,0.95783687,0.9426575,0.95892745,0.9506306,0.9532626,0.9487166,0.9500791,0.94946814,0.9473504,0.95430905,0.9532022,0.9469093,0.9444869,0.94977766,0.95061135,0.9456814,0.9420781,0.9462483,0.95190424,0.95560324,0.9501432,0.95116156,0.94785,0.9544865,0.94548076,0.94846284,0.9403254,0.94605845,0.9506746,0.9999902,0.95210886,0.9483037,0.94693935,0.9507296,0.9497449,0.95352495,0.9461753,0.9480811,0.9515566,0.9441494,0.94677,0.95190424,0.9555114,0.9499115,0.94977885,0.95179456,0.9462219,0.950273,0.9501116,0.9456706,0.94899833,0.9556682,0.9544836,0.9513636,0.94859,0.948736,0.95169306,0.95322615,0.95584714,0.9456878,0.93716854,0.9453341,0.94963574,0.9543947,0.95099103,0.94848466,0.9481706,0.9506214,0.9479552,0.95336086,0.952965,0.94892657
ORM2,0.9502168,0.9492749,0.9524721,0.9515889,0.9522202,0.9535249,0.9454869,0.9501921,0.95035356,0.9519765,0.9499278,0.9557634,0.9513724,0.95306426,0.9525695,0.9491105,0.9522551,0.94794184,0.95169985,0.9518882,0.94683653,0.95439523,0.94954646,0.95072734,0.95378643,0.94903916,0.952472,0.9528619,0.9506545,0.95016897,0.9493169,0.9518069,0.95673794,0.9507009,0.9555291,0.9477701,0.95283246,0.9509222,0.95347303,0.9463259,0.9498017,0.95501304,0.95360005,0.9482915,0.9525039,0.9486518,0.95340216,0.94734555,0.9524648,0.9466644,0.9498701,0.95047283,0.949796,0.9536645,0.94645166,0.95077837,0.95295894,0.95210886,0.9999996,0.94994813,0.9500482,0.9565291,0.95171833,0.95429134,0.94617176,0.9512874,0.9530815,0.94348615,0.95387155,0.95333606,0.9524032,0.94960845,0.9513554,0.9537408,0.9513924,0.9533265,0.951541,0.9467732,0.954249,0.95368737,0.9550161,0.9537705,0.95052063,0.9520945,0.9488677,0.95158195,0.9539659,0.9489969,0.949653,0.9479119,0.94770294,0.95378435,0.95457566,0.9523842,0.95079005,0.9508478,0.9522027,0.9503361,0.9495087,0.95277834
P3H3,0.9429674,0.9498101,0.9491869,0.95294863,0.9493445,0.9502551,0.95498776,0.9509933,0.9491307,0.947138,0.9529592,0.9476807,0.9489365,0.952564,0.9525703,0.95358014,0.9523317,0.9467174,0.957436,0.95050275,0.95453244,0.9498395,0.9489997,0.947947,0.95235956,0.953665,0.9483594,0.94899184,0.9485268,0.95063764,0.9469216,0.95136136,0.9492141,0.9501614,0.95128477,0.94865775,0.9531191,0.9517169,0.95123523,0.9484969,0.95191616,0.9492385,0.9536842,0.95753765,0.9501477,0.9504714,0.9513251,0.95003664,0.94968385,0.9509954,0.9509414,0.95059353,0.95540184,0.9511757,0.9556351,0.95139253,0.9515134,0.9483037,0.94994813,1.0000048,0.9494116,0.9499686,0.95429724,0.95223594,0.95558107,0.9532256,0.9501531,0.9565517,0.9503199,0.95144814,0.9471909,0.94582033,0.94876355,0.95221376,0.95324427,0.94550014,0.9518352,0.95186394,0.951534,0.9480779,0.9473057,0.9497175,0.9536088,0.9536151,0.9493981,0.9492583,0.9462167,0.95278615,0.9507043,0.953941,0.9527398,0.95422095,0.9468078,0.9506046,0.94864446,0.9532216,0.94694144,0.9514823,0.94814175,0.9538738
PEX10,0.954542,0.950174,0.948941,0.94989264,0.95152867,0.94662255,0.95325875,0.95122105,0.9475058,0.95615315,0.95129156,0.9512668,0.95519215,0.95514303,0.95133007,0.9536995,0.95316803,0.9504575,0.9504104,0.9511406,0.9568359,0.9558756,0.9481547,0.94881535,0.9492749,0.952503,0.94826853,0.95362645,0.95509624,0.95099753,0.94838786,0.95073795,0.9505413,0.94952327,0.949956,0.9516157,0.95013154,0.9455963,0.9513081,0.94645095,0.94843435,0.95030653,0.9486896,0.949457,0.94924474,0.94981426,0.9493132,0.947847,0.9511191,0.94797343,0.95165396,0.94897294,0.9520011,0.94902754,0.9482131,0.95144194,0.9540034,0.94693935,0.9500482,0.9494116,0.9999998,0.9522349,0.9485786,0.9497053,0.95225346,0.9523371,0.9494088,0.94933546,0.9488633,0.95180005,0.94640756,0.95082194,0.9535837,0.9556956,0.95094943,0.9561104,0.9529393,0.9483007,0.95099306,0.94714004,0.9431112,0.9508999,0.9509292,0.9550742,0.95415163,0.95158654,0.94981587,0.9549366,0.9516939,0.9485357,0.94910794,0.94776297,0.9564165,0.9510877,0.94916046,0.9532427,0.9485796,0.95013356,0.94698393,0.9556924
PIP,0.9554368,0.94702154,0.9491551,0.9573857,0.96421826,0.95695144,0.9494944,0.95170194,0.9537174,0.9538405,0.95674276,0.957366,0.95463085,0.9560522,0.9626726,0.9561453,0.9557711,0.9531664,0.9517828,0.94801986,0.94760126,0.9553856,0.948594,0.9517086,0.9502858,0.95344245,0.95514727,0.952911,0.95735526,0.95452875,0.9510858,0.94924366,0.9567804,0.9464785,0.9507881,0.95594066,0.95719445,0.9573885,0.9538922,0.9494376,0.95523,0.9527111,0.95621914,0.95046204,0.9536362,0.94663656,0.9481554,0.9500118,0.9503282,0.94944376,0.9457969,0.9547389,0.9568249,0.9500915,0.9501204,0.957466,0.96079737,0.9507296,0.9565291,0.9499686,0.9522349,1.0000105,0.9566694,0.95378065,0.9465478,0.9492505,0.9503832,0.946618,0.95090085,0.95638645,0.9503523,0.9492093,0.9490334,0.96146023,0.95333445,0.9627868,0.9515819,0.95164907,0.9522404,0.95565766,0.9590772,0.9505211,0.9517424,0.9557629,0.94956887,0.95735407,0.9603781,0.957596,0.9489491,0.95386434,0.94669396,0.9544207,0.9688075,0.95217156,0.9493825,0.95975596,0.9512856,0.9520577,0.9524002,0.958157
POU2F3,0.94679636,0.9475383,0.95041686,0.9538581,0.95187074,0.954622,0.9519549,0.95014375,0.9514374,0.9486862,0.95264846,0.9523591,0.9509188,0.9519007,0.95438987,0.9545557,0.951641,0.94739795,0.95470095,0.949718,0.9508202,0.9514974,0.9488584,0.94711477,0.95226854,0.9514654,0.9494616,0.95073754,0.94960976,0.9524707,0.94932944,0.9522781,0.9526005,0.9484036,0.95153636,0.9493892,0.9574961,0.95323133,0.9538935,0.9505932,0.9535343,0.95174676,0.9546572,0.9550513,0.95042866,0.9500225,0.9505729,0.94911283,0.949754,0.95144486,0.95032835,0.9519271,0.9553672,0.95185304,0.9538401,0.9523019,0.9527002,0.9497449,0.95171833,0.95429724,0.9485786,0.9566694,0.9999952,0.9520864,0.9527038,0.95266104,0.9511391,0.9518268,0.9508542,0.9550374,0.94947535,0.9455931,0.94929534,0.9540808,0.95450085,0.94944096,0.95183563,0.95171475,0.9517898,0.95147955,0.95375216,0.9509975,0.9548218,0.95154315,0.947031,0.94870347,0.9489397,0.9507276,0.95036757,0.95052594,0.95476776,0.9556072,0.9531848,0.9513744,0.9494856,0.9571392,0.9512611,0.9509415,0.9494718,0.95506865
RAB30,0.95009434,0.9518369,0.95239437,0.951215,0.9507707,0.95342743,0.946223,0.9511244,0.9519001,0.9528594,0.950343,0.9533471,0.94896585,0.95147556,0.95191014,0.9493253,0.95419365,0.947896,0.95090646,0.95059955,0.95131546,0.9531843,0.94950706,0.9519445,0.9525161,0.9496349,0.9524935,0.9527866,0.9510956,0.9501089,0.9530948,0.9502369,0.9537747,0.9508303,0.9521375,0.9482271,0.9524357,0.9518559,0.955509,0.94767785,0.9496393,0.9546249,0.9561659,0.95028603,0.95150155,0.94669116,0.9527858,0.9495902,0.9507921,0.94685036,0.9478494,0.9512744,0.9464784,0.95226043,0.94709885,0.9506556,0.9526691,0.95352495,0.95429134,0.95223594,0.9497053,0.95378065,0.9520864,0.99999523,0.9479518,0.9530846,0.952342,0.94691724,0.9493202,0.95143175,0.9527639,0.9537924,0.9513298,0.95369583,0.9509793,0.9522772,0.9543477,0.9477204,0.9520637,0.95294374,0.9528825,0.9511573,0.95078754,0.95077527,0.950176,0.94918907,0.952054,0.95309544,0.9500489,0.9490801,0.95064455,0.9526043,0.95319253,0.9529632,0.95254606,0.9545431,0.95237947,0.950884,0.9512305,0.9523119
